,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,22769.120414,,20129.1,,20636.06,,21812.08,,21539.53,,26818.0,,22471.0,,24599.84
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,35494.072982000005,,32469.44,,34495.68,,34632.14,,34650.88,,40013.0,,35005.0,,35495.76
"ПАШТЕТ, ЗЕЛЬЦ",,,,6651.477502000001,,6712.4,,5704.83,,6251.1,,5861.78,,8037.0,,7215.0,,5879.4
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,4379.769993999999,,4261.58,,3983.35,,4753.92,,4027.53,,4597.0,,4919.0,,3763.68
СОСИСКИ,,,,14296.609722,,13713.3,,13323.17,,14548.32,,14222.65,,14985.0,,13956.0,,15165.88
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,20938.70996,,21776.02,,22436.04,,18116.94,,21854.85,,21470.0,,18087.0,,23814.24
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,6807.92559,,6791.86,,6336.57,,6794.84,,6915.82,,7718.0,,6427.0,,6236.72
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,6258.955162,,6169.66,,5751.55,,6115.96,,6832.68,,6980.0,,5915.0,,5806.48
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,7520.196228000001,,7217.28,,7421.23,,7486.68,,7438.86,,7777.0,,7743.0,,7422.28
РЫБА ЖИВАЯ,,,,7600.157970000001,,6441.2,,8069.07,,7556.02,,7304.46,,8541.0,,7781.0,,7088.88
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,10064.039562,,7595.92,,8733.98,,9255.98,,9486.18,,12295.0,,11958.0,,10141.92
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,12079.204886,,11731.78,,9094.99,,9728.28,,10571.52,,19087.0,,10138.0,,11205.0
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,25406.35569,,24225.98,,29242.18,,27727.12,,26869.79,,22246.0,,27796.0,,20316.48
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,38328.388322,,28141.78,,31883.25,,28751.16,,34554.25,,41446.0,,52536.0,,51230.0
ИКРА ЛОСОСЕВЫХ РЫБ,,,,250006.35454399997,,211433.38,,266500.18,,270539.46,,238323.48,,267150.0,,243678.0,,244667.2
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,5923.01945,,5860.2,,5103.44,,5676.1,,5274.49,,7950.0,,5419.0,,5135.92
СЕЛЬДЬ СОЛЕНАЯ,,,,8574.085478,,8477.2,,7510.29,,7866.42,,7829.21,,9751.0,,9250.0,,8700.96
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,12914.5102,,12143.36,,12967.78,,13345.8,,12053.67,,12140.0,,14963.0,,12755.88
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,4237.629607999999,,4257.84,,3613.37,,4112.92,,3832.1,,5584.0,,3997.0,,3526.56
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,8849.16752,,8822.62,,8731.4,,8952.06,,8434.95,,9086.0,,8820.0,,8925.84
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,3847.0645840000007,,3775.68,,3889.85,,3951.32,,3948.02,,3784.0,,3687.0,,3968.12
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1829.392828,,1819.5,,1763.18,,1730.78,,1609.7,,2061.0,,1858.0,,1835.32
КЕФИР,,,,1832.9124459999998,,1821.76,,1774.98,,1752.82,,1809.14,,1880.0,,1937.0,,1826.76
СМЕТАНА ,,,,7437.66774,,7076.0,,7773.34,,6339.64,,7535.52,,8270.0,,7490.0,,7407.16
ТВОРОГ ЖИРНЫЙ,,,,10044.914582000001,,8998.98,,8460.23,,8386.72,,11271.03,,12776.0,,9612.0,,10125.08
ТВОРОГ НЕЖИРНЫЙ,,,,9349.829658,,10969.12,,8172.92,,7156.7,,10954.34,,10183.0,,8094.0,,10149.92
ЙОГУРТ (за 250 г),,,,1810.750828,,2240.1,,1861.16,,2092.58,,2039.84,,1451.0,,1438.0,,1697.52
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,997.7912980000001,,943.6,,974.94,,1027.18,,975.36,,978.0,,959.0,,1159.8
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,2332.895438,,2373.54,,2776.03,,1968.4,,2472.39,,2513.0,,1897.0,,2389.64
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,19680.178355999997,,20224.66,,17704.74,,16404.14,,19382.18,,24165.0,,19595.0,,18388.8
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,3816.3234899999998,,3670.54,,3862.78,,3819.8,,3554.16,,4035.0,,3750.0,,3921.72
МОРОЖЕНОЕ,,,,16093.297840000001,,15125.04,,15809.04,,15840.32,,14823.9,,18517.0,,16331.0,,14848.96
СЫР  ТВЕРДЫЙ,,,,20940.671389999996,,20327.96,,20757.89,,21758.42,,20279.72,,23221.0,,18261.0,,21153.08
СЫР МЯГКИЙ ,,,,14431.376864,,11327.5,,15384.6,,12785.58,,13917.51,,19460.0,,12826.0,,13643.2
СЫР ПЛАВЛЕНЫЙ,,,,17229.030854,,15646.74,,17641.27,,15670.6,,17659.01,,18395.0,,18116.0,,17311.32
МАСЛО ЖИВОТНОЕ,,,,20758.569563999998,,18989.56,,21294.03,,20427.56,,20443.81,,21997.0,,20072.0,,21977.28
МАСЛО РАСТИТЕЛЬНОЕ ,,,,6495.132259999999,,6391.3,,6501.61,,6528.9,,6510.99,,6516.0,,6579.0,,6416.76
МАРГАРИН,,,,7919.059368,,7523.74,,7658.38,,7487.3,,7329.83,,8570.0,,8273.0,,8310.68
ЯЙЦА  КУРИНЫЕ,,,,3695.987954,,3816.2,,3597.86,,3634.1,,3739.24,,3648.0,,3659.0,,3820.28
САХАР-ПЕСОК,,,,3493.291718,,3438.54,,3360.46,,3456.16,,3600.0,,3600.0,,3523.0,,3439.4
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,46028.015848,,48076.82,,38514.16,,37912.62,,38705.15,,49048.0,,60833.0,,45403.44
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,41498.851782,,40114.1,,41803.88,,39868.0,,50745.04,,37340.0,,38740.0,,46593.36
КОФЕ РАСТВОРИМЫЙ,,,,100319.81581599999,,106405.04,,92754.25,,97730.28,,95920.7,,87760.0,,118819.0,,105814.4
МЁД  НАТУРАЛЬНЫЙ,,,,30192.666978,,27147.06,,29091.39,,27983.16,,27355.66,,37302.0,,31530.0,,27339.32
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,804.412646,,796.28,,805.43,,810.5,,716.45,,844.0,,810.0,,818.04
МУКА ПШЕНИЧНАЯ ,,,,1925.5339719999997,,1854.48,,1958.6,,1826.72,,1984.62,,2049.0,,1872.0,,1913.76
ХЛЕБ РЖАНОЙ,,,,2061.4946124732596,,,,,,2008.68,,1380.4,,2457.0,,2117.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,2168.543584,,2108.7,,2114.44,,1807.58,,1850.92,,2484.0,,2228.0,,2485.24
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3543.842734,,3532.56,,3513.76,,2969.54,,2987.14,,4130.0,,3935.0,,3400.64
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2307.5508961397054,,2392.24,,,,2386.0,,2767.0,,1829.0,,2372.0,,2366.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,5151.177926,,5214.34,,4274.59,,6436.8,,4923.31,,3937.0,,6341.0,,5079.92
"СУХАРИ, СУШКИ, БАРАНКИ",,,,8131.177488,,6299.56,,8463.47,,9601.88,,7177.16,,7122.0,,9564.0,,8933.16
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4498.092992,,4509.04,,4472.67,,4398.12,,4394.75,,4622.0,,4629.0,,4367.28
КРУПА МАННАЯ,,,,2302.66909,,2383.14,,2333.15,,2257.04,,2320.59,,2314.0,,2263.0,,2240.4
КРУПА ПШЕННАЯ,,,,4337.896852,,4102.52,,4356.59,,4537.08,,3727.35,,4803.0,,4238.0,,4302.36
КРУПА ГРЕЧНЕВАЯ,,,,15369.175226000001,,14396.96,,14767.5,,15983.78,,13406.65,,16596.0,,17260.0,,13885.4
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,3250.1767939999995,,2910.82,,3003.2,,2735.64,,3948.64,,3164.0,,3936.0,,3209.72
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,7879.167576,,7274.46,,9781.07,,7629.9,,7452.9,,7528.0,,8136.0,,7515.52
КРУПА ПЕРЛОВАЯ,,,,1626.4272839999999,,1722.84,,1457.8,,1924.32,,1581.04,,1636.0,,1456.0,,1550.24
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,19354.399042,,18667.34,,19760.65,,19984.44,,18820.02,,20944.0,,19367.0,,16784.24
"ГОРОХ, ФАСОЛЬ",,,,3461.3569100000004,,2842.5,,2767.67,,3289.48,,2942.83,,4557.0,,4282.0,,2861.44
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,11957.467427999998,,10691.3,,13209.27,,10981.06,,10833.43,,13578.0,,10845.0,,13280.4
"МАКАРОНЫ, РОЖКИ",,,,3249.762232,,3073.1,,3239.11,,3009.54,,3115.65,,3439.0,,3280.0,,3578.44
"ВЕРМИШЕЛЬ, ЛАПША",,,,3284.039616,,3184.68,,3163.0,,3011.52,,3147.63,,3388.0,,3379.0,,3741.84
ВОДКА ,,,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,24208.837602,,22962.96,,20668.16,,21474.78,,25943.12,,25745.0,,26588.0,,26017.52
КОНЬЯК,,,,57181.869458,,53271.04,,58832.57,,51417.66,,53119.57,,71802.0,,49045.0,,57916.84
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,17241.862428,,14229.12,,14880.38,,14564.28,,14532.99,,27454.0,,15632.0,,14873.16
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,16910.022504,,13544.48,,14845.71,,14239.0,,14148.47,,25908.0,,14869.0,,17301.36
ПИВО,,,,3565.311688,,3379.16,,3340.69,,3268.08,,3769.4,,4016.0,,3419.0,,3681.04
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,16381.155063999999,,17581.1,,16139.44,,16582.98,,16449.26,,15187.0,,16634.0,,16461.48
ВАФЛИ,,,,12457.486149999999,,12338.0,,12273.26,,12416.94,,12003.46,,12803.0,,12601.0,,12548.84
ПРЯНИКИ,,,,8090.680368,,6913.32,,7957.11,,7460.88,,7400.16,,8507.0,,9518.0,,8699.84
ПЕЧЕНЬЕ ,,,,7791.448894,,7416.62,,7784.8,,7750.92,,7794.04,,8001.0,,8081.0,,7601.44
ТОРТ,,,,19984.565083999998,,18670.1,,19633.17,,21819.98,,19471.19,,21838.0,,17956.0,,19671.52
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1880.3539579999997,,1790.8,,1767.91,,2024.82,,2116.46,,2018.0,,1787.0,,1590.2
ИРИС,,,,9378.492028,,8550.22,,10249.74,,9544.54,,8561.71,,10266.0,,8393.0,,9829.84
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,8761.828584,,8525.64,,9306.69,,8243.64,,8044.82,,8092.0,,9696.0,,9746.88
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,20005.608502000003,,18311.1,,20684.8,,20078.96,,19956.71,,20236.0,,21025.0,,19650.76
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,10136.021202,,10320.42,,9663.19,,11067.84,,10029.28,,9512.0,,10281.0,,10169.08
ШОКОЛАД,,,,35903.72622,,34600.98,,34590.75,,35380.14,,35760.33,,38700.0,,35782.0,,35340.04
ХАЛВА,,,,10170.091916000001,,9833.86,,9875.67,,9509.1,,9013.39,,11775.0,,9859.0,,10643.36
МАРМЕЛАД,,,,8945.41985,,8681.18,,8565.48,,9428.72,,8408.08,,8779.0,,8455.0,,10517.72
ЗЕФИР,,,,10941.897704,,12942.12,,10657.7,,9882.4,,10583.03,,10797.0,,10938.0,,10695.6
КАКАО - ПОРОШОК (за 200 г),,,,5081.902214,,4014.86,,5325.28,,6203.0,,5182.74,,5216.0,,4332.0,,5348.52
КАРТОФЕЛЬ,,,,2185.248466,,1889.56,,2195.49,,2225.14,,1934.55,,2699.0,,2134.0,,1948.92
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,3303.134442,,3421.3,,3522.72,,2785.28,,3605.68,,3167.0,,3244.0,,3596.0
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,3093.871322,,2653.22,,3177.9,,3353.84,,2532.87,,3331.0,,3078.0,,3392.84
ЛУК РЕПЧАТЫЙ,,,,2849.881168,,2653.38,,2793.81,,2914.94,,2671.22,,3181.0,,2746.0,,2832.64
СВЕКЛА,,,,1874.6018219999999,,1744.36,,1641.76,,1979.18,,1696.65,,2309.0,,1934.0,,1533.0
МОРКОВЬ,,,,2348.506894,,2247.16,,2247.05,,2462.14,,2151.82,,2825.0,,2232.0,,1986.4
ПОМИДОРЫ СВЕЖИЕ,,,,7976.957596000001,,8150.4,,8049.11,,8294.24,,7632.95,,8231.0,,7368.0,,7957.36
ОГУРЦЫ СВЕЖИЕ,,,,8635.113879999999,,8832.02,,8520.82,,8549.34,,8699.7,,9479.0,,7728.0,,8322.6
ЧЕСНОК,,,,19589.738638000003,,17528.54,,19296.23,,18721.68,,19251.66,,21870.0,,19703.0,,20055.88
ПЕРЕЦ СЛАДКИЙ,,,,16945.627008,,16308.7,,19433.14,,15961.46,,18802.93,,14858.0,,17325.0,,17453.64
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,10102.970276,,9553.02,,9624.29,,10481.02,,9438.84,,11105.0,,10526.0,,9265.28
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,5183.37196,,4715.1,,5062.86,,5071.34,,5109.38,,4220.0,,6564.0,,5962.56
СОУС ТОМАТНЫЙ,,,,6293.127784000001,,5912.12,,6241.95,,5880.12,,5945.33,,6858.0,,6422.0,,6606.68
ЯБЛОКИ,,,,4829.2423420000005,,4267.08,,4843.39,,4729.7,,4640.72,,5423.0,,4421.0,,5381.96
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,6070.422229999999,,6083.98,,5740.93,,6017.76,,6263.14,,6123.0,,6106.0,,6169.84
ВИНОГРАД,,,,17161.949974,,15893.3,,17349.51,,16757.76,,16364.26,,17382.0,,17726.0,,18786.04
БАНАНЫ,,,,5862.987394,,5832.76,,5590.54,,5913.46,,5951.79,,5775.0,,5918.0,,6131.08
СУХОФРУКТЫ,,,,15619.125256,,11796.12,,14768.38,,15369.44,,16314.46,,15794.0,,19199.0,,16173.36
ОРЕХИ,,,,20931.686926000002,,12524.2,,25102.48,,26630.86,,13699.01,,21611.0,,21404.0,,24826.64
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,9135.457592,,7779.46,,9719.35,,8864.82,,8686.97,,9753.0,,9787.0,,9126.36
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,9464.642662,,8487.38,,9963.96,,8359.8,,8436.2,,9651.0,,10556.0,,10884.88
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3735.294078,,3524.1,,3753.14,,3770.52,,3656.34,,4030.0,,3587.0,,3714.24
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1962.112576,,1850.52,,1852.56,,1635.08,,2165.91,,2246.0,,2034.0,,1889.08
ВОДА МИНЕРАЛЬНАЯ ,,,,1274.2092,,1236.12,,1344.04,,1281.48,,1332.74,,1209.0,,1283.0,,1275.64
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,4962.99017,,5432.02,,6092.35,,4030.92,,4636.42,,4914.0,,4478.0,,5351.6
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,15766.974173999999,,14994.54,,18151.25,,22064.64,,12823.97,,11858.0,,10453.0,,22133.6
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3739.616032,,2372.7,,2863.35,,2600.06,,1629.07,,8969.0,,2723.0,,2580.12
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1227.0532899999998,,936.5,,944.77,,1147.44,,982.42,,2029.0,,1140.0,,1027.12
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1452.5979100000002,,1203.2,,1328.61,,1612.86,,1260.71,,1871.0,,1391.0,,1265.52
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,789.254874,,785.46,,789.91,,778.68,,800.0,,800.0,,782.0,,788.16
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4232.756,,3692.5,,3999.15,,4508.7,,4151.62,,4258.0,,4369.0,,4683.92
МАЙОНЕЗ,,,,8692.377542,,8193.48,,9391.17,,8914.54,,8923.36,,8543.0,,8364.0,,8703.92
УКСУС ,,,,3526.5587619999997,,3371.48,,3570.8,,3637.14,,3513.5,,3679.0,,3394.0,,3458.72
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1125.256542,,1136.46,,1228.12,,1084.8,,1085.8,,1137.0,,1110.0,,1087.2
СОДА ПИЩЕВАЯ,,,,4245.190112,,4031.96,,3935.51,,4549.16,,4171.75,,4102.0,,4690.0,,4200.72
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1452.717106,,1509.56,,1443.97,,1323.42,,1443.84,,1470.0,,1462.0,,1527.64
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,5147.144132,,5160.62,,5055.0,,4094.06,,4875.98,,6064.0,,4981.0,,5561.68
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,24890.843454,,25554.6,,21348.02,,25398.9,,24085.58,,30475.0,,19449.0,,25838.04
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,11180.398669999999,,9172.86,,9740.54,,10897.6,,9936.16,,13568.0,,11319.0,,12770.84
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,14581.275787999999,,9388.04,,10746.97,,14564.72,,10943.52,,19725.0,,19583.0,,13988.48
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,9669.233484,,10093.2,,8954.24,,8814.84,,7770.46,,10781.0,,9591.0,,11149.32
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,279387.279654,,259636.98,,290757.68,,233660.52,,267024.5,,318571.0,,247390.0,,339966.96
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,337140.846654,,299627.0,,305731.1,,323611.78,,306830.64,,361384.0,,407170.0,,336280.88
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,160676.647646,,150606.9,,161331.45,,169858.36,,153873.78,,199300.0,,119607.0,,155897.4
КОСТЮМ МУЖСКОЙ,,,,273820.172036,,247013.22,,274425.4,,246205.78,,261549.74,,330575.0,,265798.0,,270935.24
ДЖИНСЫ МУЖСКИЕ,,,,105925.09307,,97355.48,,85752.18,,109344.5,,109548.77,,102975.0,,122289.0,,115231.68
БРЮКИ МУЖСКИЕ     ,,,,81870.649572,,66367.64,,90914.27,,71467.72,,87460.59,,93328.0,,82793.0,,79328.52
СОРОЧКА МУЖСКАЯ,,,,47580.610262,,44262.9,,49207.02,,41115.88,,49537.58,,52064.0,,46711.0,,50195.0
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,108980.181728,,98668.44,,111612.83,,99013.96,,96088.43,,116183.0,,130775.0,,104548.12
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,307446.87645,,306621.32,,321973.77,,333494.98,,205911.89,,362449.0,,165000.0,,450000.0
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,77834.218924,,71604.0,,80967.93,,67623.32,,70535.4,,79014.0,,91278.0,,83427.16
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,45669.495564,,49368.74,,48203.4,,44291.98,,39407.62,,40918.0,,59096.0,,36561.36
МАЙКА МУЖСКАЯ,,,,10568.22874,,8143.28,,11267.1,,10102.56,,10216.62,,12969.0,,10288.0,,10175.96
ТРУСЫ МУЖСКИЕ,,,,9402.406804,,7736.28,,9497.66,,8211.44,,9557.03,,10331.0,,10479.0,,9886.68
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,23751.653516,,25646.44,,21418.74,,20700.36,,19010.56,,22456.0,,27783.0,,29548.16
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,4265.773846,,3809.66,,3602.05,,3595.32,,4531.4,,5467.0,,4241.0,,4233.76
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,5197.51103,,4971.24,,5004.43,,5156.38,,5193.85,,5087.0,,5780.0,,5190.88
ДУБЛЕНКА МУЖСКАЯ,,,,1040955.224354,,1258949.74,,944577.56,,1065000.0,,906116.01,,923000.0,,1040000.0,,1170000.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,34693.406536,,30230.98,,35653.14,,33522.82,,33146.2,,41433.0,,29619.0,,37657.44
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,158030.53196,,146916.26,,143961.92,,162164.3,,126290.18,,199867.0,,140376.0,,166393.32
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,615748.562094,,659516.34,,661422.74,,586579.2,,562244.67,,600309.0,,612277.0,,629571.12
ДУБЛЕНКА ЖЕНСКАЯ,,,,1550287.71645,,1584400.26,,1926812.0,,1565433.0,,1150586.0,,1633176.0,,1360000.0,,1562500.0
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,390231.310618,,380109.48,,392362.41,,367060.82,,362012.23,,443008.0,,387563.0,,373755.72
КУРТКА ЖЕНСКАЯ,,,,210367.545568,,189945.64,,188091.75,,212898.52,,182756.54,,240725.0,,220631.0,,220950.36
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,218439.12275799998,,145973.56,,170531.93,,202662.1,,154392.19,,411250.0,,168226.0,,189995.64
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,130026.98566000002,,128674.54,,121338.14,,140281.06,,139329.54,,128922.0,,138462.0,,109816.76
