,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,50588.67665578358,,43000.0,,54589.0,,55000.0,,40820.0,,49414.0,,,,62140.0
ГОВЯДИНА БЕСКОСТНАЯ,,,,85055.192368,,75770.96,,77903.5,,84096.8,,79628.23,,98259.0,,83985.0,,78506.88
СВИНИНА (кроме бескостного мяса),,,,41685.284494,,45257.92,,43413.0,,40837.44,,36689.0,,38413.0,,43104.0,,47805.7
СВИНИНА БЕСКОСТНАЯ,,,,65486.842434,,61588.13,,65975.3,,65776.16,,65731.84,,65959.0,,62919.0,,71505.7
ФАРШ МЯСНОЙ (без добавок),,,,53517.283038,,55564.51,,50705.9,,49681.92,,54396.46,,58117.0,,49866.0,,51539.06
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,25998.668709999998,,26071.47,,26927.1,,25116.72,,25029.48,,26085.0,,26351.0,,26258.78
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,37120.905298000005,,36825.54,,37458.2,,35763.92,,37813.01,,36525.0,,36523.0,,40640.16
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,19787.039834,,18978.69,,19839.3,,22371.68,,18468.4,,17855.0,,21129.0,,21729.14
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,4154.893236,,4029.1,,3547.0,,4065.44,,4641.43,,4581.0,,3955.0,,3822.54
ПЕЛЬМЕНИ МЯСНЫЕ,,,,29131.323886000002,,28408.47,,27305.6,,31412.08,,29519.06,,28182.0,,30376.0,,29442.44
САЛО,,,,50080.710247999996,,40046.74,,56546.8,,46983.44,,48879.63,,54675.0,,46682.0,,53278.22
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,46010.670013999996,,46053.46,,43697.7,,45268.4,,45706.1,,47290.0,,46490.0,,45909.76
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,34507.490398,,36767.56,,33970.8,,34340.0,,31308.09,,36446.0,,36403.0,,27949.0
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,27253.911356,,33497.44,,30511.5,,20452.64,,25788.03,,25595.0,,32595.0,,23208.84
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,73489.469404,,63193.26,,70474.2,,72253.52,,67294.18,,83317.0,,69456.0,,77490.24
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,127171.62970200002,,119767.07,,128062.5,,125956.72,,115660.39,,138420.0,,123261.0,,124325.88
"ПАШТЕТ, ЗЕЛЬЦ",,,,19984.51271,,20743.49,,17915.8,,13103.12,,16314.0,,25165.0,,21477.0,,18666.32
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,12932.846443999999,,13703.03,,11291.8,,14268.88,,10503.9,,13380.0,,13847.0,,11987.34
СОСИСКИ,,,,46695.580428,,47998.88,,43111.4,,46261.6,,44506.2,,48314.0,,45685.0,,49072.72
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,69408.050394,,73982.37,,68943.5,,60497.76,,65414.33,,76611.0,,60530.0,,73582.28
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,27407.763499999997,,23126.45,,30752.6,,27237.64,,23085.76,,30492.0,,24609.0,,29189.66
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,22689.043609999997,,20782.47,,22544.2,,24075.76,,23528.08,,22841.0,,21364.0,,23997.92
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,28165.189658,,26822.95,,29995.1,,28161.0,,26847.42,,29505.0,,26985.0,,27168.86
РЫБА ЖИВАЯ,,,,27909.478258000003,,23841.16,,27851.4,,28808.08,,27406.17,,29313.0,,28664.0,,27648.44
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,28402.579678,,21767.38,,23645.8,,26176.68,,27178.52,,33718.0,,29608.0,,30836.54
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,41986.532104,,40262.81,,27573.9,,28626.6,,41299.68,,63310.0,,33204.0,,35874.12
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,71180.843944,,70406.68,,75596.3,,87698.8,,83329.91,,56950.0,,75977.0,,63505.68
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,141581.51110200002,,166263.88,,134625.5,,85179.6,,132183.2,,134638.0,,173247.0,,178061.08
ИКРА ЛОСОСЕВЫХ РЫБ,,,,740620.037674,,728968.07,,764510.9,,727338.2,,724990.49,,788729.0,,691173.0,,703719.64
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,17500.600793999998,,15042.54,,16125.0,,17699.96,,14313.39,,21798.0,,16794.0,,14759.0
СЕЛЬДЬ СОЛЕНАЯ,,,,32219.918964,,33603.0,,30365.6,,30878.32,,31967.01,,32180.0,,32581.0,,34275.7
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,34291.178223999996,,33748.4,,33995.5,,34020.32,,33141.22,,32623.0,,41020.0,,31838.82
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,14507.058142000002,,13325.37,,10869.9,,14765.32,,12844.41,,18039.0,,12929.0,,14405.52
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,26978.726208,,25581.09,,27370.1,,27599.44,,25958.53,,28949.0,,24718.0,,26423.82
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,15135.214995999999,,15796.98,,14328.3,,16226.64,,14831.83,,15548.0,,14008.0,,14541.04
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,6090.173142000001,,6015.28,,6130.7,,5912.88,,6167.54,,6242.0,,6163.0,,5803.84
КЕФИР,,,,6218.347324,,6273.78,,6264.8,,5888.64,,6027.89,,6280.0,,6356.0,,6373.58
СМЕТАНА ,,,,23550.15348,,23436.34,,26353.0,,21070.52,,23366.14,,22860.0,,24583.0,,24361.8
ТВОРОГ ЖИРНЫЙ,,,,32473.75888,,31478.76,,31103.4,,30493.0,,30738.28,,35725.0,,30672.0,,33661.16
ТВОРОГ НЕЖИРНЫЙ,,,,29379.046108,,28663.35,,31870.3,,27800.0,,29516.73,,29842.0,,26551.0,,32110.18
ЙОГУРТ (за 250 г),,,,5913.03323,,5978.81,,5196.8,,5899.24,,6262.26,,6540.0,,5775.0,,4886.96
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,3241.691846,,3047.51,,3195.0,,3307.04,,3463.49,,3125.0,,3222.0,,3566.66
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,6530.600234,,7049.14,,7349.0,,6239.72,,7295.55,,6237.0,,5457.0,,6838.68
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,34481.407638000004,,32705.38,,32913.0,,36054.72,,30148.92,,38834.0,,32813.0,,31557.98
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,62627.01519800001,,58550.71,,53607.7,,51058.16,,58198.61,,77682.0,,58454.0,,64478.0
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,11969.844498,,11547.59,,11513.4,,11885.32,,11557.22,,12637.0,,11968.0,,11800.68
МОРОЖЕНОЕ,,,,54777.863238000005,,53298.73,,47108.2,,57250.56,,54704.52,,57385.0,,58832.0,,49774.72
СЫР  ТВЕРДЫЙ,,,,63587.30732,,62690.51,,59139.4,,64099.68,,62526.31,,65900.0,,61828.0,,66566.0
СЫР МЯГКИЙ ,,,,66063.342134,,46270.64,,44093.0,,36093.92,,40246.48,,117027.0,,51531.0,,68721.54
СЫР ПЛАВЛЕНЫЙ,,,,47741.69440600001,,45534.09,,52754.4,,48381.76,,43747.82,,47406.0,,48158.0,,48073.44
СЫР РАССОЛЬНЫЙ,,,,56377.383413999996,,49845.93,,50421.2,,50083.12,,52411.72,,54615.0,,85025.0,,48708.52
МАСЛО ЖИВОТНОЕ,,,,62834.72073,,62021.97,,59416.0,,58463.44,,62226.31,,66611.0,,66405.0,,59466.26
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,16915.328082,,16558.72,,17335.1,,16627.44,,17624.62,,17116.0,,16434.0,,16719.16
МАСЛО ОЛИВКОВОЕ,,,,103067.365628,,90833.8,,92751.4,,103824.92,,105324.03,,118945.0,,91542.0,,101550.1
МАРГАРИН,,,,27060.053353999996,,25057.47,,24086.2,,24456.72,,25254.94,,32963.0,,25360.0,,25197.96
ЖИР ЖИВОТНЫЙ,,,,16262.803758000002,,16838.07,,10978.9,,9900.2,,13489.62,,25640.0,,14829.0,,10393.66
ЯЙЦА  КУРИНЫЕ,,,,11643.342032,,12092.03,,11984.8,,9834.32,,11514.58,,11890.0,,11874.0,,12287.26
САХАР-ПЕСОК,,,,7934.1199320000005,,7775.93,,7882.5,,7888.0,,8000.0,,8000.0,,7967.0,,7972.28
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,139794.3706,,146745.94,,136645.1,,125500.0,,122313.75,,138956.0,,167325.0,,135065.4
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,139731.828924,,142079.44,,131503.1,,128245.76,,143209.6,,137463.0,,140948.0,,162572.82
КОФЕ РАСТВОРИМЫЙ,,,,292746.820914,,346840.11,,265450.8,,272320.8,,307851.9,,249822.0,,342363.0,,312502.56
МЁД  НАТУРАЛЬНЫЙ,,,,86201.43673799999,,73949.7,,86108.8,,76932.8,,72451.5,,119175.0,,64459.0,,71558.42
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,2462.74319,,2335.88,,2327.1,,2362.72,,2605.14,,2595.0,,2227.0,,2754.8
МУКА ПШЕНИЧНАЯ ,,,,5543.92898,,5189.68,,5496.0,,5327.04,,5681.14,,5864.0,,5373.0,,5602.72
