,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,7.88,,9.51,,7.15,,7.08,,6.41,,8.89,,7.18,,7.43
ГОВЯДИНА БЕСКОСТНАЯ,,,,12.05,,10.29,,11.55,,10.85,,11.12,,13.5,,13.88,,10.93
СВИНИНА (кроме бескостного мяса),,,,6.29,,6.39,,6.15,,6.09,,6.13,,6.24,,6.54,,6.56
СВИНИНА БЕСКОСТНАЯ,,,,9.44,,9.13,,9.37,,9.88,,9.75,,9.29,,9.1,,9.85
ФАРШ МЯСНОЙ ,,,,7.37,,7.27,,6.87,,7.49,,7.73,,7.79,,6.9,,6.99
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,3.34,,3.19,,3.26,,3.33,,3.46,,3.47,,3.23,,3.27
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,4.52,,4.16,,4.65,,4.17,,4.35,,5.04,,4.34,,4.2
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,3.53,,2.97,,3.12,,3.27,,3.33,,4.28,,3.07,,3.77
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,0.66,,0.61,,0.64,,0.7,,0.64,,0.67,,0.66,,0.64
ПЕЛЬМЕНИ МЯСНЫЕ,,,,5.58,,5.02,,5.23,,5.4,,5.15,,6.26,,5.71,,5.27
"САЛО, ГРУДИНКА",,,,10.26,,8.66,,9.91,,9.72,,9.92,,11.4,,10.65,,10.02
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,6.7,,6.58,,6.36,,7.05,,7.06,,6.52,,6.6,,7.05
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,5.14,,4.74,,4.83,,4.12,,4.62,,6.27,,5.14,,4.77
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА И БЕССОРТОВАЯ ,,,,4.01,,4.25,,3.73,,3.84,,3.71,,4.24,,4.29,,3.6
"КОЛБАСА ПОЛУКОПЧЕНАЯ, ВАРЕНО-КОПЧЕНАЯ",,,,9.96,,9.45,,9.53,,9.35,,8.97,,11.3,,9.59,,9.68
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,19.21,,17.72,,18.72,,19.1,,17.92,,21.55,,18.6,,17.43
"ПАШТЕТ, ЗЕЛЬЦ, САЛЬТИСОН",,,,4.55,,3.58,,4.55,,4.19,,3.77,,5.54,,4.36,,4.54
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,2.54,,2.69,,2.71,,2.82,,2.26,,2.42,,2.58,,2.36
"СОСИСКИ, САРДЕЛЬКИ",,,,7.06,,6.38,,6.83,,6.72,,6.77,,7.63,,7.16,,7.17
"ИЗДЕЛИЯ ИЗ ГОВЯДИНЫ, СВИНИНЫ ВАРЕНЫЕ, ВАРЕНО-КОПЧЕНЫЕ: ВЕТЧИНА, БУЖЕНИНА, ОКОРОК И ПРОЧИЕ",,,,11.23,,10.23,,12.49,,11.18,,11.35,,11.67,,10.24,,11.04
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за 1 усл. банку весом 350 г),,,,3.53,,3.19,,3.52,,3.6,,3.65,,3.76,,3.45,,3.27
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за 1 усл. банку весом 350 г),,,,3.6,,3.38,,3.38,,3.92,,3.42,,3.67,,3.58,,3.67
КОНСЕРВЫ  МЯСНЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за 1 усл. банку весом 350 г),,,,7.62,,7.44,,7.31,,7.05,,6.51,,8.57,,7.06,,8.22
РЫБА ЖИВАЯ,,,,5.18,,4.64,,5.53,,5.74,,5.18,,4.99,,5.44,,4.82
РЫБА МОРОЖЕНАЯ НЕРАЗДЕЛАННАЯ (тресковые и скумбриевые),,,,4.15,,4.17,,4.06,,4.08,,4.2,,4.19,,4.39,,3.83
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,6.85,,6.05,,7.01,,6.28,,6.36,,6.97,,8.47,,6.41
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ (кроме сельди и рыбы деликатесной),,,,11.12,,11.34,,9.81,,11.66,,12.41,,10.06,,11.62,,12.53
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,41.96,,41.08,,39.16,,40.0,,41.54,,43.12,,42.9,,44.8
ИКРА ЛОСОСЕВЫХ РЫБ,,,,135.88,,123.97,,151.47,,141.85,,135.58,,135.46,,130.92,,132.78
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за 1 усл. банку весом  200 г),,,,3.63,,3.96,,3.21,,4.03,,3.67,,3.61,,3.55,,3.35
СЕЛЬДЬ СОЛЕНАЯ,,,,5.68,,5.71,,5.66,,5.69,,5.29,,5.96,,5.23,,5.86
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,7.24,,5.75,,7.49,,7.32,,6.99,,7.67,,7.12,,7.85
КОНСЕРВЫ РЫБНЫЕ (кроме деликатесных) (за 1 усл. банку весом 350г),,,,3.01,,3.17,,2.99,,2.61,,2.62,,3.49,,2.96,,2.49
КОНСЕРВЫ РЫБНЫЕ  ДЕЛИКАТЕСНЫЕ ( шпроты и лосось) (за  1 усл. банку весом 350 г),,,,4.82,,4.74,,4.76,,4.96,,4.62,,5.07,,4.62,,4.56
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) (за 1 усл. банку весом 250 г),,,,2.61,,2.5,,2.66,,2.62,,2.69,,2.67,,2.59,,2.47
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
** - с января 2014 года расчет средних цен производится по формуле средней геометрической величины,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СТЕРИЛИЗОВАННОЕ",,,,1.29,,1.27,,1.32,,1.26,,1.26,,1.2,,1.36,,1.48
КЕФИР (ПРОДУКТ КЕФИРНЫЙ),,,,1.28,,1.25,,1.34,,1.19,,1.31,,1.29,,1.31,,1.31
СМЕТАНА ,,,,4.72,,4.85,,4.87,,4.3,,4.78,,4.77,,4.56,,4.96
ТВОРОГ ЖИРНЫЙ,,,,6.06,,5.72,,6.34,,6.19,,5.6,,6.33,,5.8,,6.06
ТВОРОГ НЕЖИРНЫЙ,,,,5.4,,5.34,,5.55,,5.32,,5.17,,5.57,,5.07,,5.56
ЙОГУРТ (за 250 г),,,,1.15,,1.1,,1.09,,1.14,,1.11,,1.24,,1.11,,1.17
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,0.62,,0.59,,0.64,,0.6,,0.59,,0.63,,0.6,,0.65
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ, ПАСТА  (за 200 г)",,,,1.35,,1.34,,1.37,,1.28,,1.28,,1.34,,1.3,,1.62
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,6.19,,5.72,,6.31,,5.85,,5.95,,6.53,,6.25,,6.3
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,15.7,,18.5,,15.6,,15.03,,15.22,,14.24,,16.78,,16.33
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за 1 усл. банку весом 400 г),,,,2.27,,2.1,,2.36,,2.18,,2.27,,2.27,,2.32,,2.37
МОРОЖЕНОЕ,,,,12.64,,12.0,,12.61,,13.14,,12.32,,12.37,,13.76,,12.38
СЫР  ТВЕРДЫЙ,,,,12.69,,12.34,,12.5,,13.54,,12.11,,12.55,,12.99,,12.77
СЫР МЯГКИЙ ,,,,11.99,,9.88,,11.89,,9.27,,9.24,,15.06,,12.19,,12.36
СЫР ПЛАВЛЕНЫЙ,,,,9.72,,9.06,,9.75,,8.36,,8.31,,10.81,,10.77,,9.36
СЫР РАССОЛЬНЫЙ ,,,,11.69,,11.56,,11.7,,10.53,,10.09,,12.78,,11.94,,11.63
МАСЛО ЖИВОТНОЕ,,,,14.12,,13.27,,14.94,,14.3,,13.65,,14.04,,14.23,,14.55
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,2.85,,2.77,,2.88,,2.88,,2.83,,2.84,,2.88,,2.9
МАСЛО ОЛИВКОВОЕ (за 1 л),,,,22.85,,24.04,,22.74,,21.22,,21.06,,22.35,,24.0,,25.31
МАРГАРИН,,,,4.91,,4.79,,5.02,,4.58,,4.75,,5.13,,4.97,,4.9
ЖИР ЖИВОТНЫЙ,,,,2.12,,2.19,,1.35,,1.32,,2.39,,3.0,,1.85,,1.64
ЯЙЦА  КУРИНЫЕ (за 10 шт.),,,,2.0,,2.02,,1.94,,1.81,,2.02,,2.15,,1.99,,1.87
САХАР-ПЕСОК,,,,1.53,,1.52,,1.53,,1.52,,1.53,,1.53,,1.53,,1.57
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,33.99,,33.48,,33.59,,32.13,,34.19,,32.58,,39.68,,33.61
