,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,6325.303220000001,,6177.22,,6108.24,,6480.84,,6019.51,,7003.0,,6117.0,,5408.64
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,5886.589322000001,,5499.8,,5531.6,,5825.84,,6163.53,,6306.0,,5976.0,,5360.69
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,6892.526318,,6839.4,,6747.16,,6949.54,,6937.78,,6804.0,,7086.0,,6953.4
РЫБА ЖИВАЯ,,,,7196.233002,,6177.02,,6941.12,,7196.58,,6790.23,,7690.0,,7556.0,,7386.18
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,9117.342910000001,,6155.24,,8613.2,,8094.36,,9241.03,,10865.0,,9247.0,,9951.55
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,12898.694428,,11397.86,,8943.76,,9299.52,,10362.45,,20906.0,,9791.0,,10502.36
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,23281.154336000003,,22338.44,,26213.8,,25806.62,,24421.35,,20667.0,,26319.0,,18866.3
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,35321.982662,,28961.82,,26715.0,,25205.6,,30809.32,,39906.0,,41995.0,,49864.91
ИКРА ЛОСОСЕВЫХ РЫБ,,,,228596.28859800007,,197839.98,,241755.52,,236818.06,,222153.37,,248123.0,,220998.0,,208039.05
ПРОЧИЕ ВИДЫ ИКРЫ РЫБ (за условную банку весом  200 г),,,,5598.489964000001,,5919.46,,4644.28,,6460.16,,4620.07,,6120.0,,5413.0,,5065.94
СЕЛЬДЬ СОЛЕНАЯ,,,,7539.318602000002,,8153.78,,6659.28,,7187.76,,7604.06,,7611.0,,7369.0,,8253.11
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,12245.407250000002,,12038.48,,12700.08,,11157.16,,10543.95,,12813.0,,12939.0,,12689.61
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,3750.3172520000003,,3882.72,,3185.64,,3759.94,,3342.17,,4593.0,,3225.0,,3218.54
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,7944.329982,,8128.54,,8107.08,,7910.84,,7858.92,,7610.0,,7824.0,,8703.43
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,3581.1403900000005,,3485.28,,3578.72,,3787.86,,3563.1,,3609.0,,3283.0,,3811.63
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1671.6529160000005,,1696.72,,1632.0,,1586.44,,1487.1,,1802.0,,1686.0,,1629.01
КЕФИР,,,,1699.3721480000002,,1724.44,,1615.8,,1652.86,,1506.61,,1761.0,,1808.0,,1705.51
СМЕТАНА ,,,,7207.59003,,6696.18,,7173.16,,5964.98,,7148.47,,8099.0,,7166.0,,7357.01
ТВОРОГ ЖИРНЫЙ,,,,9256.169894,,8454.68,,7702.56,,8199.04,,9468.15,,11435.0,,8346.0,,8928.89
ТВОРОГ НЕЖИРНЫЙ,,,,8655.869234000002,,10510.9,,6484.8,,6753.4,,10294.6,,9525.0,,7266.0,,9467.62
ЙОГУРТ (за 250 г),,,,1707.168254,,2093.44,,1766.84,,1868.14,,1748.2,,1675.0,,1266.0,,1621.19
ГЛАЗИРОВАННЫЙ СЫРОК (за 50 г),,,,895.4569680000001,,808.78,,816.4,,936.62,,879.82,,889.0,,895.0,,1075.88
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,2092.5554840000004,,2040.24,,2372.92,,1819.64,,2032.2,,2322.0,,1835.0,,2039.28
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,17905.637526000002,,18961.66,,15073.2,,15523.4,,18860.56,,19195.0,,19412.0,,16501.28
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,3007.98046,,2963.1,,2760.64,,3072.82,,2877.54,,3026.0,,3216.0,,3048.11
МОРОЖЕНОЕ,,,,14650.881464,,14201.82,,14460.56,,14975.34,,13873.0,,16017.0,,14680.0,,12198.58
СЫР  ТВЕРДЫЙ,,,,18153.935410000002,,17379.3,,16582.88,,18339.3,,17521.69,,20217.0,,15605.0,,19723.05
СЫР МЯГКИЙ ,,,,12873.306444,,10073.58,,12647.72,,11266.58,,12813.12,,16523.0,,11111.0,,11959.86
СЫР ПЛАВЛЕНЫЙ,,,,15342.586002000002,,13405.36,,14665.32,,13366.44,,13707.07,,17110.0,,17095.0,,15735.82
МАСЛО ЖИВОТНОЕ,,,,18427.867494000002,,17210.94,,18170.24,,18546.82,,18121.43,,19127.0,,17554.0,,19883.93
МАСЛО РАСТИТЕЛЬНОЕ ,,,,5595.549698000001,,5430.36,,5613.48,,5452.92,,5456.63,,5713.0,,5622.0,,5772.94
МАРГАРИН,,,,7037.0564380000005,,6716.72,,6669.68,,6793.58,,6669.9,,7260.0,,7763.0,,6928.42
ЯЙЦА  КУРИНЫЕ,,,,3421.776914,,3484.38,,3314.96,,3346.26,,3469.85,,3412.0,,3620.0,,3253.27
САХАР-ПЕСОК,,,,2868.3174200000003,,2845.06,,2750.96,,2816.46,,2980.0,,2928.0,,2859.0,,2846.93
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,43231.50874400001,,45262.5,,40654.4,,34959.9,,36005.34,,44052.0,,54758.0,,43134.98
КОФЕ  НАТУРАЛЬНЫЙ  В ЗЕРНАХ,,,,40305.75336200001,,41947.6,,38686.24,,35358.64,,50768.55,,34918.0,,42697.0,,46528.44
КОФЕ РАСТВОРИМЫЙ,,,,93028.23771000002,,92504.1,,89286.12,,89558.44,,92190.44,,81371.0,,100732.0,,122696.48
МЁД  НАТУРАЛЬНЫЙ,,,,30158.582488,,26755.64,,29056.8,,26807.08,,25885.08,,35914.0,,31714.0,,27342.72
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,744.3813560000001,,746.02,,764.88,,761.3,,667.58,,784.0,,674.0,,774.66
МУКА ПШЕНИЧНАЯ ,,,,1902.219784,,1797.52,,1916.96,,1776.36,,1943.4,,1984.0,,1894.0,,1942.71
ХЛЕБ РЖАНОЙ,,,,1792.1331014403922,,,,,,1942.14,,1362.42,,1820.0,,1907.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,1963.5087080000003,,2063.24,,1864.16,,1739.48,,1719.42,,2212.0,,1937.0,,1894.71
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3314.339636,,3239.12,,3114.24,,2835.38,,2695.91,,3894.0,,3624.0,,2954.13
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2110.1900700000006,,2248.9,,1952.0,,2322.0,,2707.0,,1777.0,,2072.0,,2146.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4820.8125740000005,,4883.5,,3634.64,,6205.0,,4663.4,,4198.0,,5635.0,,4860.49
"СУХАРИ, СУШКИ, БАРАНКИ",,,,7229.67908,,6057.96,,7794.32,,9298.56,,6433.32,,5830.0,,8741.0,,7539.54
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4293.781608000001,,4324.88,,4238.44,,4136.24,,4261.48,,4443.0,,4207.0,,4301.12
КРУПА МАННАЯ,,,,2166.8296460000006,,2132.38,,2109.52,,2266.46,,2259.81,,2161.0,,2156.0,,2079.05
КРУПА ПШЕННАЯ,,,,2334.6849500000008,,2219.5,,2201.52,,2361.48,,2369.72,,2401.0,,2338.0,,2385.86
КРУПА ГРЕЧНЕВАЯ,,,,7064.532512000001,,6750.44,,7367.16,,7037.88,,7015.76,,7153.0,,6843.0,,7290.24
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2878.8502940000003,,2660.44,,2760.84,,2486.88,,3324.19,,2860.0,,3251.0,,2863.41
КУКУРУЗНЫЕ ХЛОПЬЯ,,,,6613.977576000001,,6374.72,,6786.64,,6476.46,,6725.01,,6512.0,,7012.0,,6468.4
КРУПА ПЕРЛОВАЯ,,,,1450.99834,,1451.36,,1380.52,,1636.38,,1466.77,,1438.0,,1393.0,,1386.87
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,16498.026572000002,,15311.0,,17077.2,,17072.22,,18560.19,,18670.0,,13555.0,,13083.2
"ГОРОХ, ФАСОЛЬ",,,,2972.0519500000005,,2490.94,,2573.24,,2704.78,,2647.21,,3390.0,,3818.0,,2407.02
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,10654.86179,,9928.38,,11827.32,,9958.44,,9468.82,,12289.0,,8870.0,,10717.88
"МАКАРОНЫ, РОЖКИ",,,,2968.457632,,2851.62,,3128.28,,2852.12,,2950.77,,2812.0,,3172.0,,3214.38
"ВЕРМИШЕЛЬ, ЛАПША",,,,2991.611692,,3008.12,,3022.4,,2850.14,,2872.47,,2807.0,,3257.0,,3339.72
ВОДКА ,,,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,22577.190740000005,,22149.72,,18209.56,,19729.24,,25449.98,,23311.0,,24967.0,,23645.88
КОНЬЯК,,,,56995.18041000001,,52069.18,,53115.16,,49131.14,,51489.65,,71693.0,,49348.0,,56824.52
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,17737.603734000004,,13939.68,,15304.8,,14407.04,,13319.13,,26512.0,,15483.0,,14803.58
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,18043.16338,,13006.02,,15141.12,,14008.82,,14108.54,,27015.0,,15244.0,,17956.02
ПИВО,,,,3374.0853620000007,,3088.56,,3081.52,,3066.3,,3390.14,,3911.0,,3269.0,,3225.59
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,15597.590226,,16202.06,,15429.0,,15506.86,,15393.33,,15277.0,,15773.0,,15939.2
ВАФЛИ,,,,10555.086072000002,,9989.02,,10075.12,,10430.38,,10125.96,,11310.0,,10579.0,,10435.05
ПРЯНИКИ,,,,7320.098048,,6376.28,,7623.84,,6920.46,,6497.43,,7463.0,,8240.0,,7822.8
ПЕЧЕНЬЕ ,,,,7390.198528,,6926.5,,7222.76,,6873.4,,7389.61,,7599.0,,8163.0,,7187.61
ТОРТ,,,,17508.571232000006,,15810.52,,17118.72,,19227.98,,17244.31,,19137.0,,14828.0,,17764.2
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1609.1628440000002,,1548.26,,1532.24,,1778.86,,1626.5,,1705.0,,1551.0,,1365.74
ИРИС,,,,8210.019128000004,,7752.24,,7360.4,,8445.06,,7862.77,,9078.0,,8023.0,,7831.0
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,7764.699834000001,,7588.54,,8221.36,,7227.0,,7297.0,,7303.0,,8573.0,,8677.84
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,17807.577492000004,,16906.18,,18702.8,,17091.74,,17793.58,,18260.0,,18094.0,,17280.27
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,9236.484824000001,,9558.76,,9173.92,,9980.36,,9241.42,,8392.0,,9427.0,,9823.36
ШОКОЛАД,,,,32858.996202,,31759.02,,31555.48,,32276.8,,33792.12,,33560.0,,33471.0,,32863.9
ХАЛВА,,,,8729.596214000001,,8317.7,,8086.4,,7809.0,,7892.06,,10123.0,,8647.0,,8581.41
МАРМЕЛАД,,,,7714.045302000001,,7542.86,,8000.04,,8308.36,,7278.42,,7064.0,,7637.0,,9059.61
ЗЕФИР,,,,9875.663884000001,,12035.7,,9381.8,,8509.32,,9980.89,,10080.0,,9439.0,,9543.66
КАКАО - ПОРОШОК (за 200 г),,,,4534.220330000001,,3643.62,,4581.28,,5472.36,,4231.38,,4971.0,,3925.0,,4416.02
КАРТОФЕЛЬ,,,,1518.259358,,1346.18,,1478.28,,1447.54,,1354.05,,1760.0,,1435.0,,1537.97
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,2944.8167260000005,,3111.72,,3028.6,,2523.14,,3302.44,,3000.0,,2638.0,,3138.97
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,1654.390658,,1476.04,,1811.72,,1558.64,,1691.35,,1834.0,,1497.0,,1549.6
ЛУК РЕПЧАТЫЙ,,,,2010.6153560000002,,1848.78,,2331.88,,1901.44,,1788.69,,2062.0,,2021.0,,2067.02
СВЕКЛА,,,,1326.953684,,1225.72,,1505.72,,1354.96,,1192.92,,1391.0,,1177.0,,1400.32
МОРКОВЬ,,,,1706.3550320000002,,1587.38,,1923.24,,1603.48,,1548.27,,1880.0,,1609.0,,1594.76
ПОМИДОРЫ СВЕЖИЕ,,,,5734.16248,,4648.88,,5494.76,,5671.18,,6103.13,,6209.0,,5968.0,,5510.75
ОГУРЦЫ СВЕЖИЕ,,,,6426.296950000001,,4810.96,,5620.88,,6023.92,,6444.41,,7589.0,,6826.0,,6311.47
ЧЕСНОК,,,,16786.199776000005,,14986.38,,17301.56,,15797.12,,16668.23,,18014.0,,17041.0,,16336.04
ПЕРЕЦ СЛАДКИЙ,,,,8291.793862000002,,7204.02,,10667.48,,8172.4,,9782.52,,7601.0,,8775.0,,6622.7
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,9637.326568000002,,9276.9,,8035.28,,9626.14,,8777.24,,11136.0,,9689.0,,8872.9
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,5079.903606000001,,4071.84,,4762.56,,4674.5,,4803.84,,4728.0,,6393.0,,6547.36
СОУС ТОМАТНЫЙ,,,,5856.9974760000005,,5861.82,,6041.16,,5684.4,,5572.97,,5376.0,,6563.0,,6379.96
ЯБЛОКИ,,,,3118.4365060000005,,2493.22,,3696.36,,2998.18,,2596.87,,3277.0,,3145.0,,3483.13
"ЦИТРУСОВЫЕ ПЛОДЫ (апельсины, лимоны, мандарины)",,,,6630.825048000001,,6245.16,,5914.6,,6404.74,,7365.79,,6909.0,,7145.0,,6019.87
ВИНОГРАД,,,,8414.072914000002,,8855.8,,9031.84,,8307.82,,9333.82,,8093.0,,7700.0,,8215.85
БАНАНЫ,,,,4084.484814000001,,4128.9,,4100.88,,4069.82,,4055.13,,4068.0,,4133.0,,4030.81
СУХОФРУКТЫ,,,,13339.530090000004,,10228.72,,14369.8,,12939.0,,14108.89,,12374.0,,15652.0,,14955.38
ОРЕХИ,,,,18718.082000000002,,12113.58,,18892.08,,20887.48,,12349.37,,20388.0,,20863.0,,23029.97
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8536.035556000003,,7438.08,,8947.36,,8431.1,,8512.67,,8910.0,,8732.0,,8349.72
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,8496.038324000001,,8062.12,,9337.2,,7809.76,,7720.74,,8676.0,,8953.0,,8644.34
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3629.8935079999997,,3462.26,,3646.96,,3644.2,,3437.43,,3903.0,,3361.0,,3683.1
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1815.159738,,1744.86,,1656.44,,1517.8,,1987.96,,2037.0,,1877.0,,1640.11
ВОДА МИНЕРАЛЬНАЯ ,,,,1156.8841620000003,,1120.72,,1233.32,,1158.66,,1209.42,,1122.0,,1157.0,,1148.11
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,4136.351336000001,,4577.54,,4975.84,,3718.96,,3795.49,,4022.0,,3754.0,,4369.24
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,13520.482422000003,,14726.54,,16429.2,,19617.08,,9613.12,,10302.0,,9378.0,,18932.0
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3920.6739680000005,,2073.46,,2827.24,,2385.86,,1440.4,,8368.0,,2634.0,,2425.81
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1155.4548100000004,,905.76,,936.48,,1166.58,,953.12,,1657.0,,907.0,,975.75
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1294.9671580000002,,1036.12,,1020.08,,1447.52,,1169.67,,1624.0,,1193.0,,1158.46
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,691.8162460000002,,685.46,,694.88,,678.68,,700.0,,700.0,,681.0,,700.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4203.886704000001,,3750.36,,3913.68,,4487.18,,4009.57,,4280.0,,4326.0,,4559.27
МАЙОНЕЗ,,,,7728.265530000001,,7356.64,,8124.32,,7336.54,,7772.52,,7576.0,,7953.0,,8285.44
УКСУС ,,,,3432.849994,,3303.38,,3553.52,,3467.48,,3461.7,,3506.0,,3335.0,,3332.88
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1107.8498740000002,,1068.3,,1206.2,,1042.24,,1111.96,,1121.0,,1087.0,,1123.42
СОДА ПИЩЕВАЯ,,,,3447.6441320000004,,3327.68,,3418.64,,3348.44,,3613.32,,3107.0,,4020.0,,3645.4
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1386.2698980000002,,1472.08,,1409.76,,1281.98,,1412.1,,1335.0,,1437.0,,1422.77
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,4278.6124580000005,,4441.9,,4509.56,,3640.3,,4266.77,,4155.0,,4250.0,,5035.35
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,23874.921324000003,,24132.06,,21171.2,,24300.24,,22965.97,,26775.0,,20572.0,,24339.92
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,8941.807524000002,,8944.92,,7880.92,,8674.7,,8362.77,,9528.0,,9012.0,,9494.83
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,12076.783958,,8650.64,,9845.36,,13356.32,,10106.33,,16042.0,,12803.0,,7915.66
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,10053.464146000002,,14097.72,,9250.0,,8742.68,,7541.81,,10371.0,,9576.0,,10077.66
КУРТКА МУЖСКАЯ  ЗИМНЯЯ,,,,273062.26084800006,,276125.58,,271044.96,,263769.44,,229461.05,,301240.0,,243750.0,,298333.11
ПАЛЬТО МУЖСКОЕ ДЕМИСЕЗОННОЕ,,,,333145.46794400003,,312332.42,,339786.08,,327493.24,,293024.29,,346690.0,,376704.0,,301407.45
КУРТКА МУЖСКАЯ  ИЗ ПЛАЩЕВОЙ ТКАНИ  ,,,,159507.535872,,142976.0,,153862.48,,163631.82,,154524.45,,187600.0,,123182.0,,166606.68
КОСТЮМ МУЖСКОЙ,,,,265620.94765800005,,240668.4,,255439.48,,235323.2,,246950.47,,315428.0,,251676.0,,259400.36
ДЖИНСЫ МУЖСКИЕ,,,,99920.38512400002,,93991.28,,84186.64,,102119.5,,103757.73,,99475.0,,114155.0,,99142.44
БРЮКИ МУЖСКИЕ     ,,,,76874.77957800002,,64196.06,,84100.16,,65775.26,,82781.67,,86465.0,,73453.0,,73316.6
СОРОЧКА МУЖСКАЯ,,,,42459.446232,,40990.96,,43587.68,,36625.62,,45645.19,,43646.0,,43092.0,,43523.3
КОСТЮМ МУЖСКОЙ СПОРТИВНЫЙ,,,,107979.11836800001,,93010.58,,113832.36,,94978.08,,95849.05,,115419.0,,120446.0,,112342.87
ШАПКА  МУЖСКАЯ  МЕХОВАЯ   ,,,,280394.88290076336,,229047.6,,291223.76,,351288.14,,165970.24,,290532.0,,,,329167.0
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ",,,,73477.95498000001,,68975.86,,72639.12,,65988.12,,66857.13,,72876.0,,82926.0,,84730.72
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ  ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ",,,,43237.190982,,47031.08,,39689.88,,44915.0,,35517.61,,40034.0,,55925.0,,38003.17
МАЙКА МУЖСКАЯ,,,,8545.062582000002,,7081.06,,8573.48,,9066.1,,8323.25,,9147.0,,8168.0,,8879.56
ТРУСЫ МУЖСКИЕ,,,,8533.561526000003,,7220.64,,8089.52,,7838.3,,7489.24,,9603.0,,9811.0,,8056.49
ФУТБОЛКА МУЖСКАЯ ИЗ  ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА,,,,23675.485982000002,,24136.76,,19390.68,,19867.18,,16821.3,,28247.0,,25351.0,,25853.18
НОСКИ МУЖСКИЕ ИЗ ХЛОПЧАТОБУМАЖНОЙ И  СМЕСОВОЙ ПРЯЖИ,,,,4047.786756,,3593.54,,3675.6,,3366.86,,4157.48,,4828.0,,4032.0,,3843.68
НОСКИ МУЖСКИЕ ИЗ  ПОЛУШЕРСТЯНОЙ ПРЯЖИ,,,,4642.062944,,4358.66,,4501.92,,4635.46,,4585.46,,4541.0,,5276.0,,4565.37
ДУБЛЕНКА МУЖСКАЯ,,,,965972.6317500001,,1091800.0,,755819.64,,1097330.0,,823940.57,,927909.0,,1072000.0,,965175.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,33418.85604600001,,29874.12,,33494.16,,32890.2,,31709.57,,40323.0,,27744.0,,30596.71
ПИДЖАК МУЖСКОЙ ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ ,,,,148307.832656,,140925.0,,144602.72,,129588.34,,123877.41,,185103.0,,129914.0,,143170.84
ПАЛЬТО ЖЕНСКОЕ ЗИМНЕЕ ,,,,558143.5155160001,,484301.36,,631484.64,,542809.9,,522063.87,,596314.0,,523510.0,,575196.24
ДУБЛЕНКА ЖЕНСКАЯ,,,,1327140.5562180001,,1450000.0,,1004465.84,,1293590.0,,996866.79,,1603429.0,,1409487.0,,1090223.22
ПАЛЬТО ЖЕНСКОЕ ДЕМИСЕЗОННОЕ,,,,363315.809962,,362945.82,,356023.04,,349791.32,,337219.4,,400733.0,,330214.0,,368175.53
КУРТКА ЖЕНСКАЯ,,,,200578.89318800002,,170541.32,,164111.12,,191226.38,,179304.89,,258704.0,,182434.0,,190471.4
КОСТЮМ ЖЕНСКИЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ,,,,227200.89562600004,,140444.36,,165082.92,,183097.4,,149692.93,,394500.0,,158563.0,,212458.32
