,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,4082.450076,,3945.64,,3583.95,,4096.76,,3746.3,,5084.0,,4065.0,,3469.12
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,8497.526029999999,,8282.12,,8490.87,,8518.7,,8154.58,,8786.0,,8205.0,,8984.32
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,3724.150066,,3697.92,,3788.66,,3816.02,,3761.09,,3685.0,,3441.0,,3961.72
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1752.015728,,1731.76,,1675.68,,1614.84,,1548.45,,2049.0,,1730.0,,1773.56
КЕФИР,,,,1761.4743,,1754.06,,1659.06,,1673.62,,1741.9,,1834.0,,1884.0,,1740.0
СМЕТАНА ,,,,7138.54235,,6727.42,,7499.73,,6057.96,,6956.49,,8173.0,,7113.0,,7155.44
ТВОРОГ ЖИРНЫЙ,,,,9566.760034,,8655.54,,8209.96,,8231.36,,9742.65,,12543.0,,8976.0,,9614.68
ТВОРОГ НЕЖИРНЫЙ,,,,8668.285844,,10511.94,,6529.0,,6835.9,,10942.13,,9204.0,,7464.0,,9566.0
ЙОГУРТ (за 250 г),,,,1762.365398,,2184.4,,1694.08,,1931.94,,1914.5,,1696.0,,1299.0,,1640.16
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,942.538466,,895.56,,900.09,,989.74,,941.04,,914.0,,886.0,,1111.16
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,2208.30663,,2242.98,,2602.27,,1889.64,,2179.85,,2362.0,,1937.0,,2262.6
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,18543.107536,,20192.76,,17352.9,,16079.0,,19141.96,,19393.0,,19481.0,,17782.04
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,3304.2266879999997,,3288.14,,3300.42,,3450.22,,3191.38,,3226.0,,3298.0,,3386.84
МОРОЖЕНОЕ,,,,15457.686575999998,,14853.58,,14593.53,,15381.74,,14293.8,,17792.0,,15700.0,,14207.2
СЫР  ТВЕРДЫЙ,,,,19316.549666,,19265.56,,18029.25,,20763.18,,18919.56,,20226.0,,16728.0,,21149.96
СЫР МЯГКИЙ ,,,,13104.335985999998,,10918.64,,13248.1,,12053.1,,13390.68,,17021.0,,11254.0,,12670.76
СЫР ПЛАВЛЕНЫЙ,,,,16301.334024,,14521.54,,15716.73,,14916.74,,16293.05,,17775.0,,17979.0,,16413.84
МАСЛО ЖИВОТНОЕ,,,,19662.230785999996,,18167.28,,20081.49,,19718.5,,19495.4,,20793.0,,18067.0,,21367.56
МАСЛО РАСТИТЕЛЬНОЕ ,,,,6314.293012000001,,6114.56,,6225.69,,6338.88,,6330.9,,6447.0,,6348.0,,6354.36
МАРГАРИН,,,,7675.218418,,7178.64,,7355.6,,7132.7,,7039.27,,8480.0,,8345.0,,7785.56
ЯЙЦА  КУРИНЫЕ,,,,3676.2835019999993,,3760.62,,3523.43,,3577.68,,3682.29,,3577.0,,3910.0,,3727.28
САХАР-ПЕСОК,,,,3157.211462,,3129.46,,3038.0,,3107.16,,3280.0,,3222.0,,3183.0,,3130.2
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,44784.31343,,46438.08,,41125.68,,37290.82,,37468.71,,46092.0,,58311.0,,44039.6
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,40461.982582,,38733.64,,41036.66,,39322.42,,49437.55,,36200.0,,37254.0,,46067.96
КОФЕ РАСТВОРИМЫЙ,,,,96090.912776,,102925.42,,89859.45,,92430.9,,96755.79,,81920.0,,101415.0,,115403.32
МЁД  НАТУРАЛЬНЫЙ,,,,29480.88988,,26711.46,,29272.64,,26945.18,,27145.21,,34873.0,,32206.0,,26288.96
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,765.581984,,775.92,,778.82,,793.12,,680.31,,805.0,,705.0,,797.2
МУКА ПШЕНИЧНАЯ ,,,,1876.5334340000002,,1784.8,,1949.26,,1745.46,,1887.51,,2026.0,,1836.0,,1875.64
ХЛЕБ РЖАНОЙ,,,,1917.8734375514234,,,,,,1971.2,,1371.41,,2210.0,,1898.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,2108.362136,,2064.62,,2035.98,,1775.3,,1884.13,,2330.0,,2267.0,,2325.52
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3334.8914280000004,,3403.78,,3229.55,,2890.82,,2767.11,,3885.0,,3740.0,,3055.48
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2207.3701,,2270.64,,1975.5,,2363.0,,2753.0,,1777.0,,2245.0,,2322.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4968.49802,,5001.84,,3925.7,,6326.08,,4531.42,,4168.0,,5923.0,,4843.44
"СУХАРИ, СУШКИ, БАРАНКИ",,,,7724.225655999999,,6005.24,,7755.12,,9622.44,,6726.03,,6132.0,,9726.0,,8441.36
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4414.505416,,4489.62,,4393.69,,4333.34,,4324.24,,4479.0,,4452.0,,4379.96
КРУПА МАННАЯ,,,,2201.842456,,2214.08,,2137.93,,2191.44,,2281.4,,2302.0,,2134.0,,2113.8
КРУПА ПШЕННАЯ,,,,3091.23394,,2889.56,,3087.8,,3162.0,,2863.42,,3349.0,,3063.0,,3086.92
КРУПА ГРЕЧНЕВАЯ,,,,8118.430861999999,,8006.26,,8082.06,,8822.04,,7764.94,,8067.0,,7690.0,,8365.68
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2980.578996,,2730.5,,2883.14,,2562.22,,3499.94,,2928.0,,3452.0,,2928.48
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,7453.8689540000005,,6879.66,,8271.67,,7222.36,,7203.06,,7039.0,,8580.0,,7052.96
КРУПА ПЕРЛОВАЯ,,,,1508.802014,,1535.38,,1362.33,,1722.48,,1494.48,,1545.0,,1397.0,,1456.68
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,18463.037482,,16410.02,,19739.97,,17110.56,,18678.87,,20740.0,,19041.0,,16649.16
"ГОРОХ, ФАСОЛЬ",,,,3234.7725659999996,,2665.64,,2804.36,,2974.54,,2744.39,,3785.0,,4504.0,,2697.0
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,11516.673986,,10552.46,,12684.71,,10683.92,,10130.69,,13025.0,,10655.0,,12477.12
"МАКАРОНЫ, РОЖКИ",,,,3156.536916,,3003.92,,3123.6,,2905.36,,3062.26,,3297.0,,3242.0,,3465.08
"ВЕРМИШЕЛЬ, ЛАПША",,,,3178.847352,,3118.28,,3096.92,,2897.44,,3026.36,,3227.0,,3286.0,,3648.32
ВОДКА ,,,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,23561.627876,,22407.68,,19420.42,,20404.76,,25562.64,,24778.0,,27136.0,,25207.8
КОНЬЯК,,,,56596.307422,,52302.72,,52161.43,,49195.58,,51498.61,,81860.0,,47882.0,,50709.0
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,16700.20718,,14102.68,,15390.2,,14426.04,,13704.69,,25217.0,,15286.0,,14959.8
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17061.729612,,13457.12,,15112.55,,13934.32,,13900.75,,27263.0,,14910.0,,16744.44
ПИВО,,,,3508.1415980000006,,3315.06,,3218.71,,3192.28,,3613.81,,4026.0,,3419.0,,3639.44
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,16414.247502,,17082.58,,16064.09,,16032.92,,16350.87,,16095.0,,16844.0,,16494.44
ВАФЛИ,,,,11587.095956000001,,11270.04,,11650.56,,11645.68,,11044.18,,11977.0,,11743.0,,11518.6
ПРЯНИКИ,,,,7465.668029999999,,6687.72,,7565.82,,7174.5,,6983.81,,7363.0,,8565.0,,7948.2
ПЕЧЕНЬЕ ,,,,7513.149205999999,,7088.78,,7539.6,,7296.44,,7570.25,,7578.0,,8028.0,,7478.24
ТОРТ,,,,18836.987485999998,,17667.04,,19005.61,,19840.62,,18076.37,,21083.0,,16151.0,,19286.2
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1750.009066,,1669.04,,1711.97,,1832.82,,2073.54,,1912.0,,1534.0,,1479.24
ИРИС,,,,8428.240914,,7896.4,,9333.54,,8940.62,,7999.76,,8285.0,,7958.0,,8687.24
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,8173.329658,,8036.54,,8765.99,,7788.36,,7585.84,,7481.0,,8654.0,,9302.2
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,19425.10528,,17871.82,,19846.92,,18810.7,,19138.87,,21068.0,,19358.0,,19356.36
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,9887.584294,,9910.86,,9669.53,,10498.28,,9753.6,,9454.0,,9804.0,,10267.0
ШОКОЛАД,,,,34174.102498,,33507.32,,33578.75,,33189.18,,34458.64,,34990.0,,34814.0,,34514.0
ХАЛВА,,,,9370.58922,,9086.82,,8715.84,,8670.78,,8605.85,,11067.0,,9207.0,,9504.0
МАРМЕЛАД,,,,8253.388388,,8035.6,,8290.58,,8709.36,,7672.89,,7681.0,,8020.0,,9723.08
ЗЕФИР,,,,10192.883214,,12383.58,,10487.2,,9176.88,,10358.75,,9589.0,,9436.0,,10230.24
КАКАО - ПОРОШОК (за 200 г),,,,4875.792894,,3787.64,,5188.15,,6025.54,,5108.94,,4855.0,,4193.0,,5097.52
КАРТОФЕЛЬ,,,,1888.52862,,1609.3,,1641.19,,1900.34,,1656.46,,2568.0,,1751.0,,1773.4
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,3182.5132,,3312.24,,3377.36,,2692.76,,3469.32,,3133.0,,3068.0,,3393.28
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,2252.309496,,2117.6,,2151.64,,2411.8,,1976.59,,3010.0,,1843.0,,1857.2
ЛУК РЕПЧАТЫЙ,,,,2431.43594,,2157.12,,2437.44,,2378.56,,2283.41,,2908.0,,2259.0,,2414.08
СВЕКЛА,,,,1597.8566379999997,,1451.08,,1541.73,,1613.62,,1404.37,,2186.0,,1322.0,,1388.2
МОРКОВЬ,,,,1943.9165139999998,,1786.4,,1940.06,,1942.98,,1667.11,,2569.0,,1683.0,,1711.32
ПОМИДОРЫ СВЕЖИЕ,,,,9206.434796000001,,9478.16,,8503.25,,9580.4,,9483.48,,9892.0,,8343.0,,8856.36
ОГУРЦЫ СВЕЖИЕ,,,,10098.726478,,9704.4,,8869.61,,9608.9,,10157.86,,10889.0,,11050.0,,10009.92
ЧЕСНОК,,,,16732.207675999998,,16570.62,,16604.12,,15982.66,,15994.38,,18830.0,,15800.0,,16480.44
ПЕРЕЦ СЛАДКИЙ,,,,13089.366947999999,,10826.1,,13464.62,,10866.66,,14566.77,,14080.0,,12585.0,,16036.84
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,9807.275494,,8996.96,,8715.5,,10184.94,,9091.88,,11356.0,,10328.0,,8998.16
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,5365.633482,,4613.26,,5078.84,,4955.0,,5048.15,,5485.0,,6528.0,,5792.24
СОУС ТОМАТНЫЙ,,,,6127.743164,,5955.26,,6133.19,,5833.22,,5919.85,,6024.0,,6696.0,,6369.68
ЯБЛОКИ,,,,4245.543006,,3603.64,,4622.53,,4221.62,,3909.99,,4592.0,,4082.0,,4633.96
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,6041.301126,,6068.76,,5573.66,,5870.7,,6447.63,,6202.0,,6391.0,,5634.68
ВИНОГРАД,,,,14957.733118,,13362.28,,15824.32,,14612.5,,18161.14,,12484.0,,15742.0,,16479.52
БАНАНЫ,,,,5529.967286000001,,5497.74,,5025.75,,5489.2,,5673.83,,5707.0,,5662.0,,5582.36
СУХОФРУКТЫ,,,,14693.860066,,11432.0,,14736.66,,14475.78,,15045.75,,14227.0,,17129.0,,16384.52
ОРЕХИ,,,,20287.33354,,12003.44,,23023.26,,25307.28,,13623.01,,21711.0,,22210.0,,22841.2
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8740.133160000001,,7668.92,,9256.15,,8736.04,,8629.01,,9346.0,,8816.0,,8529.12
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,8867.419908,,8379.04,,9280.54,,8081.96,,8140.21,,9437.0,,9507.0,,8986.52
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3668.4453620000004,,3484.04,,3642.25,,3701.42,,3540.55,,3940.0,,3582.0,,3672.04
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1871.5931279999998,,1774.9,,1712.84,,1554.98,,2020.27,,2146.0,,1992.0,,1827.96
ВОДА МИНЕРАЛЬНАЯ ,,,,1218.213164,,1190.08,,1290.84,,1232.04,,1294.07,,1119.0,,1239.0,,1219.68
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,4577.118076,,5169.96,,5461.97,,3832.88,,4087.92,,4526.0,,4192.0,,4867.96
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,14857.617372,,14096.62,,17308.25,,20456.54,,10726.76,,11672.0,,10061.0,,21330.88
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3492.369502,,2247.56,,2821.23,,2448.9,,1615.63,,7753.0,,3091.0,,2418.0
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1174.1460160000001,,918.78,,946.51,,1133.18,,968.64,,1874.0,,1046.0,,1003.36
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1420.8577219999997,,1203.2,,1165.34,,1566.26,,1260.71,,1871.0,,1389.0,,1237.64
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,796.33383,,785.46,,793.1,,778.68,,800.0,,800.0,,781.0,,847.32
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4209.011399999999,,3666.76,,3989.06,,4556.48,,4128.18,,4278.0,,4309.0,,4526.52
МАЙОНЕЗ,,,,8142.588073999999,,7805.22,,7955.34,,8438.32,,8397.29,,7947.0,,8246.0,,8340.52
УКСУС ,,,,3480.333834,,3332.54,,3585.95,,3494.56,,3483.6,,3545.0,,3535.0,,3349.16
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1116.905122,,1091.48,,1251.06,,1047.9,,1123.0,,1103.0,,1139.0,,1078.08
СОДА ПИЩЕВАЯ,,,,3684.5212739999997,,3452.18,,3649.14,,3384.76,,3791.78,,3340.0,,4510.0,,3817.52
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1426.386126,,1496.76,,1417.7,,1284.66,,1420.38,,1419.0,,1479.0,,1482.6
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,4672.958542,,4811.82,,4704.75,,3850.52,,4383.1,,4925.0,,4687.0,,5384.64
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,24935.058510000006,,25420.44,,22351.95,,24909.3,,23673.54,,29804.0,,21528.0,,24737.84
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,9836.49627,,8980.04,,8962.02,,9393.94,,9254.02,,10824.0,,10186.0,,10957.12
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,13640.76756,,9187.24,,10672.12,,14095.52,,11510.01,,18635.0,,15156.0,,13812.48
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,9508.450604,,9920.04,,9272.66,,8609.56,,7694.05,,10374.0,,9561.0,,10684.88
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,281902.672104,,256238.86,,299547.13,,262362.98,,250200.23,,303086.0,,271747.0,,329300.48
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,341151.107052,,298110.26,,310649.98,,325587.82,,306830.64,,381560.0,,413524.0,,322752.04
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,151740.4689770614,,140784.12,,170579.2,,171356.98,,157211.31,,,,115528.0,,160443.88
КОСТЮМ МУЖСКОЙ,,,,264099.14006,,244717.68,,261639.07,,243673.36,,254304.43,,330332.0,,226373.0,,265944.36
ДЖИНСЫ МУЖСКИЕ,,,,103377.96705799998,,94190.12,,86534.82,,103339.94,,108341.27,,106336.0,,116507.0,,107251.16
БРЮКИ МУЖСКИЕ     ,,,,79050.34729399999,,65854.4,,85015.21,,70658.3,,85204.08,,89308.0,,77772.0,,78692.72
СОРОЧКА МУЖСКАЯ,,,,44809.360885999995,,43167.52,,45509.32,,39404.7,,46976.0,,49615.0,,42809.0,,45647.12
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,108919.30330399999,,96213.7,,116847.13,,97003.5,,96243.73,,118254.0,,128709.0,,102975.56
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,294063.62398400006,,291021.32,,287760.14,,368888.36,,204927.95,,322619.0,,307749.0,,228048.84
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,76362.49724,,72820.76,,69890.5,,67059.68,,70662.88,,76927.0,,92244.0,,84423.6
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,44392.294424,,48778.48,,46515.19,,43429.92,,37582.87,,37123.0,,56057.0,,41375.0
МАЙКА МУЖСКАЯ,,,,9704.2191,,7829.24,,9946.62,,9457.24,,9943.77,,10893.0,,9966.0,,9585.92
ТРУСЫ МУЖСКИЕ,,,,8922.32053,,7504.16,,8388.45,,8042.82,,9218.25,,9813.0,,10299.0,,8922.08
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,22786.985221999996,,24307.14,,20683.62,,20267.8,,18515.97,,23366.0,,24727.0,,27212.72
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,4125.97055,,3711.64,,3823.66,,3474.78,,4344.82,,4958.0,,4227.0,,4110.96
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,5616.093571999999,,4828.12,,5052.16,,5051.04,,5224.3,,7413.0,,5841.0,,5076.64
ДУБЛЕНКА МУЖСКАЯ,,,,1040267.676202,,1032960.0,,893615.86,,1227724.22,,904143.99,,938527.0,,1260000.0,,986400.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,34591.300064,,29987.62,,36061.78,,31774.14,,33106.18,,42728.0,,29281.0,,37228.92
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,154582.02353600002,,144150.26,,150546.37,,156639.62,,128360.18,,190633.0,,129467.0,,167526.88
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,583961.177724,,558105.42,,676811.62,,567389.82,,571861.89,,586469.0,,515188.0,,631435.68
ДУБЛЕНКА ЖЕНСКАЯ,,,,1237681.5436220001,,1338026.84,,1055775.48,,1473725.78,,1147567.25,,1303372.0,,1180000.0,,1055866.44
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,373089.381538,,359055.2,,385125.58,,355990.02,,353135.53,,426708.0,,341682.0,,370323.76
КУРТКА ЖЕНСКАЯ,,,,224040.10093,,181541.52,,184619.04,,212336.66,,186123.06,,309483.0,,233147.0,,219990.28
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,214855.93691,,146175.96,,174195.6,,193216.18,,154392.19,,398500.0,,139730.0,,225395.56
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,125251.96333400001,,122580.16,,129000.63,,134390.46,,112086.27,,126278.0,,127170.0,,121097.24
