,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
КОНЬЯК,,,,36.92,,34.58,,40.0,,33.99,,34.62,,38.91,,36.68,,37.39
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,11.27,,10.19,,10.33,,11.33,,9.91,,11.57,,11.52,,13.83
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,10.2,,8.63,,10.24,,9.49,,9.4,,12.0,,9.52,,9.83
ПИВО,,,,2.93,,2.89,,2.87,,2.57,,3.04,,3.1,,2.99,,2.82
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,10.99,,9.15,,10.75,,11.21,,8.83,,12.24,,11.82,,10.88
ВАФЛИ,,,,6.43,,6.31,,6.66,,6.24,,6.46,,6.54,,6.41,,6.27
ПРЯНИКИ,,,,4.68,,3.9,,4.69,,4.26,,4.4,,4.81,,5.05,,5.59
ПЕЧЕНЬЕ ,,,,5.28,,4.63,,5.67,,4.79,,5.37,,5.65,,5.02,,5.55
ТОРТ,,,,10.66,,10.4,,10.35,,11.27,,10.34,,11.11,,10.01,,10.48
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1.05,,1.05,,0.93,,1.07,,1.01,,1.18,,0.97,,0.98
ИРИС,,,,8.4,,7.99,,7.95,,8.25,,7.53,,8.87,,8.93,,8.48
"КОНФЕТЫ ""КАРАМЕЛЬ""",,,,5.66,,5.44,,5.58,,5.41,,5.54,,5.76,,5.96,,5.84
"КОНФЕТЫ, ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ",,,,13.14,,12.21,,12.34,,11.77,,12.42,,13.88,,13.07,,15.79
"КОНФЕТЫ, ГЛАЗИРОВАННЫЕ КОНДИТЕРСКОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,8.42,,8.0,,8.61,,8.39,,7.85,,9.01,,7.99,,8.31
ШОКОЛАД,,,,21.04,,20.47,,20.68,,20.0,,20.93,,21.62,,20.5,,22.79
ХАЛВА,,,,6.91,,7.22,,6.91,,6.91,,6.38,,7.05,,6.81,,6.8
МАРМЕЛАД,,,,7.23,,7.05,,7.08,,7.86,,7.5,,6.89,,7.07,,7.64
ЗЕФИР,,,,8.43,,8.02,,8.49,,8.04,,8.37,,8.93,,8.17,,8.46
КАКАО-ПОРОШОК (за 200 г),,,,3.21,,3.31,,3.03,,3.25,,3.19,,3.54,,2.7,,2.99
КАРТОФЕЛЬ,,,,0.69,,0.63,,0.69,,0.62,,0.62,,0.82,,0.69,,0.58
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,1.67,,1.61,,1.52,,1.57,,1.63,,1.85,,1.64,,1.61
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,0.88,,0.99,,0.82,,1.08,,0.73,,0.83,,0.91,,0.83
ЛУК РЕПЧАТЫЙ,,,,0.85,,0.86,,0.82,,0.77,,0.74,,0.93,,0.87,,0.81
СВЕКЛА,,,,0.94,,0.83,,0.81,,0.8,,0.76,,1.2,,0.97,,0.83
МОРКОВЬ,,,,1.04,,0.95,,0.91,,0.87,,0.81,,1.31,,1.12,,0.96
ПОМИДОРЫ СВЕЖИЕ,,,,3.9,,3.47,,3.89,,3.71,,3.56,,4.36,,3.63,,4.09
ОГУРЦЫ СВЕЖИЕ,,,,1.95,,1.4,,2.22,,2.04,,1.64,,2.1,,2.0,,2.06
ЧЕСНОК,,,,5.66,,5.91,,5.59,,5.53,,5.42,,5.91,,5.25,,5.74
ПЕРЕЦ СЛАДКИЙ,,,,8.58,,8.55,,8.18,,8.51,,8.9,,8.27,,8.77,,9.41
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,4.89,,4.7,,4.85,,5.44,,4.29,,5.01,,4.96,,4.58
ОВОЩИ КОНСЕРВИРОВАННЫЕ (включая стоимость посуды),,,,4.61,,4.29,,4.21,,4.47,,4.64,,4.22,,5.64,,5.31
СОУС ТОМАТНЫЙ  (включая стоимость посуды),,,,3.96,,3.93,,4.07,,3.93,,3.74,,4.05,,3.98,,3.82
ЯБЛОКИ,,,,2.48,,2.51,,2.59,,2.41,,2.34,,2.55,,2.37,,2.51
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,3.37,,3.26,,3.43,,2.67,,3.26,,3.91,,3.25,,3.1
ВИНОГРАД,,,,7.92,,8.19,,7.94,,7.37,,7.94,,8.15,,7.82,,7.78
БАНАНЫ,,,,2.12,,2.03,,2.05,,2.12,,2.24,,2.2,,2.03,,2.11
СУХОФРУКТЫ,,,,8.89,,7.05,,8.46,,8.13,,9.54,,9.9,,8.92,,9.14
ОРЕХИ,,,,17.12,,17.17,,21.15,,15.08,,11.77,,15.34,,15.65,,27.45
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,6.2,,5.62,,6.34,,6.06,,5.89,,6.58,,5.95,,6.5
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ (включая стоимость посуды),,,,9.69,,8.91,,9.77,,8.82,,7.64,,11.2,,9.12,,10.34
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ (за 1 л)",,,,2.08,,2.08,,1.96,,2.05,,1.92,,2.34,,1.98,,1.88
"СОК, НЕКТАР ОВОЩНОЙ, ПЛОДООВОЩНОЙ  (за 1 л)",,,,2.01,,2.08,,2.04,,2.01,,2.02,,1.93,,2.09,,1.93
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1.32,,1.12,,1.19,,1.17,,1.3,,1.56,,1.37,,1.18
ВОДА МИНЕРАЛЬНАЯ ,,,,0.96,,0.76,,0.91,,0.73,,0.88,,0.94,,1.04,,1.66
КВАС (за 1 л),,,,1.18,,1.14,,1.09,,1.21,,1.2,,1.24,,1.14,,1.14
ОБЕД В СТОЛОВОЙ (из четырех блюд) (для 1 человека),,,,3.05,,2.98,,3.05,,2.59,,2.67,,3.58,,2.93,,2.82
ОБЕД  В  РЕСТОРАНЕ    (заказной  из   четырех  блюд)  (для       1 человека ) ,,,,10.29,,12.19,,11.45,,11.93,,7.08,,9.64,,8.36,,12.02
"КОФЕ В ОРГАНИЗАЦИЯХ  БЫСТРОГО                                              ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3.32,,2.56,,2.24,,2.63,,1.86,,6.28,,1.95,,1.59
"СОК  В ОРГАНИЗАЦИЯХ  БЫСТРОГО                                               ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,0.91,,0.79,,1.02,,1.0,,0.68,,1.15,,0.69,,0.72
СИГАРЕТЫ С  ФИЛЬТРОМ  ОТЕЧЕСТВЕННЫЕ                          (за 1 пачку  20 шт.),,,,1.33,,1.29,,1.35,,1.39,,1.28,,1.38,,1.27,,1.24
СИГАРЕТЫ БЕЗ  ФИЛЬТРА  ОТЕЧЕСТВЕННЫЕ                              (за 1 пачку  20 шт.),,,,0.74,,0.71,,0.74,,0.76,,0.73,,0.77,,0.74,,0.7
СИГАРЕТЫ  С  ФИЛЬТРОМ  ИМПОРТНЫЕ                                     (за 1 пачку  20 шт.),,,,2.78,,2.61,,2.71,,2.68,,2.65,,2.99,,2.69,,2.89
МАЙОНЕЗ,,,,5.0,,4.98,,5.34,,5.09,,4.76,,4.72,,5.27,,5.19
УКСУС  (за 1 л),,,,1.48,,1.36,,1.57,,1.44,,1.3,,1.56,,1.42,,1.67
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,0.71,,0.7,,0.67,,0.72,,0.64,,0.76,,0.63,,0.77
СОДА ПИЩЕВАЯ,,,,2.35,,2.06,,2.37,,2.51,,2.45,,2.31,,2.39,,2.4
"ПЕРЕЦ ЧЕРНЫЙ, КРАСНЫЙ, ДУШИСТЫЙ (молотый, горошек)  (за 50 г)",,,,4.28,,4.38,,4.1,,4.47,,4.28,,4.34,,3.88,,4.49
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за 1 упаковку 10 шт.),,,,0.92,,0.88,,0.89,,0.89,,0.94,,0.97,,0.9,,0.94
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  (ширина 90 см) (за 1 пог. м),,,,3.55,,3.55,,3.92,,3.28,,2.84,,3.35,,4.53,,3.45
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ  (ширина 150 см)            (за 1 пог. м),,,,22.25,,22.77,,21.84,,20.54,,19.13,,24.7,,19.64,,24.31
ТКАНЬ ЛЬНЯНАЯ (ширина 150 см) (за 1 пог. м),,,,11.82,,10.91,,9.89,,11.41,,11.29,,14.29,,10.77,,10.82
ТКАНЬ ШЕЛКОВАЯ (ширина 100 см)  (за 1 пог.  м),,,,8.06,,7.15,,7.38,,7.31,,7.79,,10.32,,7.2,,6.14
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,5.77,,5.77,,5.71,,5.78,,5.17,,6.52,,5.22,,5.13
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,194.51,,227.12,,225.93,,159.29,,207.07,,,,179.13,,174.25
ПАЛЬТО (ПОЛУПАЛЬТО) ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,177.75,,128.87,,202.15,,167.96,,201.43,,,,184.21,,190.7
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ (типа ветровки) МУЖСКАЯ  ,,,,96.79,,77.56,,80.02,,102.61,,106.48,,102.83,,91.9,,111.79
КОСТЮМ МУЖСКОЙ,,,,204.27,,174.69,,191.39,,187.88,,194.69,,254.04,,167.37,,199.32
ДЖИНСЫ МУЖСКИЕ,,,,60.29,,56.93,,55.72,,60.72,,54.85,,65.67,,56.93,,64.16
БРЮКИ МУЖСКИЕ     ,,,,58.22,,55.31,,49.09,,55.88,,54.49,,69.07,,49.12,,61.41
СОРОЧКА ВЕРХНЯЯ МУЖСКАЯ,,,,40.45,,35.76,,35.78,,37.75,,39.92,,45.11,,40.33,,43.05
КОСТЮМ СПОРТИВНЫЙ  МУЖСКОЙ ,,,,72.87,,69.72,,76.9,,72.46,,69.32,,73.98,,73.28,,72.64
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,214.13,,170.42,,114.32,,144.39,,283.03,,252.32,,,,301.29
"СВИТЕР, ДЖЕМПЕР  ИЗ  ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,53.72,,47.82,,43.27,,48.81,,47.41,,70.0,,47.82,,48.94
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ИЛИ СМЕСОВОЙ ПРЯЖИ МУЖСКОЙ",,,,35.94,,31.51,,33.33,,34.56,,39.42,,36.29,,37.28,,39.92
МАЙКА МУЖСКАЯ,,,,7.36,,6.59,,8.14,,6.91,,8.02,,7.85,,6.82,,6.76
ТРУСЫ МУЖСКИЕ,,,,6.91,,6.83,,7.2,,6.94,,6.88,,6.81,,6.99,,6.87
"ФУФАЙКА, ТЕННИСКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ",,,,14.72,,14.38,,14.37,,14.4,,14.8,,15.35,,13.7,,15.48
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,2.03,,2.14,,1.94,,2.06,,2.06,,1.99,,2.23,,1.81
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,2.79,,2.77,,2.61,,3.05,,2.7,,2.79,,2.93,,2.62
ДУБЛЕНКА МУЖСКАЯ,,,,685.86,,854.53,,587.88,,695.8,,497.61,,,,,,765.71
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,24.08,,16.17,,12.93,,27.96,,21.09,,33.08,,20.07,,24.83
"ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ, СИНТЕТИЧЕСКОЙ ИЛИ СМЕСОВОЙ ТКАНИ МУЖСКОЙ ",,,,133.89,,129.11,,124.9,,120.95,,116.71,,160.89,,121.54,,126.92
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,286.76,,229.71,,389.04,,323.53,,361.71,,261.84,,193.3,,309.19
ДУБЛЕНКА ЖЕНСКАЯ,,,,659.62,,790.57,,688.06,,737.83,,996.24,,370.65,,,,819.13
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,193.0,,172.96,,180.95,,221.12,,179.95,,197.94,,197.53,,186.81
КУРТКА ЖЕНСКАЯ,,,,104.93,,99.22,,85.95,,110.51,,122.48,,98.77,,111.02,,117.19
"КОСТЮМ  ИЗ ПОЛУШЕРСТЯНОЙ, СМЕСОВОЙ ИЛИ СИНТЕТИЧЕСКОЙ ТКАНИ ЖЕНСКИЙ ",,,,127.67,,115.06,,98.07,,123.46,,116.66,,149.3,,142.65,,113.98
КОСТЮМ ИЗ ТРИКОТАЖНОГО ПОЛОТНА  ЖЕНСКИЙ ,,,,85.88,,78.38,,100.44,,69.23,,75.8,,94.18,,90.38,,82.21
ПИДЖАК (ЖАКЕТ) ЖЕНСКИЙ,,,,77.01,,61.12,,65.43,,73.6,,67.72,,92.22,,84.79,,71.36
ЮБКА ЖЕНСКАЯ ,,,,50.0,,49.52,,43.68,,48.48,,49.08,,51.76,,50.83,,54.81
ДЖИНСЫ ЖЕНСКИЕ,,,,57.31,,55.64,,48.39,,53.92,,52.24,,64.77,,60.57,,54.29
БЛУЗКА ЖЕНСКАЯ,,,,50.01,,46.41,,40.36,,46.03,,43.4,,57.71,,50.72,,55.29
