,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,8945.970692000003,,6104.22,,8581.32,,7743.64,,9203.27,,10367.0,,9504.0,,9792.13
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,12711.046830000001,,10790.84,,9393.92,,9444.24,,10198.15,,19618.0,,10611.0,,11027.66
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,22473.697680000005,,20710.38,,27120.96,,24357.5,,23046.1,,20133.0,,25051.0,,18508.56
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,33216.16930400001,,26514.98,,25783.52,,22677.22,,28356.22,,40392.0,,34956.0,,48220.07
ИКРА ЛОСОСЕВЫХ РЫБ,,,,220554.21160000007,,184622.08,,213962.56,,230474.62,,219424.91,,237226.0,,214316.0,,227277.63
ПРОЧИЕ ВИДЫ ИКРЫ РЫБ (за условную банку весом  200 г),,,,5629.106858000002,,6628.12,,4930.36,,6415.28,,4620.07,,6021.0,,5054.0,,4982.19
СЕЛЬДЬ СОЛЕНАЯ,,,,7427.812274,,8042.24,,6544.72,,6886.66,,7320.5,,7829.0,,7327.0,,7614.36
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,11351.475938000001,,11558.18,,11420.16,,11365.3,,10239.87,,11081.0,,12384.0,,11326.43
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,3713.7335399999997,,3303.76,,3085.68,,3730.7,,3263.67,,4949.0,,3018.0,,3201.88
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,7827.978918000001,,8063.08,,7903.28,,7585.82,,7695.1,,7724.0,,7633.0,,8461.29
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,3508.284638000001,,3355.04,,3450.08,,3677.18,,3443.58,,3564.0,,3156.0,,3982.01
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1567.6544100000003,,1603.16,,1536.4,,1489.98,,1406.06,,1658.0,,1594.0,,1555.07
КЕФИР,,,,1597.1038360000002,,1623.42,,1515.84,,1557.56,,1426.61,,1653.0,,1684.0,,1613.55
СМЕТАНА ,,,,6795.436402,,6283.94,,6768.44,,5617.52,,6742.98,,7821.0,,6413.0,,6992.62
ТВОРОГ ЖИРНЫЙ,,,,8638.975712000003,,8237.38,,7194.84,,7897.74,,8340.92,,10611.0,,7448.0,,8730.7
ТВОРОГ НЕЖИРНЫЙ,,,,8117.823120000001,,9919.6,,6014.12,,6400.0,,9720.5,,8956.0,,6614.0,,8956.16
ЙОГУРТ (за 250 г),,,,1593.3792,,2080.44,,1630.64,,1749.54,,1675.07,,1485.0,,1183.0,,1524.1
ГЛАЗИРОВАННЫЙ СЫРОК (за 50 г),,,,841.9088840000001,,782.38,,768.84,,856.92,,856.57,,857.0,,800.0,,989.38
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,1966.077418,,1944.96,,2282.6,,1713.66,,1999.68,,2137.0,,1684.0,,1895.66
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,17242.999396000003,,18288.82,,13725.56,,14597.96,,18294.49,,18638.0,,18717.0,,16674.28
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,2742.6829260000004,,2662.3,,2632.72,,2742.0,,2672.18,,2790.0,,2841.0,,2778.41
МОРОЖЕНОЕ,,,,13201.201358000002,,13653.66,,13490.96,,14655.72,,12781.64,,13441.0,,12351.0,,11393.17
СЫР  ТВЕРДЫЙ,,,,15761.859914,,15631.66,,15361.4,,16673.14,,15212.45,,15563.0,,14729.0,,17771.99
СЫР МЯГКИЙ ,,,,11749.148360000001,,9534.12,,11166.84,,10876.54,,11475.61,,14695.0,,10337.0,,11068.99
СЫР ПЛАВЛЕНЫЙ,,,,14461.482924000004,,11976.82,,13783.08,,12038.58,,12875.42,,16810.0,,16189.0,,14617.68
МАСЛО ЖИВОТНОЕ,,,,14881.59026,,14088.08,,14705.92,,14544.18,,14738.83,,15472.0,,13892.0,,16602.43
МАСЛО РАСТИТЕЛЬНОЕ ,,,,4576.604200000002,,4532.62,,4564.6,,4463.68,,4612.85,,4573.0,,4680.0,,4618.14
МАРГАРИН,,,,6530.576556,,6142.6,,6168.08,,6012.18,,6099.85,,7172.0,,7093.0,,6083.54
ЯЙЦА  КУРИНЫЕ,,,,3129.0156200000006,,3208.62,,3164.28,,2643.98,,3177.8,,3238.0,,3298.0,,3054.68
САХАР-ПЕСОК,,,,2868.3174200000003,,2845.06,,2750.96,,2816.46,,2980.0,,2928.0,,2859.0,,2846.93
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,41495.143476000005,,44857.48,,43666.12,,33906.3,,35241.51,,42322.0,,47389.0,,40510.91
КОФЕ  НАТУРАЛЬНЫЙ  В ЗЕРНАХ,,,,39770.93149000001,,41224.6,,34002.0,,36706.8,,50598.81,,34179.0,,45833.0,,43312.04
КОФЕ РАСТВОРИМЫЙ,,,,93274.09394400001,,91181.34,,98558.12,,86461.12,,96373.05,,80307.0,,98477.0,,121934.15
МЁД  НАТУРАЛЬНЫЙ,,,,29308.115502000004,,25591.8,,29031.24,,25458.96,,25199.45,,35459.0,,28823.0,,28387.92
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,724.3563720000001,,724.5,,739.12,,744.12,,664.69,,738.0,,681.0,,769.91
МУКА ПШЕНИЧНАЯ ,,,,1875.8474960000003,,1765.22,,1896.44,,1741.02,,1943.4,,1978.0,,1809.0,,1934.75
ХЛЕБ РЖАНОЙ,,,,1769.9087557462458,,,,,,1910.78,,1353.74,,1797.0,,1885.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,1861.3227680000002,,1998.78,,1567.48,,1691.08,,1581.39,,2178.0,,1806.0,,1800.34
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3258.5057900000006,,3270.0,,3069.28,,2678.3,,2651.54,,3823.0,,3576.0,,2927.75
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2170.2543560000004,,2188.42,,1807.24,,3049.82,,2644.0,,1777.0,,2125.0,,1996.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4683.670892000001,,4785.42,,3688.04,,6030.46,,4568.22,,4143.0,,5306.0,,4525.87
"СУХАРИ, СУШКИ, БАРАНКИ",,,,6867.362650000001,,5909.14,,7331.68,,8941.9,,6093.87,,5640.0,,7739.0,,7481.11
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4110.286266000001,,4043.76,,4105.36,,3835.22,,4131.36,,4255.0,,4161.0,,4095.29
КРУПА МАННАЯ,,,,2145.092716,,2113.32,,2186.76,,2216.22,,2148.63,,2121.0,,2100.0,,2166.88
КРУПА ПШЕННАЯ,,,,2037.8895220000002,,1932.84,,2021.96,,2010.5,,2317.64,,2064.0,,1937.0,,2018.19
КРУПА ГРЕЧНЕВАЯ,,,,3448.5211020000006,,3207.1,,3334.96,,3167.7,,3088.67,,3965.0,,3063.0,,3851.32
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2712.568772,,2473.04,,2525.48,,2302.16,,3149.4,,2694.0,,3113.0,,2795.63
КУКУРУЗНЫЕ ХЛОПЬЯ,,,,6297.641990000001,,6108.08,,6442.44,,6103.42,,6351.46,,6281.0,,6614.0,,6153.52
КРУПА ПЕРЛОВАЯ,,,,1415.3023920000003,,1415.98,,1337.12,,1606.16,,1443.31,,1402.0,,1358.0,,1339.58
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,13131.770998,,11636.18,,11479.28,,11370.42,,12056.83,,17000.0,,11579.0,,12601.51
"ГОРОХ, ФАСОЛЬ",,,,2812.1948680000005,,2336.5,,2501.84,,2502.48,,2513.35,,3180.0,,3642.0,,2321.98
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,10384.565210000002,,9825.56,,11179.84,,8919.36,,9606.97,,12061.0,,8358.0,,11529.25
"МАКАРОНЫ, РОЖКИ",,,,2735.4308840000003,,2669.1,,3060.32,,2581.72,,2761.15,,2603.0,,2908.0,,2713.16
"ВЕРМИШЕЛЬ, ЛАПША",,,,2920.62218,,2844.66,,3096.32,,2585.02,,2814.5,,3053.0,,2850.0,,3129.55
ВОДКА ,,,,15570.93625,,15524.5,,15416.0,,15700.0,,15100.0,,15700.0,,15629.0,,15700.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,22139.632374,,21520.8,,17340.12,,17031.48,,23868.45,,24651.0,,24616.0,,23395.05
КОНЬЯК,,,,55998.49022400001,,53472.0,,49766.04,,49144.72,,51281.68,,71238.0,,48946.0,,51072.79
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,17032.427306,,13765.66,,15523.12,,13999.12,,13178.58,,24531.0,,15066.0,,14277.05
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17869.541720000005,,12636.12,,16723.72,,13660.52,,13924.96,,26102.0,,14930.0,,18365.95
ПИВО,,,,3250.6408000000006,,3132.82,,2950.64,,3085.24,,3393.97,,3597.0,,3055.0,,3206.58
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,15046.204426000002,,15821.14,,15103.88,,15353.98,,15466.85,,14079.0,,15116.0,,15573.38
ВАФЛИ,,,,9477.685580000001,,9399.14,,9614.52,,9332.52,,9375.01,,9538.0,,9727.0,,9194.92
ПРЯНИКИ,,,,6918.306794,,6015.62,,7225.8,,6631.78,,6490.35,,7050.0,,7540.0,,7273.26
ПЕЧЕНЬЕ ,,,,6906.3284,,6593.22,,7008.52,,6355.54,,7097.5,,6951.0,,7594.0,,6600.24
ТОРТ,,,,16474.284850000004,,14973.56,,16201.0,,18408.64,,16380.45,,17413.0,,14209.0,,17071.47
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1503.8561640000003,,1432.4,,1377.52,,1715.08,,1443.9,,1621.0,,1478.0,,1252.25
ИРИС,,,,7876.1490920000015,,7347.02,,7436.2,,8166.36,,7507.77,,8681.0,,7427.0,,7607.55
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,7366.37738,,7087.64,,8092.32,,6826.52,,6972.74,,6824.0,,7999.0,,8490.89
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,16889.238206,,16148.32,,18216.92,,16281.28,,17004.91,,16737.0,,17273.0,,16812.22
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,8843.511652000001,,9184.3,,9094.44,,9266.7,,8894.36,,7977.0,,9083.0,,9410.07
ШОКОЛАД,,,,31470.819036000004,,30645.34,,30735.0,,30843.96,,31774.01,,31927.0,,32421.0,,31317.75
ХАЛВА,,,,8411.224458000002,,7995.78,,8005.24,,7510.92,,7598.44,,9782.0,,8124.0,,8297.83
МАРМЕЛАД,,,,7529.669368000001,,7274.1,,7327.48,,8017.34,,7090.26,,7106.0,,7288.0,,9348.43
ЗЕФИР,,,,9719.973942000002,,12117.16,,8318.72,,8181.82,,9625.58,,10562.0,,8920.0,,9448.68
КАКАО - ПОРОШОК (за 200 г),,,,4038.8392820000004,,3388.94,,3733.04,,4851.42,,3632.07,,4644.0,,3451.0,,3830.98
КАРТОФЕЛЬ,,,,1743.7021220000004,,1579.16,,1601.12,,1460.82,,1609.94,,2146.0,,1683.0,,1674.27
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,2877.587688,,3029.2,,2940.32,,2412.28,,3166.82,,2946.0,,2666.0,,3070.3
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,1659.005098,,1421.04,,1717.56,,1593.88,,1617.03,,1846.0,,1633.0,,1573.0
ЛУК РЕПЧАТЫЙ,,,,2517.0154060000004,,2174.06,,2344.04,,2444.12,,2556.76,,2755.0,,2235.0,,3002.68
СВЕКЛА,,,,1848.932332,,1752.56,,1944.12,,1641.84,,1894.34,,2188.0,,1496.0,,1723.85
МОРКОВЬ,,,,2223.2974860000004,,1920.04,,2044.28,,2079.38,,2133.84,,2618.0,,2296.0,,1964.29
ПОМИДОРЫ СВЕЖИЕ,,,,3117.0445480000003,,2690.36,,3575.44,,3619.16,,3462.26,,2876.0,,3089.0,,2765.65
ОГУРЦЫ СВЕЖИЕ,,,,1253.88482,,881.6,,1830.68,,1459.12,,1026.14,,1347.0,,1052.0,,1066.33
ЧЕСНОК,,,,10966.143142000003,,8879.1,,11292.92,,10094.62,,11611.79,,11525.0,,11663.0,,11253.66
ПЕРЕЦ СЛАДКИЙ,,,,9292.484072000003,,8383.84,,11340.52,,9321.66,,9986.45,,8317.0,,9086.0,,10154.45
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,9495.899464000002,,8993.6,,8228.0,,9573.72,,8610.26,,11009.0,,9334.0,,8704.74
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,4989.971444000001,,3965.06,,4905.92,,4675.22,,4408.6,,4640.0,,6305.0,,6391.92
СОУС ТОМАТНЫЙ,,,,5818.567074000001,,5702.26,,5718.04,,5660.98,,5406.95,,5572.0,,6576.0,,6250.52
ЯБЛОКИ,,,,3347.0313200000005,,3003.86,,3393.76,,3316.68,,3089.05,,3511.0,,3399.0,,3529.66
"ЦИТРУСОВЫЕ ПЛОДЫ (апельсины, лимоны, мандарины)",,,,6194.493122000001,,6173.72,,5768.24,,5968.76,,7102.09,,6032.0,,6191.0,,6514.95
ВИНОГРАД,,,,10664.696170000001,,9956.02,,11391.68,,10885.24,,10954.44,,10306.0,,10383.0,,11471.93
БАНАНЫ,,,,4193.5599680000005,,4182.38,,4232.4,,4218.26,,4289.9,,4170.0,,4083.0,,4253.91
СУХОФРУКТЫ,,,,12443.410830000003,,10128.84,,12644.8,,12014.48,,13452.69,,12027.0,,14063.0,,13389.67
ОРЕХИ,,,,17060.099776000003,,12150.14,,20299.52,,12746.26,,11891.74,,20572.0,,18203.0,,19771.43
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8501.820268000001,,7396.8,,9048.56,,8047.64,,8564.42,,8979.0,,8497.0,,8571.66
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,8188.436692,,7846.52,,8826.24,,7447.24,,7316.34,,8494.0,,8555.0,,8435.07
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3656.4786340000005,,3398.32,,3555.36,,3641.36,,3431.79,,4098.0,,3418.0,,3550.47
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1770.7062720000004,,1653.66,,1608.8,,1507.16,,1947.41,,2024.0,,1801.0,,1573.45
ВОДА МИНЕРАЛЬНАЯ ,,,,1110.0676540000002,,1087.18,,1196.12,,1115.24,,1165.0,,1078.0,,1086.0,,1094.37
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,4071.895556,,4678.6,,4887.04,,3377.88,,3873.16,,3842.0,,3711.0,,4618.06
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,12756.051422000002,,14709.44,,15820.24,,18419.18,,9335.3,,9664.0,,9143.0,,16012.24
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3790.472710000001,,1952.84,,2161.68,,2476.08,,1348.09,,8223.0,,2548.0,,2546.36
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1154.939352,,905.46,,935.92,,1150.1,,896.3,,1685.0,,902.0,,986.53
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1234.8469180000002,,984.92,,1020.08,,1388.12,,1169.67,,1458.0,,1182.0,,1158.46
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,691.8162460000002,,685.46,,694.88,,678.68,,700.0,,700.0,,681.0,,700.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4207.490398000001,,3750.36,,3877.68,,4470.6,,4009.57,,4280.0,,4394.0,,4559.27
МАЙОНЕЗ,,,,7233.012764000001,,6998.9,,7705.84,,6856.3,,7410.38,,6960.0,,7416.0,,7745.71
УКСУС ,,,,3383.8154660000005,,3267.82,,3472.64,,3393.68,,3437.44,,3369.0,,3370.0,,3417.9
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1121.6349340000002,,1051.62,,1260.56,,1057.34,,1092.89,,1155.0,,1092.0,,1120.74
СОДА ПИЩЕВАЯ,,,,3185.0584420000005,,3139.12,,3330.72,,2976.62,,3356.42,,2886.0,,3693.0,,3212.05
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1347.6066020000003,,1442.62,,1392.68,,1260.86,,1360.31,,1262.0,,1428.0,,1383.4
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,4117.116558000001,,4249.1,,4518.12,,3450.02,,3997.75,,4080.0,,3851.0,,4987.43
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,22944.670400000003,,23201.8,,21351.56,,22944.42,,21796.21,,25209.0,,19761.0,,24417.8
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,8836.091784000002,,8408.12,,7890.4,,8133.52,,7827.66,,9463.0,,10196.0,,8828.66
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,12066.215234000001,,8540.2,,9244.16,,12635.52,,9622.73,,17470.0,,11663.0,,8060.9
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,9032.046090000002,,9503.52,,8712.12,,8089.52,,6826.57,,10127.0,,9052.0,,9453.89
КУРТКА МУЖСКАЯ  ЗИМНЯЯ,,,,272559.16969410994,,241480.0,,328660.0,,,,204505.07,,289457.0,,,,
ПАЛЬТО МУЖСКОЕ ДЕМИСЕЗОННОЕ,,,,324824.19106200006,,300768.24,,313993.04,,341180.82,,277872.34,,415000.0,,234010.0,,292191.96
КУРТКА МУЖСКАЯ  ИЗ ПЛАЩЕВОЙ ТКАНИ  ,,,,147950.222886,,136131.38,,141490.68,,157727.02,,140403.23,,165927.0,,118077.0,,162024.65
КОСТЮМ МУЖСКОЙ,,,,261545.42188800004,,229061.92,,243120.64,,235072.34,,243632.95,,314585.0,,248571.0,,258703.89
ДЖИНСЫ МУЖСКИЕ,,,,96995.309204,,91729.5,,77596.64,,100339.28,,98082.35,,94157.0,,118375.0,,96705.36
БРЮКИ МУЖСКИЕ     ,,,,75183.478074,,63078.16,,80600.12,,63467.4,,79486.27,,86001.0,,72295.0,,71497.32
СОРОЧКА МУЖСКАЯ,,,,39856.092794000004,,38665.72,,43409.6,,36018.36,,44160.45,,38820.0,,39084.0,,41777.28
КОСТЮМ МУЖСКОЙ СПОРТИВНЫЙ,,,,104330.54467400002,,88083.5,,110501.64,,92103.74,,92064.83,,111381.0,,112253.0,,116731.47
ШАПКА  МУЖСКАЯ  МЕХОВАЯ   ,,,,278974.7027908836,,288783.0,,277610.0,,381880.0,,165971.62,,266534.0,,,,
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ",,,,69218.82051000002,,63469.16,,66656.64,,64232.24,,66363.03,,70944.0,,76743.0,,73575.36
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ  ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ",,,,41383.964188000005,,44385.34,,38314.72,,41919.86,,35081.3,,39016.0,,54540.0,,33802.43
МАЙКА МУЖСКАЯ,,,,8047.134968000001,,6697.1,,8089.84,,8573.58,,7425.66,,8540.0,,8219.0,,8104.02
ТРУСЫ МУЖСКИЕ,,,,7600.8897480000005,,6799.1,,7753.2,,6775.72,,6752.37,,7571.0,,9554.0,,7632.15
ФУТБОЛКА МУЖСКАЯ ИЗ  ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА,,,,23430.619150000002,,23756.92,,18733.32,,20152.98,,15950.52,,27704.0,,27008.0,,24180.43
НОСКИ МУЖСКИЕ ИЗ ХЛОПЧАТОБУМАЖНОЙ И  СМЕСОВОЙ ПРЯЖИ,,,,3917.0151900000005,,3518.84,,3244.64,,3226.08,,4066.07,,4753.0,,3919.0,,3792.76
НОСКИ МУЖСКИЕ ИЗ  ПОЛУШЕРСТЯНОЙ ПРЯЖИ,,,,4477.988668000001,,4194.46,,4284.96,,4304.5,,4312.8,,4724.0,,4604.0,,4637.88
ДУБЛЕНКА МУЖСКАЯ,,,,1010308.9137984497,,1380000.0,,1392637.0,,,,677957.34,,820909.0,,1000000.0,,947991.89
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,31579.002534000003,,27729.36,,31736.32,,30899.26,,28530.6,,41142.0,,22541.0,,28622.93
ПИДЖАК МУЖСКОЙ ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ ,,,,144381.83212800004,,132881.8,,139097.28,,127647.6,,121483.28,,183733.0,,128793.0,,131276.4
ПАЛЬТО ЖЕНСКОЕ ЗИМНЕЕ ,,,,587746.33559,,608205.0,,656549.04,,545760.0,,510924.97,,645590.0,,486460.0,,614667.0
ДУБЛЕНКА ЖЕНСКАЯ,,,,1257275.1430336689,,1350000.0,,1666560.0,,,,772705.3,,1345000.0,,1150000.0,,1090223.22
ПАЛЬТО ЖЕНСКОЕ ДЕМИСЕЗОННОЕ,,,,368014.159676,,365391.54,,410185.92,,437523.42,,313377.02,,371550.0,,321657.0,,344052.54
КУРТКА ЖЕНСКАЯ,,,,161569.80694400004,,152221.66,,148915.16,,209044.98,,164154.46,,146127.0,,152270.0,,175805.57
КОСТЮМ ЖЕНСКИЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ,,,,230788.43598400004,,149233.36,,167995.08,,180206.6,,141150.52,,389750.0,,184335.0,,220628.05
