,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,67196.46261502348,,74351.12,,66151.61,,68176.0,,50068.44,,69806.0,,,,69784.8
ГОВЯДИНА БЕСКОСТНАЯ,,,,102379.64216399999,,93981.44,,97494.59,,101792.05,,90838.46,,110561.0,,106156.0,,104775.4
СВИНИНА (кроме бескостного мяса),,,,59605.180104,,58245.8,,60722.78,,61276.53,,57192.86,,55812.0,,63226.0,,64934.399999999994
СВИНИНА БЕСКОСТНАЯ,,,,92127.00769999999,,85787.6,,90485.44,,96786.24,,92045.86,,93891.0,,86707.0,,99119.15
ФАРШ МЯСНОЙ (без добавок),,,,68140.503164,,71251.88,,62929.62999999999,,63090.56,,73776.22,,74202.0,,59792.0,,67367.5
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,29204.926944000003,,27606.44,,30985.649999999994,,29175.510000000002,,29118.000000000004,,29558.0,,28867.0,,28822.0
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,42764.38989199999,,41317.2,,44586.03,,43829.81,,45108.86,,42509.0,,40840.0,,42002.3
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,29699.847684,,25423.519999999997,,28680.149999999998,,33530.55,,30870.9,,29348.0,,29788.0,,30668.25
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,5620.746932,,5379.2,,4656.24,,6018.21,,5726.56,,6224.0,,5205.0,,5442.25
ПЕЛЬМЕНИ МЯСНЫЕ,,,,45482.531436,,41906.08,,39701.909999999996,,45736.380000000005,,45571.62,,50196.0,,45285.0,,44232.45
САЛО,,,,89106.536876,,71956.95999999999,,88524.01,,89781.89,,91879.20000000001,,92859.0,,94322.0,,89794.65
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,59446.783444,,57079.399999999994,,57433.41,,61321.5,,57878.94,,60254.0,,60458.0,,60349.9
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,44738.169156,,43082.28,,41216.84,,38981.21,,39306.94,,49668.0,,49790.0,,44081.15
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,33557.583,,38434.32,,32787.88,,29107.1,,34762.66,,34086.0,,33333.0,,31942.050000000003
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,86112.92748000001,,85856.44,,87958.22,,86558.19,,78108.98000000001,,97679.0,,74936.0,,78503.35
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,161549.435568,,152246.2,,156357.96,,168828.42,,163159.76,,170842.0,,148640.0,,162442.45
"ПАШТЕТ, ЗЕЛЬЦ",,,,28161.381012,,27925.32,,28337.85,,25461.32,,22110.760000000002,,29082.0,,34327.0,,26896.95
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,18525.362084,,16361.36,,18785.35,,22456.07,,16208.800000000001,,17229.0,,20354.0,,18912.65
СОСИСКИ,,,,58664.646604,,56484.08,,53464.399999999994,,57769.36,,57510.82000000001,,60733.0,,57549.0,,66032.35
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,90643.548852,,101456.16,,86174.70999999999,,81366.14,,105712.46,,93249.0,,75729.0,,93490.7
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,30131.22362,,27437.440000000002,,32772.03999999999,,32244.940000000002,,30403.280000000002,,30304.0,,28253.0,,29615.55
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,32513.781536000002,,28768.88,,33327.88,,36488.770000000004,,35394.780000000006,,32139.0,,29274.0,,33584.4
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,50506.679684,,52235.520000000004,,50277.369999999995,,50525.83,,54470.520000000004,,48135.0,,53910.0,,45598.649999999994
РЫБА ЖИВАЯ,,,,39152.81948,,39099.88,,34684.439999999995,,41435.72,,41937.32000000001,,34348.0,,47147.0,,39273.85
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,44089.324996,,39099.24,,40466.89,,44495.65,,39161.880000000005,,50513.0,,42300.0,,45107.6
