,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,67062.06663799999,,66597.68,,66053.89,,65294.869999999995,,54096.76,,70095,,69871,,72407.45
ГОВЯДИНА БЕСКОСТНАЯ,,,,106249.910366,,96174.4,,108261.31,,96036.04999999999,,89792.94,,119687,,115372,,97413.5
СВИНИНА (кроме бескостного мяса),,,,60954.188643,,58635.64,,60286.95999999999,,60716.25,,55566.54000000001,,63174,,62768,,61866.7
СВИНИНА БЕСКОСТНАЯ,,,,90266.651646,,88206.44,,94007.93999999999,,92992.12,,88826.5,,89069,,85821,,95861.65
ФАРШ МЯСНОЙ ,,,,70123.822018,,69175.08,,67296.44,,64667.78,,71620.6,,76382,,65735,,69947.2
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,33573.080820999996,,32372.36,,35055.729999999996,,33150.24,,33046.92,,33941,,33928,,32878
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,44072.406887,,40633.68,,45210.479999999996,,44924.869999999995,,44832.4,,44120,,43943,,45081.1
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,29739.812882,,27195.36,,29533.04,,29240.160000000003,,34249.32,,30108,,26962,,32209.85
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,6020.312027,,5928.28,,4981.879999999999,,6242.389999999999,,5905.04,,6709,,6030,,5303.8
ПЕЛЬМЕНИ МЯСНЫЕ,,,,47299.164072,,44038.56,,42529.09,,46640.990000000005,,46044.3,,53012,,48044,,42600.15
"САЛО, ГРУДИНКА",,,,91542.992515,,75640.95999999999,,92104.26999999999,,88158.28,,83874.52,,101824,,94238,,91242.4
