,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,7.414071891,,7.920275,,6.952416000000001,,6.724639,,5.981680000000001,,8.2725,,7.5261000000000005,,7.2050350000000005
ГОВЯДИНА БЕСКОСТНАЯ,,,,11.599076399000001,,10.534374999999999,,10.996664000000003,,9.986935,,11.00791,,13.0382,,12.7758,,10.705165000000001
СВИНИНА (кроме бескостного мяса),,,,6.644973986000001,,6.61165,,6.675156000000001,,6.362576000000001,,6.313945,,6.7342,,6.9043,,6.7664550000000006
СВИНИНА БЕСКОСТНАЯ,,,,9.6244351385,,9.478075,,9.911172,,10.010584000000001,,9.95831,,9.1637,,9.6856,,9.80239
ФАРШ МЯСНОЙ ,,,,7.549203737000001,,7.179275,,7.176260000000001,,7.296951,,7.8243100000000005,,7.9862,,7.315300000000001,,7.591215
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,3.7823059120000004,,3.6282250000000005,,3.856712000000001,,3.809755,,3.8051400000000006,,3.843,,3.7089000000000003,,3.74833
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,4.8803764655,,4.5517,,4.882632000000001,,4.774269,,5.07316,,4.973,,4.8414,,5.011755
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,3.2472610325000004,,2.8182000000000005,,3.1037320000000004,,3.4940290000000003,,3.439305,,3.2022,,3.2922000000000002,,3.4702650000000004
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,0.673354805,,0.61085,,0.6278120000000001,,0.7037740000000001,,0.6459950000000001,,0.757,,0.6329,,0.610255
ПЕЛЬМЕНИ МЯСНЫЕ,,,,5.233843467,,4.678875,,4.712064,,5.292159000000001,,4.919460000000001,,5.818700000000001,,5.2779,,5.065935
"САЛО, ГРУДИНКА",,,,9.9989323255,,8.30925,,10.164232,,9.460957,,9.593425,,11.0586,,10.3199,,9.55239
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,6.685404964,,6.4514000000000005,,6.184584000000001,,6.952862,,6.574445,,6.8293,,6.5932,,7.048605
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,4.902951199,,4.451875,,4.426092000000001,,3.6613490000000004,,4.6026750000000005,,6.0774,,5.205900000000001,,4.274915
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА И БЕССОРТОВАЯ ,,,,3.9121152769999994,,3.76355,,3.7202560000000005,,3.634128,,3.86541,,4.3342,,3.8597,,3.626045
"КОЛБАСА ПОЛУКОПЧЕНАЯ, ВАРЕНО-КОПЧЕНАЯ",,,,9.681964026,,9.39245,,8.633048,,9.16191,,8.4312,,11.3536,,9.4231,,8.934395000000002
