,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,55774.413819999994,,50857.0,,63342.9,,58285.0,,37900.0,,56739.0,,55000.0,,66675.14
ГОВЯДИНА БЕСКОСТНАЯ,,,,93981.24587299999,,85850.22,,81012.39,,94808.12,,79006.79,,106100.0,,101833.0,,91279.66
СВИНИНА (кроме бескостного мяса),,,,51529.717691,,58950.01,,53836.7,,49586.0,,47365.15,,45110.0,,56603.0,,55557.74
СВИНИНА БЕСКОСТНАЯ,,,,79790.03778599999,,78005.54,,77761.83,,75605.72,,77440.2,,79704.0,,83793.0,,86267.06
ФАРШ МЯСНОЙ (без добавок),,,,58852.920267,,64375.44,,50851.21,,50713.48,,59429.93,,67964.0,,50935.0,,59719.56
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,28205.667586,,28123.9,,28304.7,,28151.4,,26982.78,,29132.0,,27441.0,,28299.82
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,39830.549263,,40495.73,,39376.89,,38822.24,,41219.69,,39788.0,,38817.0,,40938.06
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,19879.942716,,20228.14,,19255.65,,23137.76,,20754.9,,16217.0,,18644.0,,25904.72
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,4988.326084,,4986.73,,4036.3,,5207.08,,4723.0,,5972.0,,4529.0,,4285.78
ПЕЛЬМЕНИ МЯСНЫЕ,,,,34726.653352,,34301.78,,29749.55,,36259.76,,33259.66,,36056.0,,37499.0,,33193.14
САЛО,,,,55983.931813,,43175.05,,52888.68,,51757.56,,55772.49,,59151.0,,64298.0,,60321.6
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,48565.408915,,48507.77,,44860.35,,48798.16,,48283.93,,49756.0,,48988.0,,49240.62
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,35135.804357999994,,37425.36,,30357.95,,34188.44,,32460.32,,37244.0,,37706.0,,32922.82
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,28341.263938,,34249.94,,29510.81,,24360.16,,27747.48,,27838.0,,30698.0,,23686.18
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,71485.83615100001,,72116.88,,63717.72,,83093.32,,67604.51,,76895.0,,64053.0,,66086.3
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,136541.912747,,127740.52,,133800.12,,143611.08,,119798.91,,149954.0,,127362.0,,137977.56
"ПАШТЕТ, ЗЕЛЬЦ",,,,21895.588697000003,,22251.39,,18672.64,,21201.08,,17969.49,,26758.0,,20553.0,,19895.6
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,13826.526181,,13407.3,,13714.58,,16659.16,,11902.93,,13296.0,,13917.0,,14024.66
СОСИСКИ,,,,48941.110832,,45565.36,,40702.88,,50336.92,,46026.52,,53337.0,,49494.0,,51687.04
