,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,53668.2527945971,,53000.0,,63472.5,,55000.0,,31650.0,,55150.0,,,,60695.0
ГОВЯДИНА БЕСКОСТНАЯ,,,,81410.95516900001,,69333.44,,70186.5,,77127.75,,73854.32,,106795.0,,69697.0,,70698.85
СВИНИНА (кроме бескостного мяса),,,,44448.674339,,45890.18,,45082.5,,46923.65,,39400.56,,40530.0,,47024.0,,51378.41
СВИНИНА БЕСКОСТНАЯ,,,,65277.596295,,63369.83,,65077.5,,63267.25,,61880.08,,68408.0,,63517.0,,68122.12
ФАРШ МЯСНОЙ (без добавок),,,,52869.471932,,55643.95,,46982.1,,46222.5,,50600.08,,63900.0,,47174.0,,44885.68
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,24173.922821,,24182.21,,24488.2,,24244.05,,23667.2,,24524.0,,23214.0,,24638.53
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,32861.591572000005,,33347.57,,33188.8,,32375.8,,30162.72,,33101.0,,32455.0,,35322.09
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,16789.428385,,16934.0,,16192.6,,19075.25,,15111.76,,15737.0,,16614.0,,19415.74
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,3738.1669049999996,,3512.9,,3247.2,,3800.75,,3086.0,,4482.0,,3551.0,,3459.75
ПЕЛЬМЕНИ МЯСНЫЕ,,,,27873.030937999996,,25748.06,,23814.6,,29815.0,,27451.44,,30415.0,,27911.0,,26448.35
САЛО,,,,48762.411202,,41153.19,,51532.1,,45324.0,,47030.76,,54325.0,,45350.0,,51008.5
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,43835.219348,,45355.27,,39700.4,,43401.8,,44340.28,,45949.0,,40709.0,,45529.41
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,32575.553119,,33628.85,,34310.8,,33190.15,,28236.8,,31231.0,,36485.0,,31155.17
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,25324.249231,,29743.87,,33138.2,,20340.05,,24462.32,,22090.0,,26354.0,,24848.06
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,67558.231622,,59088.37,,61973.1,,68417.3,,63700.88,,83980.0,,55691.0,,59748.73
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,114519.576178,,108291.6,,113495.4,,103844.2,,101846.56,,130790.0,,115609.0,,104541.53
"ПАШТЕТ, ЗЕЛЬЦ",,,,16560.456818000002,,16405.92,,17317.4,,12685.7,,12884.64,,19606.0,,17267.0,,15331.2
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,10905.128776,,10204.28,,10920.1,,13154.2,,9232.36,,9643.0,,12725.0,,11646.62
СОСИСКИ,,,,44126.149127000004,,44940.49,,38964.3,,44476.35,,41719.92,,48135.0,,40122.0,,46145.69
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,59730.749070000005,,63860.42,,59029.6,,55251.8,,61841.88,,66535.0,,41456.0,,65871.87
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,23940.52774,,20723.97,,21922.2,,23389.5,,21505.52,,27074.0,,23470.0,,25941.18
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,19622.880218,,18772.78,,16700.1,,20216.6,,20585.76,,20121.0,,20699.0,,19583.93
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,20406.21338,,19536.79,,20774.6,,19319.2,,19572.6,,22617.0,,20080.0,,17689.75
РЫБА ЖИВАЯ,,,,28133.642720220876,,29537.27,,22458.0,,27786.55,,20455.04,,33145.0,,,,
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,30113.26236,,24883.74,,28639.7,,27328.9,,28850.08,,32300.0,,32973.0,,33559.37
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,38299.037226,,37551.78,,27754.2,,28038.7,,36808.04,,51610.0,,33909.0,,36261.94
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,71752.830661,,71465.39,,75537.6,,95067.25,,79157.44,,61976.0,,66132.0,,64588.39
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,125833.32777100001,,150598.3,,120636.2,,81953.95,,110917.88,,112565.0,,162305.0,,157708.4
ИКРА ЛОСОСЕВЫХ РЫБ,,,,532965.3600009999,,487468.04,,509908.9,,530772.85,,478552.36,,607547.0,,506846.0,,512301.22
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,16674.560853000003,,14869.93,,14578.0,,18594.95,,13659.16,,20568.0,,14750.0,,14310.88
СЕЛЬДЬ СОЛЕНАЯ,,,,30783.457209,,31367.52,,29013.9,,29997.45,,29869.76,,31066.0,,31581.0,,32286.26
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,32766.432795999997,,36592.49,,33205.7,,31341.2,,36811.0,,30120.0,,34527.0,,29494.03
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,14273.378566000001,,12874.52,,11086.4,,13546.4,,12482.24,,19717.0,,11985.0,,10992.69
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,26759.943438,,26066.34,,27255.7,,26962.6,,25716.56,,28245.0,,25776.0,,25192.83
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,14072.863225,,13556.3,,13405.6,,14356.35,,14178.04,,14922.0,,13261.0,,13881.21
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,5350.065678,,5568.14,,5209.2,,4982.0,,5829.68,,5376.0,,5460.0,,4958.11
КЕФИР,,,,5499.2826669999995,,5826.9,,5573.9,,4937.15,,5830.36,,5500.0,,5572.0,,5235.7
СМЕТАНА ,,,,20632.020102000002,,20666.06,,22217.3,,19130.7,,18012.32,,20817.0,,21087.0,,22274.24
ТВОРОГ ЖИРНЫЙ,,,,26543.61827,,27205.26,,25766.3,,26960.6,,27254.56,,27491.0,,21149.0,,30416.99
ТВОРОГ НЕЖИРНЫЙ,,,,24746.533838,,25431.83,,22561.9,,24632.0,,25339.48,,26269.0,,23970.0,,22895.16
ЙОГУРТ (за 250 г),,,,4639.276430999999,,5028.96,,4576.4,,4784.95,,4661.0,,4861.0,,3976.0,,4324.78
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,2867.797342,,2638.5,,2814.8,,2962.0,,2852.48,,2845.0,,2878.0,,3178.43
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,5836.118988,,6360.13,,6264.5,,6172.2,,5858.76,,5641.0,,5348.0,,5406.33
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,57456.333922000005,,49701.07,,64185.8,,44980.5,,50081.28,,72106.0,,51338.0,,51328.63
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,11349.746073999999,,10617.12,,11945.3,,10777.3,,11105.88,,11281.0,,12118.0,,11673.44
МОРОЖЕНОЕ,,,,46603.089399,,43638.1,,41936.2,,46191.55,,45229.68,,50428.0,,52454.0,,39175.24
СЫР  ТВЕРДЫЙ,,,,55552.621283,,52899.57,,50564.7,,56489.65,,56981.56,,57292.0,,54719.0,,58746.38
СЫР МЯГКИЙ ,,,,50971.343834,,37441.67,,38056.6,,31637.4,,31033.52,,85121.0,,33736.0,,60720.2
СЫР ПЛАВЛЕНЫЙ,,,,42861.351396,,42306.8,,44771.4,,41418.9,,40911.52,,43580.0,,43392.0,,42459.91
СЫР РАССОЛЬНЫЙ,,,,46808.465648,,45570.3,,43459.4,,46476.0,,46741.88,,48868.0,,48441.0,,44960.16
МАСЛО ЖИВОТНОЕ,,,,51211.179690000004,,48561.36,,49861.4,,47347.1,,51956.32,,50960.0,,56820.0,,53191.78
