,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,66497.24089201877,,65000.0,,67196.78,,68176.0,,46680.0,,70678.0,,,,75608.9
ГОВЯДИНА БЕСКОСТНАЯ,,,,105025.005076,,91328.08,,94393.23,,115352.63,,90539.92,,114254.0,,106092.0,,110655.1
СВИНИНА (кроме бескостного мяса),,,,71315.26458,,69563.52,,71385.44,,69104.58,,63138.78,,71055.0,,80014.0,,73046.15
СВИНИНА БЕСКОСТНАЯ,,,,102762.34572800001,,89860.2,,105379.63,,99762.02,,100768.66,,107929.0,,104956.0,,105126.5
ФАРШ МЯСНОЙ (без добавок),,,,71055.753516,,72163.72,,62309.32,,64444.42,,75309.4,,80693.0,,64754.0,,68130.25
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,30005.364592,,30213.68,,31358.97,,29504.84,,30684.62,,29929.0,,29746.0,,28689.15
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,43407.57036400001,,41613.04,,44805.82,,43397.81,,46709.6,,42629.0,,42836.0,,43343.8
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,28974.428584,,25852.92,,28124.06,,32975.52,,30958.58,,27966.0,,27869.0,,30666.8
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,5961.435815999999,,6584.48,,4754.57,,6441.12,,5761.58,,6880.0,,5217.0,,4876.1
ПЕЛЬМЕНИ МЯСНЫЕ,,,,45233.765011999996,,44325.6,,39310.27,,46558.23,,43568.14,,49258.0,,45462.0,,42493.45
САЛО,,,,89760.313952,,77321.44,,100837.13,,87432.67,,95138.22,,84587.0,,101379.0,,86134.25
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,57790.58388,,57632.92,,56578.79,,58706.78,,58132.78,,60391.0,,53959.0,,56648.9
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,46151.97716,,45008.76,,39013.29,,38830.61,,39001.42,,50731.0,,59045.0,,42458.5
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,34249.562516,,39185.36,,34497.91,,28233.63,,35635.56,,33945.0,,33352.0,,36374.55
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,87243.64465199999,,86074.32,,83639.7,,89301.01,,80515.22,,99883.0,,76840.0,,79692.45
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,165293.141704,,158574.2,,154136.59,,166732.08,,159658.46,,183219.0,,152025.0,,163432.3
"ПАШТЕТ, ЗЕЛЬЦ",,,,26780.597188000003,,28030.6,,25765.94,,26286.22,,21550.96,,29490.0,,26344.0,,26247.8
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,18512.113308,,17217.44,,17197.58,,22389.32,,16326.28,,17025.0,,22187.0,,17395.5
СОСИСКИ,,,,58197.978116,,56125.04,,53239.33,,57774.05,,56203.88,,62331.0,,56126.0,,61472.55
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,91013.94176000002,,103608.4,,80278.03,,77733.41,,104945.24,,97467.0,,76646.0,,94614.5
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,29223.816300000002,,26478.04,,30318.84,,32895.15,,28953.92,,30182.0,,25972.0,,29056.8
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,31554.962244000002,,27530.88,,31760.6,,35877.04,,35774.94,,31096.0,,28031.0,,32423.6
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,49183.063780000004,,50440.12,,50424.03,,49688.11,,49595.1,,46590.0,,52941.0,,46359.4
РЫБА ЖИВАЯ,,,,38195.462404000005,,38581.04,,34605.41,,40007.78,,39961.58,,38136.0,,39774.0,,35482.85
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,32588.787775999997,,27445.12,,28189.55,,35898.75,,26869.72,,36541.0,,33458.0,,34276.3
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,56415.687084,,46179.76,,42870.44,,48463.18,,49534.94,,83971.0,,45704.0,,46637.95
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,92523.48843199998,,73494.44,,100175.46,,117554.74,,91875.3,,77661.0,,106606.0,,93074.55
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,201640.046048,,201827.6,,197634.61,,133469.63,,185494.3,,208121.0,,257364.0,,214888.05
ИКРА ЛОСОСЕВЫХ РЫБ,,,,1067759.5214639998,,1033168.96,,1100708.3,,1088549.98,,984687.74,,1168281.0,,991815.0,,983407.9
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,28173.340848,,27131.16,,24567.84,,29583.88,,29519.68,,32218.0,,26908.0,,21711.25
СЕЛЬДЬ СОЛЕНАЯ,,,,42511.874456,,43587.84,,42558.19,,39341.53,,42428.9,,45090.0,,41688.0,,39893.3
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,45839.621532,,39242.28,,41397.22,,48564.8,,42862.36,,51185.0,,47416.0,,42581.95
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,16312.186716,,16933.08,,11746.42,,14694.59,,15462.66,,20194.0,,14468.0,,16477.25
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,31139.191496000003,,30148.0,,30887.15,,31867.05,,29419.56,,33975.0,,29328.0,,28815.3
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,20556.132048,,21251.28,,19787.69,,21343.82,,19295.3,,21864.0,,18959.0,,19830.2
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
