,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
МАСЛО РАСТИТЕЛЬНОЕ ,,,,5319.077966,,5206.84,,4969.16,,5152.08,,5135.81,,5598.0,,5402.0,,5431.81
МАРГАРИН,,,,6805.708942,,6497.46,,6440.12,,6379.34,,6519.11,,7260.0,,7256.0,,6642.48
ЯЙЦА  КУРИНЫЕ,,,,3300.4854320000004,,3273.32,,3231.2,,3252.32,,3382.24,,3243.0,,3511.0,,3237.22
САХАР-ПЕСОК,,,,2868.3174200000003,,2845.06,,2750.96,,2816.46,,2980.0,,2928.0,,2859.0,,2846.93
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,42454.09758400001,,45405.24,,40538.64,,34917.3,,35480.25,,43672.0,,51429.0,,41881.73
КОФЕ  НАТУРАЛЬНЫЙ  В ЗЕРНАХ,,,,40391.86924200001,,41499.1,,34875.28,,36890.3,,50768.55,,34284.0,,46675.0,,46151.9
КОФЕ РАСТВОРИМЫЙ,,,,94003.07749800003,,92048.58,,99005.24,,87909.94,,94073.87,,81371.0,,99304.0,,123950.48
МЁД  НАТУРАЛЬНЫЙ,,,,30049.268940000005,,26570.0,,29002.48,,26875.82,,25187.49,,35914.0,,30883.0,,28406.68
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,735.7590200000001,,738.8,,758.16,,753.38,,669.03,,748.0,,696.0,,777.27
МУКА ПШЕНИЧНАЯ ,,,,1894.649122,,1787.08,,1893.88,,1780.98,,1943.4,,1984.0,,1867.0,,1941.45
ХЛЕБ РЖАНОЙ,,,,1783.8134937174377,,,,,,1926.46,,1362.42,,1812.0,,1899.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,1913.3213220000002,,2017.48,,1744.16,,1724.26,,1607.64,,2196.0,,1877.0,,1861.92
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3284.306442,,3288.48,,3059.88,,2729.04,,2720.75,,3879.0,,3598.0,,2852.44
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2075.2792840000006,,2245.6,,1816.76,,2307.0,,2683.0,,1777.0,,2069.0,,2012.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4753.6964020000005,,4809.08,,3699.0,,6158.88,,4638.57,,4178.0,,5387.0,,4720.19
"СУХАРИ, СУШКИ, БАРАНКИ",,,,7107.155846000001,,6040.2,,7652.88,,9172.6,,6308.07,,5750.0,,8419.0,,7495.35
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4231.118476000001,,4219.04,,4224.04,,4032.7,,4227.83,,4372.0,,4176.0,,4237.21
КРУПА МАННАЯ,,,,2166.182036,,2121.46,,2132.96,,2223.08,,2256.71,,2161.0,,2134.0,,2152.83
КРУПА ПШЕННАЯ,,,,2177.3789180000003,,2103.94,,2135.6,,2291.2,,2357.66,,2218.0,,2033.0,,2086.72
КРУПА ГРЕЧНЕВАЯ,,,,5786.919102000001,,5354.6,,5550.4,,6337.24,,6126.81,,5796.0,,5383.0,,6091.66
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2781.3564120000005,,2580.58,,2602.08,,2429.04,,3289.69,,2732.0,,3181.0,,2736.2
КУКУРУЗНЫЕ ХЛОПЬЯ,,,,6414.615672000001,,6239.42,,6608.44,,6252.54,,6524.82,,6206.0,,6872.0,,6388.24
КРУПА ПЕРЛОВАЯ,,,,1436.3916920000004,,1439.24,,1372.16,,1634.48,,1460.56,,1410.0,,1381.0,,1367.29
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,14318.850334000002,,14937.0,,12118.64,,12919.36,,14353.95,,17000.0,,13014.0,,12854.03
"ГОРОХ, ФАСОЛЬ",,,,2925.6830940000004,,2338.62,,2536.44,,2619.1,,2632.03,,3320.0,,3884.0,,2401.23
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,10423.326792000002,,9917.62,,11280.84,,9135.58,,9693.22,,12117.0,,8686.0,,10671.65
"МАКАРОНЫ, РОЖКИ",,,,2861.2801140000006,,2812.14,,3173.24,,2762.16,,2857.58,,2663.0,,3150.0,,2790.84
"ВЕРМИШЕЛЬ, ЛАПША",,,,2921.3729040000003,,2994.26,,3071.04,,2762.16,,2872.47,,2700.0,,3180.0,,3116.87
ВОДКА ,,,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0,,16480.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,22438.861554,,21914.38,,18022.48,,18457.64,,25038.58,,23999.0,,24811.0,,23356.77
КОНЬЯК,,,,55544.136986,,52101.84,,50563.32,,48577.92,,51358.21,,68407.0,,49656.0,,54421.55
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,18290.797030000005,,13882.04,,15226.2,,14336.68,,13284.63,,28758.0,,15413.0,,14803.58
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17978.731006,,12917.38,,16186.24,,13878.32,,14094.74,,26504.0,,15095.0,,17956.02
ПИВО,,,,3326.117906000001,,3139.26,,3058.08,,3057.8,,3372.2,,3756.0,,3216.0,,3226.93
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,14749.449384,,15860.92,,15204.56,,15397.4,,15533.78,,14334.0,,12416.0,,15642.39
ВАФЛИ,,,,10318.431922000002,,9945.48,,10071.32,,10209.12,,10051.49,,10980.0,,10021.0,,10209.89
ПРЯНИКИ,,,,7215.510910000001,,6181.0,,7632.48,,6893.94,,6665.5,,7448.0,,7743.0,,7657.8
ПЕЧЕНЬЕ ,,,,7232.565366,,6703.1,,7197.32,,6713.86,,7499.73,,7501.0,,7756.0,,6896.45
ТОРТ,,,,16982.459688000003,,15496.68,,17131.52,,18759.84,,16649.8,,17515.0,,15462.0,,17492.49
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1543.8101440000003,,1446.7,,1404.4,,1739.88,,1593.97,,1650.0,,1461.0,,1359.07
ИРИС,,,,8025.7547540000005,,7537.26,,7190.0,,8290.86,,7815.93,,8934.0,,7587.0,,7751.99
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,7599.289690000001,,7437.84,,8149.64,,7129.04,,7089.03,,7113.0,,8170.0,,8750.84
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,17562.235752000004,,16578.58,,18630.0,,16735.04,,17527.71,,17992.0,,17761.0,,17296.44
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,9023.588930000002,,9451.6,,9008.24,,9495.12,,9146.69,,8073.0,,9336.0,,9763.06
ШОКОЛАД,,,,32205.856908,,31256.52,,31169.68,,32038.66,,32602.05,,32650.0,,32794.0,,32410.29
ХАЛВА,,,,8691.964824,,8207.86,,8089.84,,7740.38,,7833.58,,10190.0,,8476.0,,8573.04
МАРМЕЛАД,,,,7673.505754000001,,7367.54,,8048.36,,8220.26,,7214.17,,7125.0,,7578.0,,8936.61
ЗЕФИР,,,,10039.55616,,11919.44,,8528.36,,8369.1,,9852.41,,10917.0,,9993.0,,9627.06
КАКАО - ПОРОШОК (за 200 г),,,,4512.605026,,3614.64,,4512.88,,5723.52,,4119.19,,4984.0,,3836.0,,4194.25
КАРТОФЕЛЬ,,,,1466.6107800000002,,1231.52,,1402.36,,1369.14,,1319.37,,1676.0,,1499.0,,1527.64
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,2925.8179740000005,,3075.42,,2838.08,,2447.36,,3302.44,,2969.0,,2818.0,,3137.63
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,1616.9348140000004,,1388.42,,1695.68,,1613.34,,1566.11,,1736.0,,1602.0,,1583.13
ЛУК РЕПЧАТЫЙ,,,,1903.7122140000001,,1755.72,,2270.12,,1772.96,,1679.31,,1866.0,,1967.0,,2076.43
СВЕКЛА,,,,1300.9955000000002,,1134.56,,1502.24,,1292.96,,1202.82,,1292.0,,1326.0,,1376.2
МОРКОВЬ,,,,1681.08298,,1541.64,,1925.56,,1553.6,,1385.88,,1788.0,,1796.0,,1600.19
ПОМИДОРЫ СВЕЖИЕ,,,,3978.273012,,3115.98,,4180.96,,3926.54,,4380.88,,4384.0,,3771.0,,3735.1
ОГУРЦЫ СВЕЖИЕ,,,,3905.8962420000003,,2633.76,,3609.52,,3695.64,,4304.43,,4607.0,,4113.0,,3601.31
ЧЕСНОК,,,,16607.435346000002,,12198.22,,15925.04,,14374.5,,16359.49,,19013.0,,18048.0,,17847.83
ПЕРЕЦ СЛАДКИЙ,,,,7602.213892000002,,7061.88,,10344.2,,7479.72,,9735.62,,6975.0,,6923.0,,5694.5
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,9517.152636,,9305.5,,8097.88,,9448.82,,8628.2,,11049.0,,9245.0,,8846.1
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,4999.944564000001,,3998.52,,4787.88,,4643.22,,4425.85,,4658.0,,6323.0,,6537.31
СОУС ТОМАТНЫЙ,,,,5811.408534000001,,5689.16,,5936.48,,5614.12,,5492.15,,5458.0,,6526.0,,6288.0
ЯБЛОКИ,,,,3004.5740820000005,,2287.68,,3248.88,,2850.3,,2485.94,,3219.0,,3263.0,,3430.69
"ЦИТРУСОВЫЕ ПЛОДЫ (апельсины, лимоны, мандарины)",,,,7046.310786000001,,6958.5,,6015.76,,7051.38,,8243.55,,6985.0,,7656.0,,6384.13
ВИНОГРАД,,,,8054.037014000001,,8420.08,,8743.44,,7867.04,,8989.29,,8005.0,,7189.0,,7471.94
БАНАНЫ,,,,4392.697972000001,,4252.6,,4166.56,,4298.18,,4517.61,,4459.0,,4540.0,,4442.65
СУХОФРУКТЫ,,,,12658.975352000005,,10407.34,,12480.8,,12799.08,,13389.91,,12097.0,,14379.0,,13723.86
ОРЕХИ,,,,17626.457040000005,,12304.68,,18275.88,,21143.22,,11901.01,,18388.0,,18408.0,,21661.29
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8499.034110000002,,7392.84,,9018.76,,8136.18,,8539.58,,9065.0,,8462.0,,8317.56
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,8364.387570000003,,8112.42,,8874.44,,7689.92,,7428.72,,8666.0,,8805.0,,8523.45
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3636.403166000001,,3408.98,,3602.76,,3646.18,,3469.05,,4000.0,,3304.0,,3661.66
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1800.8016380000004,,1708.78,,1643.6,,1509.74,,1976.45,,2069.0,,1789.0,,1627.18
ВОДА МИНЕРАЛЬНАЯ ,,,,1147.360208,,1111.92,,1227.28,,1153.34,,1202.11,,1116.0,,1135.0,,1134.8
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,3966.2148540000007,,4456.04,,4867.84,,3334.34,,3712.76,,3810.0,,3726.0,,4163.38
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,13181.354258000001,,14185.84,,16044.24,,18997.98,,9242.12,,9922.0,,9566.0,,18643.25
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3869.44873,,1964.98,,2838.16,,2437.0,,1418.32,,8308.0,,2473.0,,2391.49
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1153.14316,,898.1,,969.76,,1114.14,,946.22,,1685.0,,884.0,,961.92
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1309.3812900000003,,1031.72,,1020.08,,1411.88,,1169.67,,1699.0,,1193.0,,1158.46
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,691.8162460000002,,685.46,,694.88,,678.68,,700.0,,700.0,,681.0,,700.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4212.966048000001,,3750.36,,3905.04,,4487.18,,4009.57,,4280.0,,4394.0,,4559.27
МАЙОНЕЗ,,,,7417.036898,,7171.92,,7877.6,,7228.68,,7532.81,,7072.0,,7722.0,,7777.87
УКСУС ,,,,3429.5595100000005,,3294.26,,3529.88,,3483.2,,3444.48,,3462.0,,3339.0,,3445.12
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1115.533504,,1066.98,,1220.84,,1035.56,,1109.89,,1149.0,,1086.0,,1123.42
СОДА ПИЩЕВАЯ,,,,3290.9665360000004,,3242.6,,3447.56,,3055.16,,3541.92,,2832.0,,3914.0,,3511.63
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1382.2299780000003,,1472.08,,1408.32,,1274.06,,1399.68,,1335.0,,1431.0,,1416.74
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,4208.784466,,4412.86,,4442.56,,3557.8,,4173.4,,4097.0,,3976.0,,5220.47
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,23513.305698000004,,23050.82,,21677.68,,22994.06,,22482.97,,26601.0,,20511.0,,24339.92
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,8831.444620000002,,8509.76,,7802.84,,8633.68,,7818.36,,9470.0,,9229.0,,9495.49
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,12134.330514000003,,8604.88,,9296.0,,13356.32,,10106.33,,16985.0,,11999.0,,7900.25
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,9343.160934000001,,9633.0,,8758.76,,8698.12,,7482.37,,10196.0,,9434.0,,10077.66
КУРТКА МУЖСКАЯ  ЗИМНЯЯ,,,,249897.136344,,241480.0,,256075.2,,260131.34,,227868.53,,274053.0,,225000.0,,235800.0
ПАЛЬТО МУЖСКОЕ ДЕМИСЕЗОННОЕ,,,,338518.617798,,314855.38,,320570.68,,331952.86,,288693.85,,377757.0,,390000.0,,271552.25
КУРТКА МУЖСКАЯ  ИЗ ПЛАЩЕВОЙ ТКАНИ  ,,,,151369.95265000002,,135631.84,,144611.36,,154738.98,,154525.14,,174503.0,,117308.0,,161019.55
КОСТЮМ МУЖСКОЙ,,,,260340.17321400004,,243286.98,,239925.64,,235904.66,,244353.31,,303863.0,,249483.0,,257277.8
ДЖИНСЫ МУЖСКИЕ,,,,100916.06184600001,,93182.9,,80384.88,,101504.94,,103009.77,,103037.0,,120250.0,,97786.36
БРЮКИ МУЖСКИЕ     ,,,,76024.52767400003,,64053.94,,80403.2,,65495.42,,82322.13,,86712.0,,71982.0,,71764.21
СОРОЧКА МУЖСКАЯ,,,,42303.434512000014,,40583.18,,42967.48,,36533.88,,45783.19,,43646.0,,43027.0,,43297.51
КОСТЮМ МУЖСКОЙ СПОРТИВНЫЙ,,,,104374.15968400001,,91944.98,,119148.16,,92846.24,,95419.87,,102471.0,,115165.0,,116731.47
ШАПКА  МУЖСКАЯ  МЕХОВАЯ   ,,,,296236.6318355843,,281132.0,,450719.6,,340440.8,,165970.24,,247500.0,,,,337500.0
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ",,,,71279.63857400001,,65362.9,,70682.28,,65710.26,,66265.11,,72010.0,,81043.0,,75874.54
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ  ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ",,,,42585.04068800001,,45505.08,,36359.72,,42398.42,,35494.15,,41471.0,,55267.0,,37986.01
МАЙКА МУЖСКАЯ,,,,8418.238322000001,,6810.56,,8461.84,,8796.48,,7992.11,,9018.0,,8477.0,,8685.2
ТРУСЫ МУЖСКИЕ,,,,7931.237678000001,,6922.22,,8067.04,,7530.3,,7101.27,,7929.0,,9565.0,,8052.91
ФУТБОЛКА МУЖСКАЯ ИЗ  ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА,,,,23031.004580000004,,23689.04,,18974.96,,19667.88,,16134.06,,26662.0,,25599.0,,25285.58
НОСКИ МУЖСКИЕ ИЗ ХЛОПЧАТОБУМАЖНОЙ И  СМЕСОВОЙ ПРЯЖИ,,,,3988.8389820000007,,3504.24,,3308.56,,3330.66,,4148.18,,4830.0,,4036.0,,3849.04
НОСКИ МУЖСКИЕ ИЗ  ПОЛУШЕРСТЯНОЙ ПРЯЖИ,,,,4518.449340000001,,4256.08,,4298.64,,4368.82,,4554.95,,4730.0,,4573.0,,4637.88
ДУБЛЕНКА МУЖСКАЯ,,,,1070380.2973280002,,1380000.0,,1181770.0,,1262000.0,,790357.34,,919100.0,,1076667.0,,965175.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,32582.364742,,26753.2,,31413.72,,31612.4,,31248.21,,39460.0,,28986.0,,31330.36
ПИДЖАК МУЖСКОЙ ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ ,,,,146743.76644800004,,135425.0,,138543.2,,129588.34,,123877.41,,184839.0,,129414.0,,143170.84
ПАЛЬТО ЖЕНСКОЕ ЗИМНЕЕ ,,,,592465.5739020001,,552658.0,,616301.04,,537545.2,,522031.03,,617112.0,,628650.0,,643889.6
ДУБЛЕНКА ЖЕНСКАЯ,,,,1417035.943192,,1350000.0,,1698550.0,,1451000.0,,969081.84,,1577143.0,,1472600.0,,1090223.22
ПАЛЬТО ЖЕНСКОЕ ДЕМИСЕЗОННОЕ,,,,360001.8444360001,,379741.9,,370758.44,,345790.38,,312949.52,,385717.0,,335662.0,,358529.7
КУРТКА ЖЕНСКАЯ,,,,169596.645802,,155353.86,,165909.12,,184604.6,,171033.86,,179345.0,,146297.0,,179085.32
КОСТЮМ ЖЕНСКИЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ,,,,225569.64945200004,,134617.0,,176036.84,,182365.96,,143172.22,,389750.0,,158563.0,,211061.1
