,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА ПЕРВОЙ КАТЕГОРИИ,1,21,,11672.0416,,10945.6,,10823.5,,9940.0,,11020.0,,12659.0,,11510.0,,12976.0
ПОЛУФАБРИКАТЫ МЯСНЫЕ ИЗ ГОВЯДИНЫ,1,21,,17983.983067,,16158.92,,19676.1,,18703.99,,16843.12,,19297.0,,15498.0,,16329.24
СВИНИНА (кроме бескостного мяса),1,21,,11209.56257,,11306.84,,10300.44,,11011.34,,9763.36,,11580.0,,12070.0,,11542.72
ПОЛУФАБРИКАТЫ МЯСНЫЕ  ИЗ СВИНИНЫ,1,21,,17997.615418,,16635.54,,16845.58,,17644.24,,18148.8,,18843.0,,18996.0,,17169.2
ФАРШ МЯСНОЙ (без добавок),1,21,,13944.864974,,13246.2,,12389.81,,13543.38,,15774.12,,15048.0,,13083.0,,12536.72
МЯСО ПТИЦЫ,1,21,,7531.851895000001,,7559.86,,7667.79,,7370.29,,7472.16,,7514.0,,7534.0,,7658.08
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,1,21,,9792.131687,,9837.0,,9937.33,,8791.87,,9601.04,,9997.0,,9837.0,,10257.2
СУБПРОДУКТЫ ИЗ ПТИЦЫ,1,21,,4933.373511,,5338.66,,5422.61,,5880.93,,5065.6,,3969.0,,5492.0,,5289.04
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),1,21,,1049.227026,,1040.96,,886.63,,1020.02,,859.6,,1231.0,,1034.0,,861.76
ПЕЛЬМЕНИ МЯСНЫЕ,1,21,,9208.254667000001,,8442.48,,7640.48,,9316.83,,8860.4,,10133.0,,9738.0,,8333.6
САЛО,1,21,,12813.704968,,10031.98,,12222.45,,12226.82,,11709.04,,15385.0,,10734.0,,11697.92
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,1,21,,12456.601405000001,,12377.76,,12295.44,,12628.29,,12085.76,,12552.0,,12422.0,,12556.0
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,1,21,,9384.091815,,9669.6,,9794.33,,9877.83,,9561.52,,8832.0,,10055.0,,8998.8
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,1,21,,7720.945922,,8069.6,,8298.65,,6523.86,,7558.64,,7439.0,,8615.0,,8334.4
КОЛБАСА ПОЛУКОПЧЕНАЯ,1,21,,18287.867639,,15886.36,,19172.28,,18622.99,,17584.24,,19141.0,,16619.0,,18868.64
