,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
"ПАШТЕТ, ЗЕЛЬЦ",,,,6070.668820000001,,5803.6,,5822.88,,5608.74,,5211.27,,7136.0,,6256.0,,5149.03
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,3910.1592480000004,,3768.12,,3641.24,,4169.3,,3531.23,,4120.0,,4187.0,,3492.15
СОСИСКИ,,,,12937.144598,,11985.24,,12008.8,,13157.04,,12505.71,,13857.0,,12319.0,,13880.48
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,19208.381806000005,,19744.64,,21781.72,,16479.06,,19980.76,,19749.0,,15876.0,,21873.56
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,5975.553988000001,,5698.02,,5545.96,,6261.08,,5806.25,,6289.0,,6297.0,,5329.36
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,5564.366464000001,,5339.24,,4877.16,,5498.42,,5850.89,,5816.0,,5804.0,,5435.23
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,6517.945738,,6631.76,,6570.96,,6661.16,,6461.87,,6712.0,,5667.0,,6919.65
РЫБА ЖИВАЯ,,,,6198.104568000002,,5183.98,,6362.68,,6647.34,,6203.78,,6575.0,,6106.0,,5835.04
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,9344.215976000001,,6192.66,,8471.28,,7815.0,,9203.27,,11646.0,,9696.0,,10026.96
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,12668.162594000003,,10826.8,,9166.56,,9399.16,,10294.75,,19609.0,,10426.0,,11079.14
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,22661.441896,,20486.22,,27211.92,,24334.0,,22948.75,,21461.0,,24184.0,,18478.96
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,31955.214742,,26017.92,,25856.48,,23435.56,,27868.99,,35599.0,,35600.0,,47357.97
ИКРА ЛОСОСЕВЫХ РЫБ,,,,223818.11887000003,,188065.32,,210788.08,,229973.74,,220046.6,,247397.0,,219883.0,,224172.12
ПРОЧИЕ ВИДЫ ИКРЫ РЫБ (за условную банку весом  200 г),,,,5603.085672000001,,6628.12,,4693.48,,6425.52,,4620.76,,6021.0,,5057.0,,4982.19
СЕЛЬДЬ СОЛЕНАЯ,,,,7491.148524,,7976.74,,6440.32,,7000.18,,7320.5,,8067.0,,7346.0,,7643.44
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,11189.533948000002,,11558.18,,11549.84,,11290.86,,9502.26,,10940.0,,12215.0,,11050.52
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,3638.162568,,3394.26,,3073.24,,3702.84,,3263.67,,4464.0,,3404.0,,3092.01
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,7845.843374,,7907.86,,7837.72,,7680.46,,7658.53,,7863.0,,7722.0,,8328.25
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,3495.5595020000005,,3355.04,,3450.08,,3682.7,,3443.58,,3513.0,,3156.0,,3982.01
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1535.021332,,1552.22,,1489.12,,1442.66,,1365.16,,1620.0,,1624.0,,1513.02
КЕФИР,,,,1553.25744,,1578.94,,1476.72,,1514.92,,1392.47,,1605.0,,1637.0,,1568.86
СМЕТАНА ,,,,6643.497426000001,,6131.56,,6577.88,,5453.86,,6529.12,,7657.0,,6401.0,,6791.85
ТВОРОГ ЖИРНЫЙ,,,,8442.328098,,8031.98,,6994.84,,7706.48,,8165.48,,10455.0,,7154.0,,8556.73
ТВОРОГ НЕЖИРНЫЙ,,,,7963.587722,,9744.54,,6330.16,,6226.8,,9472.54,,8691.0,,6386.0,,8799.79
ЙОГУРТ (за 250 г),,,,1578.642848,,2060.42,,1607.4,,1736.88,,1658.45,,1481.0,,1171.0,,1493.08
ГЛАЗИРОВАННЫЙ СЫРОК (за 50 г),,,,824.992246,,769.32,,760.44,,849.56,,804.89,,845.0,,780.0,,972.32
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,1947.184278,,1933.28,,2235.36,,1681.52,,1985.75,,2114.0,,1662.0,,1928.58
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,17243.181776000005,,18282.58,,13611.8,,14433.78,,18239.98,,18638.0,,18651.0,,17189.65
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,2720.526002,,2653.08,,2619.48,,2733.34,,2651.64,,2759.0,,2805.0,,2753.1
МОРОЖЕНОЕ,,,,12941.300432000002,,13144.48,,13322.32,,13990.94,,12057.19,,13313.0,,12642.0,,11211.47
СЫР  ТВЕРДЫЙ,,,,15578.467292000003,,15562.9,,15375.04,,16498.24,,15115.77,,15334.0,,14435.0,,17394.42
СЫР МЯГКИЙ ,,,,11548.296050000003,,9474.16,,11524.88,,10770.76,,11196.57,,14097.0,,10279.0,,10818.62
СЫР ПЛАВЛЕНЫЙ,,,,14142.724826000001,,11941.22,,13504.76,,11948.88,,12840.24,,16113.0,,15925.0,,14200.81
МАСЛО ЖИВОТНОЕ,,,,14689.503273999999,,13923.88,,14498.64,,14222.48,,14055.07,,15432.0,,13938.0,,16326.32
МАСЛО РАСТИТЕЛЬНОЕ ,,,,4607.488364000001,,4571.74,,4517.6,,4441.9,,4626.78,,4569.0,,4916.0,,4607.48
МАРГАРИН,,,,6547.098962,,6163.14,,6166.44,,6001.62,,6083.85,,7124.0,,7238.0,,6165.85
ЯЙЦА  КУРИНЫЕ,,,,3202.722608,,3266.24,,3112.0,,2964.2,,3201.08,,3269.0,,3386.0,,3107.45
САХАР-ПЕСОК,,,,2868.3174200000003,,2845.06,,2750.96,,2816.46,,2980.0,,2928.0,,2859.0,,2846.93
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,41266.415102,,45095.54,,44113.24,,33566.3,,34869.83,,39669.0,,50975.0,,39930.69
КОФЕ  НАТУРАЛЬНЫЙ  В ЗЕРНАХ,,,,39709.08494000001,,41224.6,,34636.04,,36584.02,,49358.81,,34129.0,,46424.0,,42666.94
КОФЕ РАСТВОРИМЫЙ,,,,93325.39722000003,,91181.34,,97730.12,,86529.2,,95753.05,,80307.0,,101066.0,,120153.75
МЁД  НАТУРАЛЬНЫЙ,,,,28518.282498,,24821.02,,28579.6,,24929.12,,23807.44,,35222.0,,28140.0,,25851.3
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,710.3303800000001,,728.4,,734.0,,735.5,,646.75,,721.0,,652.0,,749.3
МУКА ПШЕНИЧНАЯ ,,,,1878.1552140000001,,1769.1,,1912.04,,1740.16,,1940.64,,1978.0,,1807.0,,1941.39
ХЛЕБ РЖАНОЙ,,,,1710.9067943610173,,,,,,1902.42,,1256.4,,1785.0,,1723.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,1861.36208,,1986.78,,1685.36,,1662.02,,1564.8,,2153.0,,1808.0,,1796.99
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,2941.614544,,3048.62,,2922.68,,2670.3,,2604.68,,2828.0,,3571.0,,2911.8
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2187.998476,,2183.56,,2083.0,,3070.04,,2644.0,,1777.0,,2014.0,,1992.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4670.557716000001,,4749.88,,3607.68,,5997.46,,4493.71,,4114.0,,5448.0,,4523.28
"СУХАРИ, СУШКИ, БАРАНКИ",,,,6847.841426000001,,5769.94,,7230.24,,8889.94,,6086.97,,5602.0,,7953.0,,7444.83
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4106.173586000001,,4128.26,,4125.2,,3835.68,,4113.58,,4180.0,,4142.0,,4165.78
КРУПА МАННАЯ,,,,2144.7594160000003,,2111.76,,2166.44,,2214.9,,2148.63,,2147.0,,2077.0,,2156.88
КРУПА ПШЕННАЯ,,,,1988.6401880000003,,1931.52,,1979.68,,1913.44,,2265.88,,2000.0,,1909.0,,1974.08
КРУПА ГРЕЧНЕВАЯ,,,,3021.7000300000004,,2957.58,,2947.16,,2930.88,,2895.98,,3070.0,,3032.0,,3299.85
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2708.8805300000004,,2473.04,,2522.12,,2305.58,,3127.32,,2682.0,,3126.0,,2793.5
КУКУРУЗНЫЕ ХЛОПЬЯ,,,,6241.783272000001,,6083.26,,6466.2,,6071.32,,6348.37,,6238.0,,6401.0,,6076.38
КРУПА ПЕРЛОВАЯ,,,,1419.576248,,1415.74,,1345.08,,1599.56,,1443.31,,1407.0,,1366.0,,1356.9
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,13042.477578000002,,11631.78,,11426.72,,11359.2,,11395.28,,16960.0,,11568.0,,12602.75
"ГОРОХ, ФАСОЛЬ",,,,2820.3553360000005,,2321.22,,2419.36,,2454.36,,2510.59,,3209.0,,3720.0,,2395.28
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,10434.810408000001,,9585.32,,11525.6,,8828.2,,9552.82,,12016.0,,8380.0,,12190.69
"МАКАРОНЫ, РОЖКИ",,,,2757.535636,,2881.26,,3053.44,,2589.2,,2740.07,,2603.0,,2880.0,,2723.39
"ВЕРМИШЕЛЬ, ЛАПША",,,,2846.4636380000006,,2844.66,,2866.64,,2579.3,,2771.27,,3055.0,,2850.0,,2711.3
ВОДКА ,,,,15111.347138000001,,15070.74,,14931.24,,15240.0,,14660.0,,15240.0,,15172.0,,15240.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,22030.967850000005,,21387.68,,17360.52,,14717.48,,23818.77,,25189.0,,25204.0,,23352.94
КОНЬЯК,,,,54876.347886,,53259.04,,49776.96,,49019.72,,48790.91,,70314.0,,45502.0,,50439.87
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,16355.212558000001,,13704.04,,15258.28,,13897.48,,12975.47,,22260.0,,14960.0,,14401.67
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,18189.006368000006,,12531.1,,16773.24,,13498.72,,13658.19,,27887.0,,14292.0,,18365.95
ПИВО,,,,3192.117542,,3097.02,,2954.88,,3001.72,,3321.56,,3488.0,,3041.0,,3160.39
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,15416.303054000002,,15782.56,,15202.96,,15290.06,,15514.46,,15384.0,,15187.0,,15689.54
ВАФЛИ,,,,9305.223688000002,,9269.76,,9421.52,,9143.36,,8758.92,,9448.0,,9667.0,,9090.63
ПРЯНИКИ,,,,6836.5477280000005,,5972.68,,7167.8,,6597.26,,6393.33,,7006.0,,7284.0,,7224.08
ПЕЧЕНЬЕ ,,,,6902.088936000001,,6609.8,,6937.08,,6370.26,,7036.85,,6982.0,,7561.0,,6630.76
ТОРТ,,,,16326.638392000003,,14996.34,,16313.56,,18520.48,,15693.29,,17066.0,,14353.0,,16704.66
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1506.1404020000002,,1423.16,,1373.68,,1671.42,,1414.68,,1602.0,,1569.0,,1295.71
ИРИС,,,,7625.023524,,7221.42,,7369.24,,7998.38,,7468.44,,7998.0,,7344.0,,7533.94
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,7213.089836000002,,7159.46,,7870.4,,6595.36,,6878.79,,6537.0,,8002.0,,8295.24
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,16736.086912000002,,16058.6,,18426.92,,15842.96,,16676.9,,16542.0,,17265.0,,16614.26
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,8743.921462,,9084.04,,9023.6,,9211.62,,8747.78,,7899.0,,9010.0,,9171.15
ШОКОЛАД,,,,31019.148926000005,,30025.2,,30571.12,,30411.26,,30989.82,,31578.0,,31820.0,,31012.41
ХАЛВА,,,,8381.263270000001,,7949.2,,8029.28,,7501.4,,7577.05,,9741.0,,8084.0,,8233.34
МАРМЕЛАД,,,,7393.169108000001,,7209.12,,7428.56,,7943.08,,7011.82,,7050.0,,7172.0,,8460.99
ЗЕФИР,,,,9551.892234,,11775.94,,8350.16,,8101.32,,9305.92,,10542.0,,8693.0,,9006.15
КАКАО - ПОРОШОК (за 200 г),,,,3988.7259700000004,,3293.32,,3593.32,,4653.34,,3759.72,,4715.0,,3295.0,,3797.52
КАРТОФЕЛЬ,,,,1442.0515340000002,,1303.42,,1264.76,,1362.84,,1284.04,,1699.0,,1387.0,,1503.24
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,2807.2850180000005,,2959.96,,2882.72,,2392.82,,3057.76,,2819.0,,2655.0,,3016.58
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,2340.8886680000005,,1981.82,,2299.64,,2325.32,,2078.13,,2571.0,,2620.0,,2125.28
ЛУК РЕПЧАТЫЙ,,,,2871.066846,,2962.64,,2579.2,,2737.7,,3128.86,,3094.0,,2272.0,,3305.46
СВЕКЛА,,,,1993.9709960000005,,1408.06,,1311.68,,1819.16,,1956.41,,3071.0,,989.0,,2467.66
МОРКОВЬ,,,,2523.1509180000003,,2213.14,,1787.72,,2414.12,,2562.26,,3452.0,,1962.0,,2277.41
ПОМИДОРЫ СВЕЖИЕ,,,,5978.456314000001,,5576.08,,5603.16,,5918.68,,5933.39,,6454.0,,5963.0,,5833.56
ОГУРЦЫ СВЕЖИЕ,,,,2405.3769660000003,,1973.98,,2745.4,,2461.02,,2505.87,,2482.0,,2254.0,,2400.17
ЧЕСНОК,,,,10789.041736000003,,9536.34,,10231.28,,10607.38,,11268.68,,11536.0,,10541.0,,11190.65
ПЕРЕЦ СЛАДКИЙ,,,,10734.684130000003,,9921.62,,11428.88,,11212.32,,12662.66,,9253.0,,10150.0,,13057.28
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,8947.363584000002,,8993.6,,8505.56,,9528.84,,8581.12,,8966.0,,9116.0,,8704.74
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,4976.869802000001,,3951.1,,5081.4,,4692.64,,4289.92,,4614.0,,6215.0,,6374.5
СОУС ТОМАТНЫЙ,,,,5792.230016000001,,5696.7,,5670.32,,5614.78,,5479.96,,5526.0,,6552.0,,6195.0
ЯБЛОКИ,,,,3420.88215,,3047.9,,3672.72,,3315.5,,3176.09,,3500.0,,3482.0,,3697.47
"ЦИТРУСОВЫЕ ПЛОДЫ (апельсины, лимоны, мандарины)",,,,5657.869112,,5390.58,,5093.52,,5610.1,,6541.32,,5627.0,,6063.0,,5294.73
ВИНОГРАД,,,,11964.435596000003,,11252.08,,13560.16,,11967.34,,12992.73,,10767.0,,12022.0,,12987.47
БАНАНЫ,,,,4859.771626000001,,4706.46,,4713.44,,4961.1,,5258.85,,4588.0,,5064.0,,5087.66
СУХОФРУКТЫ,,,,12404.762186000002,,10033.64,,12589.16,,11803.26,,13638.34,,11992.0,,14056.0,,13387.0
ОРЕХИ,,,,17171.450482000004,,11972.14,,17457.36,,17386.36,,11900.56,,20572.0,,17368.0,,19402.81
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8493.705068000001,,7325.5,,9224.96,,8159.42,,8471.96,,8958.0,,8385.0,,8540.84
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,8116.518884000001,,7831.54,,8606.96,,7412.5,,7327.38,,8494.0,,8347.0,,8339.31
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3646.837546,,3398.32,,3521.2,,3615.32,,3393.09,,4098.0,,3428.0,,3555.09
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1768.874064,,1640.52,,1626.96,,1500.5,,1947.41,,2023.0,,1794.0,,1572.66
ВОДА МИНЕРАЛЬНАЯ ,,,,1088.5921360000002,,1071.7,,1135.04,,1100.06,,1132.62,,1060.0,,1081.0,,1080.97
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,4164.125266000001,,4852.68,,4940.96,,3402.02,,3898.12,,3830.0,,4031.0,,4749.6
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,12771.518168,,14623.6,,15896.64,,18026.36,,9591.22,,10012.0,,8929.0,,15853.63
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3761.3219040000004,,1932.56,,2238.72,,2379.06,,1335.69,,8148.0,,2533.0,,2554.94
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1143.8594620000003,,895.64,,945.32,,1170.42,,834.1,,1652.0,,905.0,,997.09
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1168.1757660000003,,984.92,,963.2,,1487.12,,1169.67,,1174.0,,1193.0,,1158.46
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,692.1132460000001,,685.46,,694.88,,678.68,,700.0,,700.0,,683.0,,700.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4201.401898000001,,3750.36,,3877.68,,4470.6,,4009.57,,4280.0,,4353.0,,4559.27
МАЙОНЕЗ,,,,7215.111752000002,,7122.04,,7635.68,,6846.32,,7387.98,,6865.0,,7414.0,,7781.84
УКСУС ,,,,3386.3751840000004,,3244.58,,3422.88,,3355.08,,3433.99,,3434.0,,3337.0,,3464.67
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1120.6487100000002,,1042.94,,1259.68,,1048.76,,1083.92,,1155.0,,1136.0,,1079.2
СОДА ПИЩЕВАЯ,,,,3149.639608,,3050.02,,3270.6,,2901.34,,3401.56,,2851.0,,3704.0,,3174.76
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1329.860386,,1435.6,,1335.0,,1250.38,,1333.4,,1247.0,,1420.0,,1376.8
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,3965.8126640000005,,4245.98,,4475.64,,3423.84,,3866.87,,3772.0,,3809.0,,4581.36
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,23019.551112,,23201.8,,22293.2,,22944.42,,21449.39,,25209.0,,19761.0,,24417.8
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,8685.73249,,8503.28,,7847.84,,7817.38,,7827.66,,9449.0,,9563.0,,8661.16
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,11320.338156000002,,8481.68,,9244.16,,12506.32,,8959.64,,15027.0,,11637.0,,8036.78
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,9031.575310000002,,9891.96,,8254.2,,8083.58,,6791.14,,10267.0,,8858.0,,9453.89
КУРТКА МУЖСКАЯ  ЗИМНЯЯ,,,,267419.56949886103,,234686.4,,328660.0,,,,204505.07,,280800.0,,,,
ПАЛЬТО МУЖСКОЕ ДЕМИСЕЗОННОЕ,,,,322594.15852200007,,294102.24,,302332.44,,341180.82,,277872.34,,415000.0,,234010.0,,292191.96
КУРТКА МУЖСКАЯ  ИЗ ПЛАЩЕВОЙ ТКАНИ  ,,,,145876.376388,,135973.42,,139906.72,,155551.0,,139026.83,,166847.0,,116429.0,,147929.19
КОСТЮМ МУЖСКОЙ,,,,259178.797186,,237794.4,,243966.24,,231301.76,,242034.35,,304706.0,,247018.0,,258033.89
ДЖИНСЫ МУЖСКИЕ,,,,96307.54251600002,,90140.0,,78397.68,,97124.42,,95188.81,,97999.0,,115260.0,,92822.04
БРЮКИ МУЖСКИЕ     ,,,,74156.84509000002,,62895.8,,79252.88,,62668.08,,78967.95,,84400.0,,71959.0,,69431.71
СОРОЧКА МУЖСКАЯ,,,,39614.03315,,38936.82,,42100.4,,35875.14,,43945.17,,38470.0,,38783.0,,42336.06
КОСТЮМ МУЖСКОЙ СПОРТИВНЫЙ,,,,103481.05893200001,,88440.68,,109383.48,,91273.46,,92064.83,,111381.0,,109193.0,,114790.74
ШАПКА  МУЖСКАЯ  МЕХОВАЯ   ,,,,278974.7027908836,,288783.0,,277610.0,,381880.0,,165971.62,,266534.0,,,,
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ",,,,70354.40509400002,,62884.64,,66544.4,,64166.9,,66116.7,,76359.0,,75375.0,,73880.21
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ  ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ",,,,41061.643462,,44885.18,,38314.72,,41919.86,,35080.61,,37707.0,,54267.0,,33802.43
МАЙКА МУЖСКАЯ,,,,7934.9121540000015,,6851.26,,7863.04,,8094.18,,7337.63,,8509.0,,8098.0,,8055.84
ТРУСЫ МУЖСКИЕ,,,,7366.603672000001,,6752.78,,7573.76,,6825.22,,5750.72,,7369.0,,9263.0,,7504.18
ФУТБОЛКА МУЖСКАЯ ИЗ  ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА,,,,24116.046242,,23413.64,,18067.56,,19866.0,,15672.45,,31227.0,,27313.0,,23190.43
НОСКИ МУЖСКИЕ ИЗ ХЛОПЧАТОБУМАЖНОЙ И  СМЕСОВОЙ ПРЯЖИ,,,,3870.1893000000005,,3469.32,,3295.84,,3216.18,,3943.63,,4753.0,,3758.0,,3708.78
НОСКИ МУЖСКИЕ ИЗ  ПОЛУШЕРСТЯНОЙ ПРЯЖИ,,,,4389.161272,,4194.46,,4541.72,,4304.5,,4312.8,,4217.0,,4704.0,,4637.88
ДУБЛЕНКА МУЖСКАЯ,,,,1010308.9137984497,,1380000.0,,1392637.0,,,,677957.34,,820909.0,,1000000.0,,947991.89
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,34180.93077400001,,27729.36,,31647.96,,30899.26,,28530.6,,50313.0,,23487.0,,29106.0
ПИДЖАК МУЖСКОЙ ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ ,,,,144076.23813600003,,135755.44,,139097.28,,127647.6,,117898.16,,183733.0,,126768.0,,131276.4
ПАЛЬТО ЖЕНСКОЕ ЗИМНЕЕ ,,,,580951.830988,,570319.9,,636893.04,,538080.0,,508086.31,,645590.0,,498053.0,,614667.0
ДУБЛЕНКА ЖЕНСКАЯ,,,,1267189.6286289482,,1350000.0,,1739241.0,,,,772705.3,,1345000.0,,1150000.0,,1090223.22
ПАЛЬТО ЖЕНСКОЕ ДЕМИСЕЗОННОЕ,,,,372572.89590800006,,365050.54,,423289.92,,437523.42,,313193.48,,376964.0,,332743.0,,344052.54
КУРТКА ЖЕНСКАЯ,,,,162712.11903800003,,153799.52,,144323.72,,209044.98,,165454.42,,152600.0,,149816.0,,175805.57
КОСТЮМ ЖЕНСКИЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ,,,,226997.27700800006,,149015.4,,180005.76,,180206.6,,134899.12,,376250.0,,181287.0,,215603.05
