,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
СЫР ПЛАВЛЕНЫЙ,,,,36553.51383999999,,36073.42,,43096.1,,35702.5,,35072.37,,34788.0,,33859.0,,38845.72
МАСЛО ЖИВОТНОЕ,,,,43162.551604,,41384.64,,46278.23,,44008.76,,37148.35,,46417.0,,43845.0,,40355.12
МАСЛО РАСТИТЕЛЬНОЕ ,,,,19615.695566000002,,20097.88,,19817.29,,18944.58,,18845.52,,18329.0,,22007.0,,19463.2
МАРГАРИН,,,,22192.53235,,21465.7,,20042.66,,21426.76,,19664.56,,25104.0,,24143.0,,21600.52
ЯЙЦА  КУРИНЫЕ,,,,9563.003814000002,,9788.76,,8744.6,,8936.34,,10371.57,,9340.0,,10272.0,,9681.4
САХАР-ПЕСОК,,,,6836.77408,,6688.0,,6705.9,,6721.6,,7000.0,,7000.0,,6888.0,,6825.6
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,130785.881696,,134426.3,,113463.12,,112461.5,,114117.46,,146338.0,,157710.0,,124954.28
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,141279.31935,,124506.0,,160165.49,,143563.62,,166097.51,,116806.0,,148475.0,,145956.32
КОФЕ РАСТВОРИМЫЙ,,,,326516.01494599995,,348298.36,,304192.66,,292270.5,,317367.81,,307903.0,,348660.0,,380281.96
МЁД  НАТУРАЛЬНЫЙ,,,,60124.3839,,56655.1,,54854.59,,65415.26,,54839.92,,75818.0,,51617.0,,53396.84
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,1579.3584059999998,,1384.78,,1688.19,,1835.48,,1447.48,,1662.0,,1366.0,,1636.36
МУКА ПШЕНИЧНАЯ ,,,,3529.2099979999994,,3198.08,,3560.33,,3569.3,,3293.26,,3921.0,,3254.0,,3795.96
ХЛЕБ РЖАНОЙ,,,,4283.242821967076,,,,,,3188.84,,5755.36,,5059.0,,4601.0,,2567.0
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,4003.947218,,3695.26,,4176.1,,3130.68,,3428.46,,5116.0,,3669.0,,4486.32
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,6799.844077999999,,7151.0,,7154.42,,5523.98,,5791.59,,7542.0,,7265.0,,6767.64
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,4238.118522,,4350.66,,5017.57,,4230.0,,5295.0,,3481.0,,3770.0,,4073.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,10486.390851999999,,11363.4,,8039.6,,13871.0,,9360.43,,7432.0,,12353.0,,11466.44
"СУХАРИ, СУШКИ, БАРАНКИ",,,,18005.741898,,16493.84,,19126.35,,22663.66,,15646.18,,14352.0,,18987.0,,19719.56
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,11897.016345999999,,11491.0,,12000.99,,11453.98,,11690.79,,13155.0,,11279.0,,11775.32
КРУПА МАННАЯ,,,,5748.5001919999995,,5370.12,,6485.18,,7865.68,,4595.66,,5376.0,,4067.0,,6555.8
КРУПА ПШЕННАЯ,,,,10372.700937999998,,10340.8,,10890.48,,10888.18,,13634.68,,7087.0,,10023.0,,11931.6
КРУПА ГРЕЧНЕВАЯ,,,,18958.444610000002,,18586.92,,21182.35,,19194.7,,18900.73,,16762.0,,18796.0,,20578.08
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,9553.197524,,9524.5,,9175.87,,8580.06,,10157.56,,9941.0,,9861.0,,9652.76
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,22180.460044,,19360.02,,19590.4,,17178.74,,19406.39,,36583.0,,18392.0,,18739.52
КРУПА ПЕРЛОВАЯ,,,,4124.571804,,3891.34,,4201.75,,5061.86,,3860.01,,4002.0,,3608.0,,4238.32
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,37311.314,,33533.98,,39841.98,,31559.82,,31062.76,,52367.0,,35237.0,,30399.6
"ГОРОХ, ФАСОЛЬ",,,,9864.394486,,7726.98,,8103.56,,9348.44,,7094.53,,13244.0,,13089.0,,8106.64
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,34203.430012,,30009.82,,39049.77,,28186.54,,35348.07,,41790.0,,26865.0,,37716.28
"МАКАРОНЫ, РОЖКИ",,,,7024.855878,,7015.76,,7597.15,,6845.26,,6432.49,,7603.0,,6667.0,,6703.12
"ВЕРМИШЕЛЬ, ЛАПША",,,,7353.575895999999,,7406.64,,8459.87,,6915.2,,6451.81,,7892.0,,6802.0,,7313.68
ВОДКА ,,,,42686.179293999994,,42681.62,,43623.36,,43881.12,,42781.39,,41160.0,,43276.0,,41767.96
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,50799.641248,,47475.48,,48155.76,,50039.12,,51492.4,,51144.0,,52833.0,,55132.64
КОНЬЯК,,,,158518.594368,,131473.9,,199113.94,,135400.22,,146655.54,,209947.0,,130745.0,,139243.04
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,36919.424918,,31159.4,,34162.29,,33537.62,,31835.05,,52861.0,,35251.0,,32219.2
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,38092.442087999996,,25629.4,,35138.62,,29423.84,,29088.09,,66323.0,,31466.0,,38797.28
ПИВО,,,,8462.736394,,8125.82,,7510.96,,7879.44,,9824.16,,9080.0,,8268.0,,8616.16
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,33585.467663999996,,33105.38,,33767.42,,33437.14,,32876.03,,34343.0,,33511.0,,33709.8
ВАФЛИ,,,,31188.129574,,29847.84,,31837.54,,31332.02,,31018.83,,31086.0,,32011.0,,31252.16
ПРЯНИКИ,,,,20008.893558,,17306.8,,20732.07,,20287.82,,17515.13,,21011.0,,22051.0,,20392.64
ПЕЧЕНЬЕ ,,,,21287.357281999997,,20875.8,,20624.31,,20667.58,,21626.25,,21744.0,,22250.0,,21026.6
ТОРТ,,,,48067.651598,,46131.18,,50141.87,,50848.96,,45707.81,,49264.0,,42703.0,,51823.48
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,4398.83244,,4312.7,,4519.51,,5098.42,,3965.43,,4510.0,,3907.0,,4328.88
ИРИС,,,,28947.201444,,24636.74,,31429.08,,26421.34,,24668.96,,30940.0,,29570.0,,35032.8
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,26831.754667999998,,25749.26,,29571.98,,24426.14,,25276.2,,26628.0,,27541.0,,29246.56
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,58345.907746000004,,55307.18,,67313.89,,57063.36,,56269.82,,59362.0,,55564.0,,57777.72
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,34404.230534,,34566.1,,32383.83,,33611.28,,32765.63,,32163.0,,39655.0,,36059.88
ШОКОЛАД,,,,96468.383544,,91984.9,,94315.62,,94716.62,,93258.92,,97790.0,,100035.0,,103225.56
ХАЛВА,,,,26780.458673999998,,25781.5,,26390.31,,23908.64,,23852.93,,32433.0,,25623.0,,27156.28
МАРМЕЛАД,,,,21996.94823,,20519.36,,22058.53,,22525.34,,20706.54,,22641.0,,21171.0,,24378.76
ЗЕФИР,,,,31521.021141999998,,37651.96,,30801.25,,27513.34,,29773.86,,32737.0,,27986.0,,34020.28
КАКАО - ПОРОШОК (за 200 г),,,,22757.18108,,25136.42,,16345.95,,26203.22,,28504.3,,23843.0,,17515.0,,21746.48
КАРТОФЕЛЬ,,,,1752.07951,,1538.68,,2117.65,,1571.14,,1560.27,,2001.0,,1863.0,,1477.88
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,10076.904586,,9328.28,,10638.17,,8390.22,,10862.24,,11237.0,,9761.0,,10318.04
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,1211.915738,,1038.9,,1644.81,,888.4,,951.93,,1482.0,,1371.0,,966.64
ЛУК РЕПЧАТЫЙ,,,,3361.9181559999997,,3302.34,,4080.3,,2652.38,,3417.1,,3501.0,,3521.0,,3070.0
СВЕКЛА,,,,1789.359816,,1771.42,,2112.28,,1709.18,,1774.9,,1964.0,,1686.0,,1409.76
МОРКОВЬ,,,,2391.4037879999996,,2183.48,,3092.31,,2101.48,,2288.93,,2739.0,,2314.0,,1867.96
ПОМИДОРЫ СВЕЖИЕ,,,,25588.949372,,25924.76,,24523.86,,26493.32,,28763.66,,27020.0,,20169.0,,26697.12
ОГУРЦЫ СВЕЖИЕ,,,,29100.043518,,29069.12,,27538.64,,29789.86,,30314.77,,29790.0,,28363.0,,28597.28
ЧЕСНОК,,,,23779.622204,,26268.24,,22147.79,,24861.64,,24022.71,,23753.0,,23415.0,,21284.72
ПЕРЕЦ СЛАДКИЙ,,,,32484.690315999997,,33023.26,,34642.65,,32841.22,,34553.67,,29907.0,,29271.0,,35377.88
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,25581.996278,,25771.7,,23269.9,,26202.32,,24921.3,,31638.0,,22208.0,,21982.52
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,12513.330820000001,,12263.88,,13894.72,,11596.64,,13560.06,,10724.0,,15278.0,,10873.76
СОУС ТОМАТНЫЙ,,,,14962.352326,,14198.7,,14823.1,,14693.84,,14118.93,,15451.0,,15770.0,,15405.92
ЯБЛОКИ,,,,11583.470662,,10234.02,,12018.92,,11196.44,,10822.28,,13224.0,,10455.0,,12787.24
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,16245.418813999999,,16614.9,,16905.91,,15996.28,,16470.09,,15494.0,,16115.0,,16569.0
ВИНОГРАД,,,,23630.088432,,23501.52,,27769.13,,22058.64,,27454.28,,22110.0,,20678.0,,23852.56
БАНАНЫ,,,,10622.16138,,10643.0,,10827.7,,10386.04,,10993.52,,10450.0,,10299.0,,11020.68
СУХОФРУКТЫ,,,,46263.463820000004,,41399.2,,45268.45,,32623.92,,56271.69,,53925.0,,50592.0,,43278.52
ОРЕХИ,,,,62288.119782,,38196.56,,84459.38,,58020.94,,37267.0,,71591.0,,70477.0,,72043.68
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,26060.153518,,21133.06,,32098.6,,26885.8,,26499.51,,29646.0,,24115.0,,20562.6
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,22208.200816,,17148.62,,20272.14,,18077.82,,17557.39,,30287.0,,27087.0,,20947.68
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,8687.813828,,8405.64,,8877.27,,9071.08,,8043.58,,9650.0,,8143.0,,8053.88
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,4299.74522,,3841.52,,3742.39,,3935.48,,4586.09,,5333.0,,4383.0,,3869.04
ВОДА МИНЕРАЛЬНАЯ ,,,,2651.87334,,2638.6,,2731.16,,2712.2,,2847.07,,2487.0,,2592.0,,2663.84
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,9699.942344000001,,11569.22,,11918.82,,8085.5,,8025.59,,9190.0,,9475.0,,9724.6
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,34590.52398,,33765.52,,45485.81,,46556.0,,22603.27,,27106.0,,22017.0,,48281.24
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,8154.872464,,5520.96,,6479.13,,7399.88,,4164.65,,15939.0,,6952.0,,6802.0
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,2801.101534,,2426.48,,2246.2,,2878.98,,2125.65,,4483.0,,2458.0,,2084.64
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,2953.868912,,2640.82,,2773.94,,3347.58,,2613.82,,3659.0,,2626.0,,2613.28
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,12837.587934000001,,11571.54,,9658.3,,12363.48,,13210.76,,14268.0,,14071.0,,14288.8
МАЙОНЕЗ,,,,22089.394336,,21346.8,,22616.2,,21370.88,,23458.61,,21534.0,,21394.0,,23889.56
УКСУС ,,,,7093.98223,,7219.16,,7637.39,,7215.06,,6656.42,,7239.0,,6265.0,,7425.04
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,2628.321348,,2787.1,,2824.49,,2629.22,,2451.64,,2608.0,,2508.0,,2566.64
СОДА ПИЩЕВАЯ,,,,12949.67135,,12533.88,,13374.99,,13064.74,,13518.96,,11928.0,,13592.0,,13176.0
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,4401.26767,,4493.36,,4319.15,,4358.1,,4271.66,,4320.0,,4437.0,,4649.56
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,13367.975730000002,,13480.34,,13035.89,,12694.12,,12846.1,,13608.0,,13926.0,,13867.76
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,52650.379474,,38311.08,,51101.37,,47174.3,,53225.83,,77841.0,,45281.0,,46664.44
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,22432.581146,,21185.4,,22955.09,,26975.5,,19467.53,,25725.0,,20535.0,,17298.24
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,29646.605612,,17693.98,,22225.32,,28346.1,,24243.66,,48184.0,,28844.0,,30208.36
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,30063.314663999998,,31346.02,,32899.47,,23608.58,,22244.36,,35385.0,,32747.0,,28960.04
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,825053.4737359999,,850884.72,,856468.79,,633358.24,,803315.27,,1114893.0,,639087.0,,785174.44
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,1006437.5206400001,,1025093.06,,832103.94,,922657.82,,962220.58,,1513189.0,,756006.0,,806543.24
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,303787.0887513949,,346766.66,,446387.87,,253499.6,,229527.22,,,,271652.0,,269023.2
КОСТЮМ МУЖСКОЙ,,,,602644.557638,,552044.9,,531188.05,,562295.12,,614909.77,,774642.0,,537316.0,,584935.24
ДЖИНСЫ МУЖСКИЕ,,,,269760.189914,,265310.68,,222852.76,,227567.58,,268707.48,,299853.0,,311583.0,,279925.44
БРЮКИ МУЖСКИЕ     ,,,,198053.74124200002,,151501.5,,205748.21,,165606.08,,180378.05,,287075.0,,182279.0,,180009.0
СОРОЧКА МУЖСКАЯ,,,,131469.09616400002,,112062.8,,121660.23,,102968.72,,131434.93,,190461.0,,126360.0,,112466.64
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,268271.053238,,226550.3,,241901.37,,201588.68,,235651.61,,360660.0,,357354.0,,200159.36
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,1041448.7312460002,,1064616.44,,1535110.88,,1048192.42,,838215.2,,1010646.0,,950000.0,,817109.12
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,193240.477792,,143531.74,,207205.39,,159308.74,,186349.68,,239142.0,,218453.0,,182742.68
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,116533.35959200001,,117399.84,,93124.13,,91509.56,,121065.25,,145769.0,,156362.0,,69410.96
МАЙКА МУЖСКАЯ,,,,26676.758222,,27044.64,,24118.64,,23681.62,,31533.18,,28274.0,,26479.0,,25846.6
ТРУСЫ МУЖСКИЕ,,,,26608.016988,,24159.36,,25548.85,,21411.48,,26821.94,,32454.0,,30570.0,,22600.4
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,56721.277581,,56934.19,,51287.33,,49865.0,,49994.21,,69031.0,,60415.0,,52701.0
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,9910.621958,,9244.8,,8154.03,,7860.82,,11475.58,,13468.0,,9015.0,,9094.76
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,12384.902856,,14273.04,,11756.51,,12025.68,,11689.48,,11727.0,,11949.0,,13499.8
ДУБЛЕНКА МУЖСКАЯ,,,,3607323.2542000003,,4145023.68,,2625905.14,,3738200.0,,2772245.0,,2998182.0,,4412500.0,,4645150.28
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,83496.483416,,76019.04,,80280.98,,85199.92,,81164.02,,86031.0,,86343.0,,88772.44
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,282534.050648,,285922.26,,270515.1,,260859.7,,287415.02,,352955.0,,208113.0,,293902.96
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,1645680.963122,,1900993.48,,1722215.0,,1463569.62,,1627416.4,,1835455.0,,1446054.0,,1431028.24
ДУБЛЕНКА ЖЕНСКАЯ,,,,4752556.766794,,4866118.42,,5173833.43,,4256950.0,,3422933.66,,5034119.0,,5326250.0,,4869336.84
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,950360.9952519999,,866487.32,,917442.08,,892602.96,,882526.29,,1265182.0,,797354.0,,907293.2
КУРТКА ЖЕНСКАЯ,,,,588661.84012,,462282.04,,583639.98,,445863.04,,654568.74,,691643.0,,640340.0,,639504.36
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,553560.739221,,216092.81,,692609.97,,381474.46,,219921.9,,1320000.0,,212133.0,,538816.16
