,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
КРУПА ГРЕЧНЕВАЯ,,,,2719.6061240000004,,2834.8,,2695.44,,2764.46,,2757.31,,2489.0,,2823.0,,2953.07
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2683.439308000001,,2453.34,,2510.92,,2292.96,,3047.15,,2640.0,,3124.0,,2792.18
КУКУРУЗНЫЕ ХЛОПЬЯ,,,,6279.113354000001,,6064.96,,6452.6,,6064.72,,6328.03,,6177.0,,6810.0,,6073.18
КРУПА ПЕРЛОВАЯ,,,,1419.3280740000002,,1411.78,,1332.32,,1588.92,,1442.62,,1417.0,,1368.0,,1360.27
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,12611.601186000004,,11625.54,,11420.24,,11342.7,,11391.83,,15347.0,,11572.0,,12591.36
"ГОРОХ, ФАСОЛЬ",,,,2756.3403380000004,,2290.88,,2272.84,,2415.42,,2471.26,,3142.0,,3628.0,,2374.51
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,10450.200274000003,,9541.32,,12019.64,,8772.78,,9443.94,,12027.0,,8256.0,,12162.64
"МАКАРОНЫ, РОЖКИ",,,,2757.7381180000007,,2883.68,,3112.8,,2606.26,,2736.62,,2585.0,,2851.0,,2723.39
"ВЕРМИШЕЛЬ, ЛАПША",,,,2845.2132220000008,,2850.6,,2876.88,,2576.56,,2731.25,,3043.0,,2876.0,,2717.54
ВОДКА ,,,,15111.941138000002,,15070.74,,14931.24,,15240.0,,14660.0,,15240.0,,15176.0,,15240.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,21810.218658000005,,21182.94,,17164.44,,14615.4,,23796.0,,24648.0,,25125.0,,23348.25
КОНЬЯК,,,,54630.93154600001,,53113.96,,50174.24,,48822.36,,51383.93,,67191.0,,46460.0,,52078.02
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,15232.449610000001,,13654.12,,14879.56,,13838.58,,13075.52,,18317.0,,14875.0,,14206.25
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17661.682246000004,,12428.54,,16696.88,,13464.86,,13558.83,,25983.0,,14403.0,,18329.77
ПИВО,,,,3177.3350860000005,,3055.04,,2957.0,,2965.7,,3318.8,,3520.0,,2995.0,,3100.17
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,15598.990598000002,,15744.92,,15363.2,,15290.06,,15488.24,,15842.0,,15448.0,,15804.11
ВАФЛИ,,,,9268.950504000002,,9217.62,,9372.64,,9014.28,,9089.77,,9429.0,,9438.0,,9073.31
ПРЯНИКИ,,,,6633.275864000001,,5895.74,,7056.04,,6515.78,,5796.92,,6610.0,,7474.0,,6921.58
ПЕЧЕНЬЕ ,,,,6864.8699480000005,,6521.84,,7042.12,,6320.06,,6846.43,,6957.0,,7542.0,,6608.65
ТОРТ,,,,16211.015222000002,,14732.9,,16431.76,,18364.36,,16135.52,,16466.0,,14535.0,,16811.76
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1465.0628320000003,,1414.38,,1360.52,,1627.14,,1421.66,,1470.0,,1567.0,,1316.0
ИРИС,,,,7546.336424000002,,7074.72,,7269.72,,7828.52,,7391.68,,7995.0,,7290.0,,7452.2
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,7024.681724,,6971.34,,7693.8,,6407.34,,6612.16,,6407.0,,7888.0,,7911.06
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,16584.441516000006,,15884.48,,17815.36,,15325.58,,16864.79,,16562.0,,17100.0,,16739.22
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,8622.565584000002,,8989.26,,8822.44,,8926.5,,8651.14,,7837.0,,8928.0,,9090.51
ШОКОЛАД,,,,30592.050544000005,,29674.72,,29907.36,,29861.06,,29787.21,,31720.0,,31145.0,,30605.5
ХАЛВА,,,,8336.123696000002,,7897.62,,7955.76,,7392.54,,7554.28,,9741.0,,8012.0,,8213.41
МАРМЕЛАД,,,,7246.334586,,6853.06,,7370.0,,7636.16,,6827.14,,6941.0,,7196.0,,8380.74
ЗЕФИР,,,,9223.575394000001,,11724.46,,8530.8,,7924.62,,8995.07,,9788.0,,8195.0,,8872.94
КАКАО - ПОРОШОК (за 200 г),,,,3949.56262,,3335.76,,3446.28,,4597.56,,3754.2,,4539.0,,3246.0,,4139.89
КАРТОФЕЛЬ,,,,1288.8657180000002,,1118.12,,1162.64,,1215.88,,1120.21,,1524.0,,1267.0,,1342.14
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,2766.5703700000004,,2965.96,,2865.88,,2384.0,,2975.39,,2731.0,,2620.0,,3004.01
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,2805.6109520000005,,3250.16,,1861.44,,2806.44,,3074.56,,3232.0,,1894.0,,3288.49
ЛУК РЕПЧАТЫЙ,,,,2843.9736980000007,,2979.84,,2293.68,,2638.0,,3116.79,,3152.0,,2303.0,,3297.78
СВЕКЛА,,,,1150.6177020000002,,1222.66,,1110.32,,1176.4,,1023.76,,1312.0,,940.0,,1090.02
МОРКОВЬ,,,,1835.9028400000002,,1679.34,,1818.04,,2000.46,,1466.12,,1985.0,,1593.0,,2182.48
ПОМИДОРЫ СВЕЖИЕ,,,,6481.943404000001,,6586.78,,6221.56,,6626.34,,6771.94,,6631.0,,6203.0,,6180.35
ОГУРЦЫ СВЕЖИЕ,,,,4693.842704000001,,3924.0,,4839.52,,4575.98,,5102.89,,4698.0,,4898.0,,4926.56
ЧЕСНОК,,,,10054.033364,,9153.5,,9935.28,,10352.54,,10018.96,,10299.0,,10038.0,,10353.91
ПЕРЕЦ СЛАДКИЙ,,,,11865.711598000002,,11529.08,,13000.2,,11988.14,,13727.96,,9861.0,,10835.0,,15635.27
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,9330.881930000001,,8989.2,,7875.8,,9486.34,,8581.12,,10659.0,,9147.0,,8825.34
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,4905.853778000001,,3874.92,,4665.96,,4557.34,,4016.68,,4730.0,,6252.0,,6358.97
СОУС ТОМАТНЫЙ,,,,5715.034400000001,,5644.44,,5526.24,,5529.8,,5410.96,,5451.0,,6535.0,,6072.05
ЯБЛОКИ,,,,3482.1491340000002,,3076.6,,3812.6,,3288.76,,3429.15,,3501.0,,3551.0,,3774.96
"ЦИТРУСОВЫЕ ПЛОДЫ (апельсины, лимоны, мандарины)",,,,5525.0546300000005,,5303.3,,5005.92,,5414.78,,6370.33,,5436.0,,5942.0,,5309.2
ВИНОГРАД,,,,12185.041306000003,,12090.66,,14071.2,,12144.24,,13554.72,,10250.0,,12809.0,,12887.88
БАНАНЫ,,,,4865.449410000001,,4754.22,,4830.88,,4816.06,,5075.65,,4794.0,,4898.0,,5035.3
СУХОФРУКТЫ,,,,12293.026870000002,,9935.36,,12568.0,,11758.04,,13362.53,,12092.0,,13657.0,,13101.19
ОРЕХИ,,,,16992.383172,,11838.76,,17343.68,,16655.72,,11665.96,,20511.0,,17305.0,,19407.88
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8450.099868000003,,7249.04,,8776.92,,8228.02,,8628.59,,8919.0,,8425.0,,8518.73
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,8107.774514000001,,7753.54,,8997.92,,7383.58,,7300.47,,8424.0,,8363.0,,8122.07
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3623.685274000001,,3391.04,,3496.8,,3580.38,,3389.64,,4056.0,,3424.0,,3529.89
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1743.5687040000003,,1608.22,,1557.8,,1472.0,,1940.69,,2005.0,,1780.0,,1556.8
ВОДА МИНЕРАЛЬНАЯ ,,,,1075.4563380000002,,1055.86,,1104.08,,1089.98,,1126.55,,1046.0,,1071.0,,1078.31
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,3970.9783220000004,,4435.12,,4858.8,,3369.12,,3743.57,,3814.0,,3649.0,,4271.69
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,12790.905116,,14937.14,,15058.16,,17782.62,,9433.8,,9860.0,,8593.0,,18003.33
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3761.9687980000003,,1918.36,,2391.92,,2361.56,,1316.37,,8050.0,,2618.0,,2575.33
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1117.3530160000003,,898.48,,856.4,,1136.8,,879.64,,1595.0,,893.0,,999.77
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1120.0863940000002,,984.92,,913.52,,1388.12,,1169.67,,1065.0,,1193.0,,1158.46
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,692.1132460000001,,685.46,,694.88,,678.68,,700.0,,700.0,,683.0,,700.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4391.809830000001,,3801.84,,3895.68,,4470.6,,4009.57,,4900.0,,4388.0,,4684.56
МАЙОНЕЗ,,,,7199.674464000001,,7121.94,,7662.92,,6883.84,,7373.15,,6840.0,,7347.0,,7726.23
УКСУС ,,,,3366.2510340000003,,3218.3,,3444.4,,3344.94,,3397.87,,3426.0,,3301.0,,3398.56
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1109.8623040000002,,1014.26,,1248.48,,1048.76,,1112.21,,1127.0,,1127.0,,1079.2
СОДА ПИЩЕВАЯ,,,,3107.1393260000004,,2981.0,,3099.72,,2944.74,,3298.84,,2870.0,,3637.0,,3137.66
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1317.9633580000002,,1419.34,,1335.0,,1250.38,,1313.39,,1247.0,,1394.0,,1338.61
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,3882.39706,,4101.2,,4451.4,,3417.24,,3851.66,,3494.0,,3781.0,,4760.25
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,22874.611356000005,,23201.8,,21858.92,,22944.42,,21335.07,,25114.0,,19379.0,,24417.8
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,8430.477496,,7920.38,,7772.24,,7811.98,,7318.02,,9503.0,,8797.0,,8480.98
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,11587.563852000003,,8061.26,,9189.84,,12451.54,,8782.32,,15691.0,,12836.0,,8036.78
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,8981.716522000002,,9891.96,,8159.56,,8083.58,,6701.18,,10070.0,,9011.0,,9453.89
КУРТКА МУЖСКАЯ  ЗИМНЯЯ,,,,261084.17617400005,,253773.6,,328660.0,,203190.0,,204505.07,,272690.0,,220000.0,,357500.0
ПАЛЬТО МУЖСКОЕ ДЕМИСЕЗОННОЕ,,,,320064.8306420001,,300706.64,,316847.44,,341180.82,,277872.34,,387933.0,,247903.0,,292191.96
КУРТКА МУЖСКАЯ  ИЗ ПЛАЩЕВОЙ ТКАНИ  ,,,,145373.26904800002,,135326.62,,146303.48,,144259.1,,138914.36,,168401.0,,116154.0,,147929.19
КОСТЮМ МУЖСКОЙ,,,,254534.195626,,236119.56,,242168.24,,227816.06,,236106.74,,296994.0,,243556.0,,252347.61
ДЖИНСЫ МУЖСКИЕ,,,,93108.172038,,87571.5,,74784.56,,92546.92,,94211.16,,95083.0,,108860.0,,92822.04
БРЮКИ МУЖСКИЕ     ,,,,73907.4917,,62570.54,,79698.84,,62528.16,,78967.95,,84400.0,,72173.0,,66734.15
СОРОЧКА МУЖСКАЯ,,,,38985.76877,,36834.6,,40953.56,,34741.08,,43406.97,,38470.0,,39451.0,,41223.78
КОСТЮМ МУЖСКОЙ СПОРТИВНЫЙ,,,,102011.62740600003,,87847.28,,110476.16,,90721.04,,91572.17,,109866.0,,104465.0,,111890.98
ШАПКА  МУЖСКАЯ  МЕХОВАЯ   ,,,,298216.20906837273,,288783.0,,400060.4,,381880.0,,165971.62,,266534.0,,,,
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ",,,,69011.91287600002,,62884.64,,65571.08,,64166.9,,65410.09,,71340.0,,73277.0,,78657.52
"СВИТЕР, ДЖЕМПЕР МУЖСКОЙ  ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ",,,,40371.802284000005,,45060.08,,36543.72,,41851.86,,35011.61,,36676.0,,53078.0,,33425.89
МАЙКА МУЖСКАЯ,,,,7756.491288000001,,6659.1,,7624.08,,8094.18,,7294.16,,8090.0,,8083.0,,7975.44
ТРУСЫ МУЖСКИЕ,,,,7406.787574000001,,6516.62,,7430.48,,6896.56,,6721.28,,7419.0,,9097.0,,7385.64
ФУТБОЛКА МУЖСКАЯ ИЗ  ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА,,,,22931.354474000003,,23067.32,,18789.84,,19328.76,,15407.49,,28545.0,,24363.0,,23405.41
НОСКИ МУЖСКИЕ ИЗ ХЛОПЧАТОБУМАЖНОЙ И  СМЕСОВОЙ ПРЯЖИ,,,,3811.965726,,3466.98,,3147.96,,3199.02,,3898.09,,4662.0,,3720.0,,3671.93
НОСКИ МУЖСКИЕ ИЗ  ПОЛУШЕРСТЯНОЙ ПРЯЖИ,,,,4272.867344,,4209.86,,4284.96,,4265.22,,4264.5,,3998.0,,4594.0,,4603.89
ДУБЛЕНКА МУЖСКАЯ,,,,1001718.146703691,,1380000.0,,1392637.0,,,,677957.34,,820909.0,,950000.0,,947991.89
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,32581.388532000004,,29372.38,,30025.08,,33277.56,,28280.13,,41438.0,,26113.0,,29493.09
ПИДЖАК МУЖСКОЙ ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ ,,,,143485.24649600004,,136104.8,,140995.04,,125319.12,,112169.78,,183733.0,,127127.0,,131276.4
ПАЛЬТО ЖЕНСКОЕ ЗИМНЕЕ ,,,,577348.323546,,557413.16,,620263.2,,538080.0,,508211.89,,645590.0,,498053.0,,614667.0
ДУБЛЕНКА ЖЕНСКАЯ,,,,1297757.7184125884,,1350000.0,,1739241.0,,,,772705.3,,1445000.0,,1150000.0,,1090223.22
ПАЛЬТО ЖЕНСКОЕ ДЕМИСЕЗОННОЕ,,,,364086.1774500001,,360301.8,,423289.92,,400911.36,,313046.51,,366509.0,,339570.0,,332733.54
КУРТКА ЖЕНСКАЯ,,,,161750.09582200003,,152233.56,,159754.96,,199573.32,,164827.21,,151529.0,,143440.0,,175805.57
КОСТЮМ ЖЕНСКИЙ ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ,,,,220531.23863400004,,144023.16,,176506.36,,177477.14,,134899.12,,358750.0,,178465.0,,215603.05
