,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,65654.3742488263,,65000.0,,63566.07,,68176.0,,46680.0,,69253.0,,,,76458.35
ГОВЯДИНА БЕСКОСТНАЯ,,,,105091.021852,,92639.84,,96809.74,,114379.28,,90741.76,,113116.0,,106629.0,,110117.55
СВИНИНА (кроме бескостного мяса),,,,69106.20831599999,,67616.84,,69884.37,,67625.25,,61792.38,,70101.0,,74382.0,,69537.45
СВИНИНА БЕСКОСТНАЯ,,,,100562.759612,,88172.04,,106590.04,,98915.09,,98742.4,,103370.0,,102129.0,,103414.9
ФАРШ МЯСНОЙ (без добавок),,,,71730.31375999999,,72855.68,,60568.45,,63902.36,,74615.08,,84080.0,,62979.0,,71159.85
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,29416.554856000002,,28185.56,,31392.46,,29366.24,,30774.2,,29065.0,,29355.0,,28267.7
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,42862.225408,,41012.08,,44797.68,,43057.46,,45491.96,,42227.0,,41946.0,,42821.75
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,29507.553440000003,,25796.16,,27614.55,,32975.52,,30541.46,,29755.0,,28633.0,,31256.35
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,5766.734048,,6744.32,,4719.79,,6337.8,,5614.84,,6159.0,,5272.0,,4889.1
ПЕЛЬМЕНИ МЯСНЫЕ,,,,45544.301944,,43236.28,,38449.7,,46232.86,,44294.32,,49458.0,,48499.0,,42604.45
САЛО,,,,91251.099652,,73349.72,,102667.6,,87452.69,,95266.24,,90545.0,,101462.0,,87817.25
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,58239.3751,,58675.64,,56906.84,,60945.33,,58866.04,,59842.0,,52957.0,,58546.9
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,44637.059864,,45126.52,,38633.98,,37431.47,,39054.88,,50731.0,,50566.0,,41978.6
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,33740.266468,,39185.36,,33677.01,,29083.13,,35999.88,,32765.0,,32916.0,,34518.45
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,87268.259208,,85891.68,,80990.75,,87764.65,,80515.22,,102934.0,,76280.0,,78148.5
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,163947.608752,,152297.76,,154091.94,,167217.16,,159802.34,,183190.0,,149201.0,,161411.35
"ПАШТЕТ, ЗЕЛЬЦ",,,,27328.209671999997,,28594.12,,27568.67,,26342.44,,21705.04,,30598.0,,26849.0,,24997.3
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,18792.543787999995,,17806.68,,18783.54,,22463.97,,16436.5,,17034.0,,22082.0,,17497.85
СОСИСКИ,,,,58648.147352,,56125.8,,54093.91,,57650.67,,56819.0,,62737.0,,57060.0,,61996.65
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,91630.402272,,104226.28,,84267.22,,77593.83,,104981.48,,98455.0,,76117.0,,93635.5
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,29342.879388,,26691.6,,32311.47,,32244.36,,28953.92,,30182.0,,25933.0,,28564.7
