,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА ПЕРВОЙ КАТЕГОРИИ,,,,11838.369740000002,,10827.28,,10934.65,,10763.0,,10987.0,,12820.0,,11433.0,,13133.48
ПОЛУФАБРИКАТЫ МЯСНЫЕ ИЗ ГОВЯДИНЫ,,,,18484.470661000003,,16022.08,,18884.1,,17934.69,,16845.28,,21036.0,,15503.0,,17356.44
СВИНИНА (кроме бескостного мяса),,,,11210.647329,,11154.82,,10487.81,,11104.87,,9868.56,,11500.0,,11319.0,,12323.52
ПОЛУФАБРИКАТЫ МЯСНЫЕ  ИЗ СВИНИНЫ,,,,17989.014049999998,,15907.52,,17154.59,,18125.14,,18519.76,,18610.0,,18586.0,,17751.44
ФАРШ МЯСНОЙ (без добавок),,,,14200.768857000001,,13488.28,,12489.19,,14034.85,,15881.4,,15028.0,,14192.0,,12852.8
МЯСО ПТИЦЫ,,,,8002.911488,,8021.52,,8071.81,,7822.8,,7604.8,,8066.0,,8068.0,,8204.32
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,10512.001614,,10873.3,,10471.15,,9237.08,,10139.04,,10926.0,,10507.0,,10724.96
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,5203.890633,,5664.56,,4565.37,,5799.21,,5330.24,,4361.0,,6743.0,,5790.48
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,1119.675715,,1065.32,,1133.47,,1073.43,,915.44,,1250.0,,1151.0,,937.04
ПЕЛЬМЕНИ МЯСНЫЕ,,,,9571.001005,,8429.92,,8253.36,,10115.33,,8908.96,,10443.0,,10118.0,,8698.56
САЛО,,,,12808.383716,,9054.36,,12826.81,,11876.72,,12262.64,,14962.0,,11931.0,,12064.08
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,12739.834107,,12733.42,,12896.58,,13215.65,,12260.32,,12668.0,,12701.0,,12688.32
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,9688.065872000001,,9674.24,,10401.91,,10391.04,,9572.0,,9152.0,,10459.0,,9116.72
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,8184.620576,,8318.74,,9120.92,,6939.5,,7798.4,,8031.0,,9147.0,,8382.48
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,19676.357122999998,,16915.1,,20113.52,,19634.85,,18688.48,,21217.0,,17470.0,,20130.16
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,31306.389782000002,,27487.6,,30187.23,,29809.1,,29775.92,,35337.0,,29647.0,,28108.96
"ПАШТЕТ, ЗЕЛЬЦ",,,,6211.010271,,5803.96,,5536.87,,5420.19,,5050.24,,7388.0,,6603.0,,5106.8
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,3509.7442229999997,,3669.32,,3440.02,,3932.75,,3275.68,,3174.0,,4333.0,,3370.4
СОСИСКИ,,,,12453.954248000002,,11498.56,,11802.4,,12770.16,,12270.08,,13043.0,,12106.0,,12352.8
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,18226.693248,,18642.54,,20543.79,,16237.62,,21236.56,,17256.0,,17022.0,,19416.4
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,5948.793511000001,,5557.34,,5993.18,,5994.81,,5732.84,,6272.0,,5940.0,,5381.72
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,5523.396269,,5197.06,,4992.9,,5797.47,,5468.48,,5873.0,,5547.0,,4990.24
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ  (за условную банку весом 350 г),,,,6414.622809,,6313.92,,6162.91,,6365.45,,6473.04,,6475.0,,6395.0,,6627.88
РЫБА ЖИВАЯ,,,,6215.990265,,5730.5,,6563.4,,6242.39,,6366.64,,6303.0,,5394.0,,6714.8
РЫБА МОРОЖЕНАЯ (ТРЕСКОВЫЕ И СКУМБРИЕВЫЕ),,,,9744.9277,,6593.9,,8904.78,,7748.86,,9077.2,,11679.0,,9737.0,,10577.44
РЫБА МОРОЖЕНАЯ (ФИЛЕ И РАЗДЕЛАННАЯ),,,,12344.119596000002,,10101.34,,9582.03,,9055.9,,10176.08,,16673.0,,10541.0,,11292.96
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,20739.846265999997,,21538.18,,25188.13,,25086.88,,21615.16,,17063.0,,24211.0,,17383.2
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,30723.300397,,24495.96,,23607.35,,22625.29,,24966.72,,42035.0,,23745.0,,30035.52
ИКРА ЛОСОСЕВЫХ РЫБ,,,,236067.05213700002,,206820.96,,241598.93,,251233.93,,222236.6,,245223.0,,233018.0,,226407.4
ПРОЧИЕ ВИДЫ ИКРЫ РЫБ (за условную банку весом  200 г),,,,5748.107236,,6763.16,,4772.1,,7044.96,,4859.6,,6008.0,,4957.0,,4964.2
СЕЛЬДЬ СОЛЕНАЯ,,,,7448.842208,,8189.66,,6227.29,,7252.26,,7299.6,,7854.0,,7202.0,,7354.56
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные,  фарш)",,,,12139.989354000001,,11203.38,,12678.56,,10634.64,,10442.08,,13054.0,,13032.0,,11916.48
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,3077.0855030000007,,2941.44,,2677.96,,3151.83,,3077.08,,3365.0,,2965.0,,2740.16
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,7322.851338,,7148.22,,7247.25,,7249.8,,6984.72,,7464.0,,7560.0,,7265.84
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,3530.628374,,3348.46,,3476.22,,3647.76,,3404.68,,3645.0,,3205.0,,3703.28
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1439.318972,,1451.98,,1436.03,,1346.22,,1239.84,,1505.0,,1496.0,,1446.24
КЕФИР,,,,1491.122265,,1354.42,,1310.2,,1452.23,,1272.88,,1671.0,,1489.0,,1484.08
СМЕТАНА ,,,,6434.709737,,5975.68,,6421.16,,5310.97,,6133.28,,7286.0,,6029.0,,6181.6
ТВОРОГ ЖИРНЫЙ,,,,7996.833086000001,,7671.32,,6579.33,,7245.78,,7550.56,,9236.0,,6684.0,,8503.12
ТВОРОГ НЕЖИРНЫЙ,,,,7539.635299000001,,9218.9,,5446.47,,6130.41,,8635.68,,8105.0,,6463.0,,8172.72
ЙОГУРТ (за 250 г),,,,1395.7126160000003,,1837.18,,1429.43,,1598.18,,1593.36,,1236.0,,1131.0,,1283.4
ГЛАЗИРОВАННЫЙ СЫРОК (за 50 г),,,,737.3025850000001,,705.08,,712.24,,714.69,,767.56,,765.0,,699.0,,747.44
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ    (за 200 г)",,,,1712.4026600000002,,1785.1,,2013.52,,1485.98,,1678.64,,1734.0,,1589.0,,1665.44
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,15127.222225000001,,17552.34,,13322.01,,14183.75,,16199.28,,13180.0,,17229.0,,19101.4
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,2420.437164,,2358.22,,2422.19,,2390.22,,2438.4,,2436.0,,2414.0,,2458.32
МОРОЖЕНОЕ,,,,11719.442416999998,,12979.8,,12205.78,,12618.77,,10496.24,,11727.0,,11750.0,,9823.28
СЫР  ТВЕРДЫЙ,,,,14409.954643000001,,14073.66,,14108.19,,15238.37,,14031.36,,14728.0,,13758.0,,14036.56
СЫР МЯГКИЙ ,,,,10886.127922000001,,8578.54,,9901.47,,10205.48,,10578.72,,12935.0,,9409.0,,10231.92
СЫР ПЛАВЛЕНЫЙ,,,,12971.663122,,11478.5,,12334.48,,11442.32,,12439.84,,13964.0,,14270.0,,12950.96
МАСЛО ЖИВОТНОЕ,,,,12676.983281,,12735.56,,13026.05,,12867.49,,12235.68,,12095.0,,12017.0,,14966.0
МАСЛО РАСТИТЕЛЬНОЕ ,,,,4003.2315320000002,,4186.32,,4022.01,,4162.92,,4073.68,,3791.0,,4197.0,,4035.76
МАРГАРИН,,,,6201.298086000001,,5802.32,,5514.7,,5657.26,,5721.6,,6865.0,,6704.0,,5768.56
ЯЙЦА  КУРИНЫЕ,,,,2985.1145800000004,,3112.84,,2960.56,,2821.76,,2979.44,,3045.0,,3030.0,,2845.2
САХАР-ПЕСОК,,,,2160.355277,,2129.32,,2099.52,,2166.81,,2080.0,,2232.0,,2143.0,,2105.68
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,37031.177596,,36411.64,,38920.0,,29974.4,,29669.04,,36994.0,,46432.0,,41134.48
КОФЕ  НАТУРАЛЬНЫЙ  В ЗЕРНАХ,,,,37113.027501000004,,35587.04,,47753.11,,32691.81,,45417.68,,28675.0,,40286.0,,49271.68
КОФЕ РАСТВОРИМЫЙ,,,,83920.79529699999,,83847.74,,80181.36,,76969.23,,87872.24,,74508.0,,101870.0,,105566.8
МЁД  НАТУРАЛЬНЫЙ,,,,26100.551809999997,,21056.44,,24898.48,,23149.34,,23624.68,,31333.0,,24960.0,,22379.36
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,598.646043,,548.78,,555.12,,685.57,,447.6,,657.0,,489.0,,645.92
МУКА ПШЕНИЧНАЯ ,,,,1938.7414840000001,,1775.86,,1915.95,,1959.06,,1900.52,,2026.0,,1830.0,,1964.04
ХЛЕБ РЖАНОЙ,,,,1680.8806535655797,,,,,,1843.99,,1313.84,,1725.0,,1661.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,1732.60183,,1850.64,,1637.06,,1517.34,,1443.92,,1947.0,,1648.0,,1620.92
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,2653.8762480000005,,2990.14,,2682.46,,2530.82,,2302.32,,2444.0,,3225.0,,2842.04
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2021.4324790000003,,2165.18,,1765.13,,3144.25,,1707.0,,1777.0,,1937.0,,1954.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4430.865041999999,,4941.56,,3656.42,,5480.22,,4191.36,,3956.0,,5146.0,,4526.0
"СУХАРИ, СУШКИ, БАРАНКИ",,,,6366.755739,,5539.54,,6297.76,,8548.97,,5576.96,,5348.0,,7653.0,,7330.92
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4144.237271,,4185.36,,3888.27,,3859.91,,4236.76,,4277.0,,4239.0,,4121.16
КРУПА МАННАЯ,,,,2243.569848,,2220.8,,2185.26,,2201.2,,2138.4,,2373.0,,2127.0,,2171.68
КРУПА ПШЕННАЯ,,,,2362.919216,,2302.06,,2255.5,,2027.7,,2293.44,,2857.0,,1839.0,,1934.32
КРУПА ГРЕЧНЕВАЯ,,,,2608.902644,,2523.24,,2480.62,,2552.72,,2742.64,,2629.0,,2688.0,,2642.52
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,2541.607677,,2356.16,,2323.99,,2084.13,,2760.48,,2498.0,,3141.0,,2865.76
КУКУРУЗНЫЕ ХЛОПЬЯ,,,,6087.0589039999995,,5971.98,,5945.88,,5975.3,,6084.8,,6055.0,,6614.0,,6064.08
КРУПА ПЕРЛОВАЯ,,,,1471.59187,,1449.64,,1467.87,,1550.98,,1413.44,,1557.0,,1277.0,,1372.24
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,13081.396416,,11429.18,,10997.5,,11227.38,,11221.32,,16225.0,,11579.0,,12226.6
"ГОРОХ, ФАСОЛЬ",,,,2879.6345240000005,,2255.58,,2092.17,,2387.66,,2566.48,,3542.0,,3792.0,,2161.88
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,9955.691862,,8735.68,,10125.41,,7894.46,,9673.72,,11756.0,,8341.0,,9530.56
"МАКАРОНЫ, РОЖКИ",,,,3000.0008319999997,,3072.48,,3075.17,,2848.24,,2879.88,,2971.0,,3098.0,,3128.2
"ВЕРМИШЕЛЬ, ЛАПША",,,,3111.3166440000005,,3045.5,,2960.84,,2825.98,,2927.56,,3292.0,,3228.0,,3144.44
ВОДКА ,,,,14414.917644000001,,14381.4,,14246.83,,14520.0,,13960.0,,14520.0,,14458.0,,14520.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,21805.972284,,19335.82,,15727.15,,13121.58,,22970.64,,27025.0,,23174.0,,22162.88
КОНЬЯК,,,,57278.729976999995,,55225.82,,61015.46,,48236.83,,50077.04,,63729.0,,53551.0,,55285.2
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,17629.639944,,13028.22,,15872.62,,13960.42,,12919.04,,24126.0,,15562.0,,13733.32
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17623.297755,,12481.26,,14405.84,,12565.49,,12842.16,,24677.0,,14629.0,,16781.8
ПИВО,,,,2975.759723,,2876.26,,2783.63,,2762.25,,3199.76,,3161.0,,2825.0,,2902.08
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,14600.022877,,15107.62,,14154.24,,14162.83,,14125.08,,14759.0,,14749.0,,14859.48
