,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,66629.807061,,67070.95999999999,,67446.32999999999,,65802.14,,54334.42,,70823,,63600,,72010.3
ГОВЯДИНА БЕСКОСТНАЯ,,,,107385.165379,,98492.16,,107652.51,,98839.96,,90527.48000000001,,121168,,115061,,98475.6
СВИНИНА (кроме бескостного мяса),,,,59078.364585,,56058.36,,59254.07,,59538.81999999999,,54757.780000000006,,59644,,62155,,60457.95
СВИНИНА БЕСКОСТНАЯ,,,,88006.696473,,85368.56,,95398.25,,91995.24,,89274.06,,83094,,84293,,94453.75
ФАРШ МЯСНОЙ ,,,,71130.87006100001,,69028.72,,67512.75,,63541.5,,72847.1,,77693,,68957,,71984.45
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,33955.37608699999,,33321.520000000004,,35038.46,,33347.31,,33679,,34414,,33492,,33981.45
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,43862.200926,,41072.04,,46966.99,,44910.75,,44680.200000000004,,42971,,44293,,43099.7
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,30662.2303,,29418.399999999998,,28863.049999999996,,29454.33,,33737.28,,32169,,28847,,31374.949999999997
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,6096.131778,,5865.120000000001,,4848.0199999999995,,6392.46,,5918.98,,7009,,5916,,5432.799999999999
ПЕЛЬМЕНИ МЯСНЫЕ,,,,48108.984948,,45465.36,,42989.299999999996,,47451.82,,45967.22,,54262,,47599,,44619.85
"САЛО, ГРУДИНКА",,,,91571.89533500001,,74932.04000000001,,91587.43,,87074.95999999999,,85319.20000000001,,103152,,92694,,91648.4
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,60533.304929,,59503.240000000005,,60693.92,,61854.770000000004,,58115.32000000001,,60481,,60091,,63124.8
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,45611.363708,,45248.36,,43278.4,,42160.399999999994,,42564.5,,48780,,47212,,45788.85
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА И БЕССОРТОВАЯ ,,,,34604.704774,,38156.48,,34523,,32010.6,,34295.3,,35221,,35309,,31436.9
"КОЛБАСА ПОЛУКОПЧЕНАЯ, ВАРЕНО-КОПЧЕНАЯ",,,,88784.305249,,85826.36,,79329.31,,84570.66,,84378.16,,100754,,86845,,84339.5
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,168665.97230099997,,160681.52000000002,,169866.5,,169154.15000000002,,162826.5,,181362,,156201,,166038.75
"ПАШТЕТ, ЗЕЛЬЦ, САЛЬТИСОН",,,,33894.097964,,29638.440000000002,,31219.57,,34674.35,,27548.06,,34711,,40927,,35460.55
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,20347.341722999998,,21859.84,,21922.96,,25078.97,,17440.08,,17949,,20979,,18720.55
"СОСИСКИ, САРДЕЛЬКИ",,,,61417.307421000005,,56910.68,,59459.32,,58379.770000000004,,57727.5,,67582,,63736,,57141.950000000004
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,96682.03788599999,,106302.24,,92095.73999999999,,87738.04000000001,,116664.44,,101580,,80570,,91835.8
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,31189.719266,,28037.68,,33702.869999999995,,30927.87,,32972.94,,32589,,30050,,28407.85
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,34058.205969,,30315.68,,34423.45,,34724.759999999995,,35393,,37312,,32194,,29778.4
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,59259.080365,,58749.96,,58867.56999999999,,54417.520000000004,,55546.58,,69282,,52608,,53154.75
РЫБА ЖИВАЯ,,,,46355.71784599999,,42953.56,,41789.53,,46390.09,,46112.68000000001,,48254,,48449,,48072.5
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,42660.916326,,35147.28,,41094.47,,43746.45,,38527.04,,46564,,40133,,49770.05
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,70248.01589699999,,60083.64,,58780.299999999996,,58917.73,,65730.14,,94736,,60477,,64291.2
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,104827.16744800001,,102258.84,,110336.40999999999,,107670.59,,106282.78,,102180,,104979,,102960.85
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,275086.64267,,312575.08,,273078.11,,168078.13,,266978.46,,281419,,325891,,294757.9
ИКРА ЛОСОСЕВЫХ РЫБ,,,,881688.2219149999,,826193.6,,873901.0999999999,,798540.11,,841075.46,,1061792,,792981,,753089
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,31754.395958,,32871.04,,29181.009999999995,,31624.43,,31923.86,,34103,,30946,,28217.2
СЕЛЬДЬ СОЛЕНАЯ,,,,56175.582345999996,,62496.16,,60307.979999999996,,56383.32,,57370.560000000005,,53735,,51044,,55952.1
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,64217.921434,,60928.44,,62483.82,,63087.46000000001,,56207.14,,73174,,62948,,57633.700000000004
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,22669.345294,,27066.68,,19602.649999999998,,20657.29,,21692.96,,23104,,22136,,24274.199999999997
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,43078.9574,,41709.32,,45186.54,,39083.84,,39851.520000000004,,48835,,37436,,43585.05
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,24669.823733999998,,24134.72,,24541.03,,23725.41,,24999.28,,25828,,24522,,23488.85
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
** - с января 2014 года расчет средних цен производится по формуле средней геометрической величины,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СТЕРИЛИЗОВАННОЕ",,,,9917.984856000001,,8943.4,,10446.16,,9584.58,,9488.1,,9597,,10850,,10919.7
КЕФИР (ПРОДУКТ КЕФИРНЫЙ),,,,9830.873197,,9500.68,,10226.779999999999,,9318.61,,9531.82,,10116,,10018,,9724.9
СМЕТАНА ,,,,35406.096478,,35157,,38144.03,,32045.25,,33574.7,,36647,,35175,,35875.5
ТВОРОГ ЖИРНЫЙ,,,,49767.099876,,50088.56,,50433.08,,47422.979999999996,,44804.920000000006,,53202,,48923,,48781.15
ТВОРОГ НЕЖИРНЫЙ,,,,43573.685942000004,,44057.67999999999,,45077.92999999999,,42304.770000000004,,42503.86,,41443,,46683,,45303.15
ЙОГУРТ (за 250 г),,,,8753.324987,,8621.88,,8041.23,,9195.86,,8983.78,,9482,,8406,,7438.6
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,4666.365057000001,,4661.8,,5083.17,,4483.68,,4603.58,,4573,,4664,,4743.85
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,10283.98951,,11031.72,,10504.39,,10647.73,,10211.34,,9951,,9776,,10315.6
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,55584.446899999995,,52615.399999999994,,54742.3,,55901.619999999995,,53271.42,,59019,,54706,,54155.25
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,119923.49083699999,,122149.36,,130228.59,,100407.66,,128380.92000000001,,125469,,120337,,106867.9
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,18726.343104,,17431.08,,19440.35,,17027.57,,18743.260000000002,,19570,,19358,,18560.95
МОРОЖЕНОЕ,,,,96933.776652,,97834.32,,83571.90999999999,,102231.32999999999,,92128.1,,100673,,103503,,89832.75
СЫР  ТВЕРДЫЙ,,,,102673.978318,,98934.12,,100026.12,,106479.02,,97794.32,,103792,,101877,,108516.3
СЫР МЯГКИЙ ,,,,86491.16921199998,,76070.84,,76039.7,,74533.4,,73889.90000000001,,99811,,97116,,89696.6
СЫР ПЛАВЛЕНЫЙ,,,,72326.483129,,72249.12,,74243.68,,74242.93,,64028.96000000001,,74803,,74361,,66344.1
"СЫР РАССОЛЬНЫЙ (БРЫНЗА, СУЛУГУНИ И ПРОЧИЕ)",,,,97121.75106899999,,95124.92000000001,,112797.93,,94844.08,,86628.86000000002,,89918,,100313,,109816.15
МАСЛО ЖИВОТНОЕ,,,,98301.695853,,92342.31999999999,,99598.82,,96992.23000000001,,93802.56,,101570,,98547,,101353.4
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,28119.082471,,26895.04,,28578.39,,28097.42,,27804.4,,29084,,27418,,27829.55
МАСЛО ОЛИВКОВОЕ,,,,163496.860485,,170630.92,,179753.99,,151243,,169314.34000000003,,159638,,166472,,151901.9
МАРГАРИН,,,,40551.203838999994,,38908.68,,40030.549999999996,,37665.1,,38047,,43118,,41004,,42120.45
ЖИР ЖИВОТНЫЙ,,,,15220.114812,,16603.12,,11506.31,,11953.45,,18965.4,,17321,,16160,,11436
ЯЙЦА  КУРИНЫЕ (за 10 шт.),,,,19678.900232,,18971.36,,19716.59,,17845.43,,18047.66,,21755,,19864,,18777.9
САХАР-ПЕСОК,,,,15227.409086,,14999.439999999999,,15112.939999999999,,15323.359999999999,,15057.480000000001,,15694,,14827,,15002.5
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,280565.99171699997,,296236.48,,225166.93,,269547.82,,272039.12,,296520,,311838,,262599.75
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,224656.21638600001,,235943.88,,232626.07,,204893.69,,232824.7,,216659,,232009,,230761
КОФЕ РАСТВОРИМЫЙ,,,,527839.767789,,566232.44,,513179.27,,505524.84,,531046.68,,498294,,518083,,620485.85
МЁД  НАТУРАЛЬНЫЙ,,,,98772.588339,,87558.79999999999,,96497.73999999999,,94988.20999999999,,101005.56,,112135,,93017,,90180.7
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,4181.570729,,4482.2,,4426.19,,4235.0599999999995,,3652.26,,4388,,3727,,4088.25
МУКА ПШЕНИЧНАЯ ,,,,8797.911224,,8677.76,,8658.41,,8787.73,,8800.300000000001,,9290,,8606,,8058.9
"ХЛЕБ РЖАНОЙ,РЖАНО-ПШЕНИЧНЫЙ",,,,13213.969200999998,,13016.36,,13018.879999999997,,13008.39,,11944.060000000001,,14161,,12281,,14076.2
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,20204.996026999997,,18617.8,,16695.519999999997,,21053.91,,17503.620000000003,,22343,,20555,,21715.65
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,14623.658489,,14327.52,,15855.48,,15422.150000000001,,16470.74,,15065,,11654,,13611
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,31331.014116,,37577.56,,26587.53,,35029.89,,25686.4,,26095,,37452,,35478.45
