,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,52301.6792,,53000.0,,63333.0,,50940.0,,23530.0,,55700.0,,58000.0,,53350.0
ГОВЯДИНА БЕСКОСТНАЯ,,,,70010.78004499999,,56564.64,,64351.2,,64091.25,,66663.16,,88422.0,,64494.0,,62352.14
СВИНИНА (кроме бескостного мяса),,,,42702.866057,,40409.13,,40601.7,,45704.55,,36547.04,,43379.0,,43667.0,,47892.62
СВИНИНА БЕСКОСТНАЯ,,,,60665.533039,,57518.86,,56983.4,,57919.85,,60246.24,,65909.0,,60200.0,,59345.23
ФАРШ МЯСНОЙ (без добавок),,,,46875.53500799999,,46937.7,,40697.8,,43268.6,,42705.0,,57893.0,,39914.0,,42814.94
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,23905.784011,,24021.02,,24432.0,,23216.15,,23131.24,,24182.0,,23864.0,,24133.34
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,31774.063923,,33523.74,,31975.6,,29806.65,,28303.4,,31684.0,,33659.0,,33125.39
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,16283.582568,,16228.21,,16009.8,,17360.3,,14581.48,,15084.0,,17516.0,,18755.46
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,3468.328502,,3224.8,,2671.2,,3329.3,,2751.24,,4678.0,,3159.0,,2795.12
ПЕЛЬМЕНИ МЯСНЫЕ,,,,26574.510553,,23144.52,,21108.6,,28869.55,,26812.36,,30289.0,,26363.0,,24496.03
САЛО,,,,45493.883416000004,,40639.33,,53041.5,,44871.1,,43395.2,,46650.0,,41493.0,,48162.18
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,36490.441214,,39362.49,,31539.5,,36987.8,,37211.32,,37530.0,,36278.0,,34795.0
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,28794.722466,,30313.88,,24648.2,,30046.6,,26061.32,,29767.0,,31534.0,,26636.71
