,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
КЕФИР,,,,1900.451516,,1864.2,,2000.81,,1793.44,,1779.2,,1937.0,,2009.0,,1891.16
СМЕТАНА ,,,,7624.021674,,7264.8,,7929.99,,6473.1,,7665.76,,8483.0,,7792.0,,7553.36
ТВОРОГ ЖИРНЫЙ,,,,10423.79678,,9579.74,,8980.04,,8664.38,,11698.53,,12774.0,,10075.0,,10703.08
ТВОРОГ НЕЖИРНЫЙ,,,,10033.194816,,11202.84,,8958.74,,7313.4,,12054.73,,11242.0,,8924.0,,10757.44
ЙОГУРТ (за 250 г),,,,1953.985678,,2356.04,,2082.57,,2083.86,,2123.45,,1896.0,,1480.0,,1670.92
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,1101.779518,,1060.72,,1116.39,,1097.38,,1045.88,,1095.0,,1056.0,,1269.32
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,2555.325426,,2533.54,,3166.24,,2241.92,,2746.06,,2600.0,,2041.0,,2715.2
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,19788.662246,,20327.36,,16076.65,,17201.66,,19654.04,,24608.0,,19514.0,,19075.36
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,4423.1271480000005,,4385.76,,4205.68,,4594.56,,4194.38,,4611.0,,4406.0,,4420.52
МОРОЖЕНОЕ,,,,20156.16311,,19315.34,,19105.08,,20467.4,,20016.62,,23606.0,,19240.0,,17537.88
СЫР  ТВЕРДЫЙ,,,,22074.293934,,21148.94,,22112.0,,22779.52,,22205.7,,23613.0,,19810.0,,22517.2
СЫР МЯГКИЙ ,,,,15526.400131999999,,12502.42,,15507.29,,15144.42,,15319.36,,20088.0,,13683.0,,14858.88
СЫР ПЛАВЛЕНЫЙ,,,,18562.100476,,16656.52,,19741.3,,15982.96,,17816.7,,20158.0,,20564.0,,18519.52
МАСЛО ЖИВОТНОЕ,,,,21703.309474,,20218.58,,22600.52,,21415.2,,21810.16,,22072.0,,21443.0,,22588.72
МАСЛО РАСТИТЕЛЬНОЕ ,,,,8814.815818,,8712.26,,8928.08,,8822.64,,8838.51,,8696.0,,8787.0,,9020.92
МАРГАРИН,,,,8697.885054,,7882.46,,8484.47,,8036.08,,7799.81,,9640.0,,9963.0,,8506.44
ЯЙЦА  КУРИНЫЕ,,,,3864.818153999999,,3938.66,,3799.29,,3688.6,,3799.29,,3790.0,,4056.0,,4017.44
САХАР-ПЕСОК,,,,4879.55701,,4791.74,,4804.03,,4814.4,,5000.0,,5000.0,,4900.0,,4815.96
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,75212.777804,,81298.9,,63040.32,,61227.3,,56949.58,,90393.0,,93782.0,,67785.24
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,75061.649366,,65784.36,,63462.66,,82052.86,,107206.1,,76858.0,,70069.0,,62778.44
КОФЕ РАСТВОРИМЫЙ,,,,163419.56277400002,,149501.0,,151374.5,,175855.14,,174226.22,,164405.0,,165623.0,,163315.6
МЁД  НАТУРАЛЬНЫЙ,,,,33563.139454000004,,28538.48,,32135.61,,34196.34,,29537.0,,44049.0,,32520.0,,28453.6
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,972.1977420000001,,1055.12,,1066.3,,960.58,,902.04,,990.0,,799.0,,1039.32
МУКА ПШЕНИЧНАЯ ,,,,2042.2513639999995,,1952.24,,2115.69,,1946.36,,2139.17,,2140.0,,1974.0,,2030.76
ХЛЕБ РЖАНОЙ,,,,2491.7771959848606,,,,,,2129.38,,2849.27,,2606.0,,2442.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,2275.428644,,2282.18,,2356.55,,1908.02,,2015.15,,2687.0,,2000.0,,2580.8
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,4052.40886,,3854.72,,3690.56,,3624.84,,3381.89,,5065.0,,4301.0,,3908.32
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2404.079905790441,,2615.22,,,,2752.0,,1853.0,,2123.0,,2569.0,,2473.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,6002.658478,,6364.5,,4110.6,,7845.44,,5510.2,,4493.0,,7943.0,,5737.8
"СУХАРИ, СУШКИ, БАРАНКИ",,,,9081.061678,,7002.2,,9538.9,,10261.26,,8644.55,,8674.0,,9941.0,,9667.28
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,7532.389128000001,,6232.82,,6735.47,,8358.94,,8112.01,,8671.0,,7374.0,,6730.2
КРУПА МАННАЯ,,,,3129.176218,,2707.02,,3864.08,,2446.16,,3015.91,,3135.0,,2923.0,,4111.4
КРУПА ПШЕННАЯ,,,,9401.63059,,8602.0,,8850.21,,9339.7,,9382.26,,10433.0,,9800.0,,8896.28
КРУПА ГРЕЧНЕВАЯ,,,,19655.29541,,17652.02,,17867.93,,20883.92,,18892.79,,22431.0,,19954.0,,18309.28
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,4883.186716,,4385.14,,4793.56,,4423.06,,5266.79,,5210.0,,5215.0,,4871.88
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,8308.493678,,7845.62,,7919.76,,8240.6,,8049.41,,9088.0,,8577.0,,8023.32
КРУПА ПЕРЛОВАЯ,,,,2844.7609643655182,,2162.56,,2759.59,,3623.28,,2369.8,,3436.0,,,,2260.84
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,20304.98619,,18667.34,,20906.46,,20071.48,,20101.35,,22777.0,,19621.0,,18968.64
"ГОРОХ, ФАСОЛЬ",,,,5475.587514,,3891.06,,4424.51,,5402.64,,3813.86,,8337.0,,6544.0,,4215.36
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,16349.822311999998,,11829.48,,16456.62,,15127.24,,13527.53,,23092.0,,13552.0,,18701.84
"МАКАРОНЫ, РОЖКИ",,,,4543.92217,,4308.04,,3991.73,,4491.34,,4753.94,,4710.0,,4664.0,,4895.76
"ВЕРМИШЕЛЬ, ЛАПША",,,,4806.494178,,4337.0,,3826.78,,4336.9,,4821.59,,6003.0,,5478.0,,4231.04
ВОДКА ,,,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,25100.189083999998,,22765.78,,22019.47,,23021.82,,26554.46,,26941.0,,27407.0,,26778.2
КОНЬЯК,,,,64068.884556000005,,54963.5,,65667.03,,53426.74,,58387.04,,92530.0,,52264.0,,61041.24
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,18273.117924000002,,14237.64,,16268.11,,15749.64,,15389.04,,28424.0,,17277.0,,16086.84
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,18700.159544,,14252.1,,15244.85,,15113.98,,15358.02,,30201.0,,17616.0,,18368.56
ПИВО,,,,3946.759938,,3834.56,,3680.51,,3652.66,,4083.33,,4358.0,,3830.0,,4104.48
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,18421.120626,,19868.0,,17828.42,,18558.46,,18510.11,,17489.0,,18096.0,,18955.52
ВАФЛИ,,,,14487.636164,,13508.1,,15162.26,,14714.86,,13481.86,,15582.0,,14550.0,,13749.24
ПРЯНИКИ,,,,10022.076376,,8027.58,,10254.65,,8858.54,,8755.95,,11987.0,,11577.0,,9765.04
ПЕЧЕНЬЕ ,,,,9169.688452,,8365.12,,9135.91,,9137.44,,9236.72,,10289.0,,9138.0,,8375.76
ТОРТ,,,,23971.345266000004,,21927.94,,24526.68,,26360.24,,23657.96,,25713.0,,20996.0,,24064.96
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,2251.142738,,2079.28,,2191.03,,2605.26,,1946.76,,2514.0,,2227.0,,1960.4
ИРИС,,,,11864.516118000001,,10457.78,,14429.54,,13558.84,,10183.29,,11528.0,,10015.0,,13163.72
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,11391.352207999998,,11259.96,,12398.74,,10990.36,,10330.39,,11166.0,,11288.0,,12506.0
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,25321.376624000004,,23356.9,,26632.18,,26837.7,,23819.31,,26638.0,,24448.0,,24759.44
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,13346.832802,,13920.6,,13036.83,,15008.54,,12957.95,,12869.0,,13663.0,,11545.28
ШОКОЛАД,,,,47837.307682,,42001.18,,43972.99,,43971.76,,43937.53,,63570.0,,47238.0,,42918.76
ХАЛВА,,,,12168.284994000001,,12110.86,,12063.34,,12532.4,,10144.47,,13131.0,,11141.0,,13579.92
МАРМЕЛАД,,,,10489.634446,,10512.16,,10010.32,,11139.82,,9800.33,,11065.0,,9173.0,,11563.28
ЗЕФИР,,,,13830.88372,,15063.14,,13986.22,,12233.82,,13338.66,,15376.0,,12535.0,,13752.08
КАКАО - ПОРОШОК (за 200 г),,,,7479.163846,,4626.76,,7386.08,,10738.3,,5453.1,,11071.0,,5074.0,,6020.44
КАРТОФЕЛЬ,,,,2400.565396,,1944.66,,2517.99,,2561.66,,2025.73,,2862.0,,2256.0,,2419.88
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,4691.33813,,4421.56,,4856.01,,4376.94,,5115.34,,4476.0,,4950.0,,4875.92
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,6065.103358000001,,6669.18,,5436.66,,6682.88,,6117.0,,5296.0,,5235.0,,7504.88
ЛУК РЕПЧАТЫЙ,,,,4061.918722,,3636.98,,4004.46,,3840.24,,4029.92,,4564.0,,4089.0,,4115.36
СВЕКЛА,,,,3068.2767240000003,,2847.36,,2178.72,,3785.4,,2749.93,,4449.0,,2109.0,,2646.64
МОРКОВЬ,,,,3471.688966,,3144.12,,3057.62,,3603.38,,3167.44,,3842.0,,3984.0,,3193.68
ПОМИДОРЫ СВЕЖИЕ,,,,10341.877368,,9816.28,,9723.98,,10756.04,,10399.51,,10596.0,,10662.0,,10265.32
ОГУРЦЫ СВЕЖИЕ,,,,7869.411582,,6991.08,,7918.32,,8313.66,,7452.33,,7628.0,,8851.0,,7892.32
ЧЕСНОК,,,,31723.995342,,26852.84,,27568.12,,31783.66,,34551.51,,37328.0,,30889.0,,31461.2
ПЕРЕЦ СЛАДКИЙ,,,,23501.955592,,23546.0,,26899.95,,20167.68,,27616.88,,22974.0,,20598.0,,24644.76
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,12629.28516,,12381.36,,12143.97,,11533.08,,10729.14,,15374.0,,12827.0,,11929.6
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,6210.326858,,5094.14,,5737.34,,6731.12,,6046.61,,5337.0,,8191.0,,6539.16
СОУС ТОМАТНЫЙ,,,,7265.903708,,6646.88,,7235.61,,6922.16,,7143.27,,7482.0,,7677.0,,7768.12
ЯБЛОКИ,,,,10198.449906,,9635.94,,10728.04,,10520.28,,9894.15,,10535.0,,9515.0,,10519.88
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,10961.787114,,10726.48,,9947.83,,10978.22,,12518.47,,10615.0,,10928.0,,11484.28
ВИНОГРАД,,,,22469.828510000007,,22851.02,,26466.69,,22820.48,,24339.49,,19818.0,,20729.0,,21909.24
БАНАНЫ,,,,10638.590336000001,,10125.08,,10350.45,,10633.4,,11056.59,,10292.0,,11038.0,,11280.92
СУХОФРУКТЫ,,,,22266.19982,,15523.22,,22176.65,,17624.3,,25560.42,,25241.0,,28625.0,,20627.72
ОРЕХИ,,,,28469.175882,,15310.9,,34511.61,,26885.0,,17614.96,,33468.0,,34852.0,,34542.44
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,10745.6448,,8782.24,,11858.36,,10679.84,,9597.68,,12538.0,,11066.0,,9791.56
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,9970.373562,,8888.2,,10254.4,,8940.02,,8857.49,,9948.0,,11823.0,,11113.08
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,4404.383634000001,,4009.8,,4392.56,,4518.18,,4167.54,,5262.0,,3959.0,,4143.2
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,2254.814264,,2075.08,,2037.9,,1890.12,,2470.45,,2650.0,,2366.0,,2189.8
ВОДА МИНЕРАЛЬНАЯ ,,,,1447.2863519999999,,1414.92,,1488.2,,1481.28,,1488.86,,1410.0,,1467.0,,1394.24
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,6129.710442,,6773.58,,7196.67,,4740.24,,5376.46,,6720.0,,5262.0,,6808.32
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,18457.791792,,17405.26,,21089.11,,24407.42,,14370.75,,15450.0,,12878.0,,25315.36
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,4458.153174,,3407.1,,2976.59,,3032.16,,2277.32,,10255.0,,3280.0,,3277.96
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1457.695942,,1067.66,,1135.69,,1195.68,,1166.51,,2553.0,,1426.0,,1150.92
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1455.8618999999999,,1224.48,,1337.84,,1616.16,,1273.12,,1852.0,,1391.0,,1271.64
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,788.9415300000001,,785.46,,789.91,,778.68,,800.0,,800.0,,782.0,,785.44
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4439.505328,,3846.02,,4041.75,,4508.7,,4213.62,,5000.0,,4497.0,,4760.76
МАЙОНЕЗ,,,,11824.801558,,10938.84,,13389.5,,9609.38,,12766.84,,12064.0,,11648.0,,13021.8
УКСУС ,,,,4125.52866,,4198.88,,4130.43,,4597.0,,4477.0,,3941.0,,3793.0,,3803.16
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1441.981164,,1306.86,,1590.56,,1475.82,,1413.24,,1407.0,,1458.0,,1469.36
СОДА ПИЩЕВАЯ,,,,6888.034816000001,,7017.42,,5671.77,,9132.02,,6982.28,,6812.0,,5739.0,,6664.28
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1857.30915,,1934.32,,1821.17,,1702.7,,1854.83,,1947.0,,1829.0,,1891.52
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,6050.965172,,5990.88,,6043.04,,4756.36,,6269.29,,7152.0,,5734.0,,6190.32
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,25951.573092,,25802.64,,25208.47,,25811.4,,25098.14,,31929.0,,19443.0,,26416.04
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,12206.415646,,10414.24,,10024.38,,12707.74,,11197.02,,15477.0,,11749.0,,12384.92
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,15437.030267999999,,10084.14,,13253.0,,15501.66,,12725.79,,21530.0,,16413.0,,15814.92
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,11227.561529999999,,13442.7,,10753.23,,9491.04,,8263.06,,12146.0,,10298.0,,13779.68
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,302576.6679780085,,282310.0,,321494.02,,,,267024.5,,,,346950.0,,284393.0
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,381508.945606,,337308.14,,384342.87,,368783.4,,336553.77,,480299.0,,362147.0,,354914.84
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,199359.76403799996,,163445.02,,162888.19,,189366.64,,161791.13,,289125.0,,187138.0,,201424.56
КОСТЮМ МУЖСКОЙ,,,,319572.97156800004,,284572.14,,309852.22,,269285.7,,300060.65,,394711.0,,316606.0,,338296.48
ДЖИНСЫ МУЖСКИЕ,,,,136895.65274,,124987.68,,113646.32,,124523.92,,144356.0,,156466.0,,152181.0,,134549.52
БРЮКИ МУЖСКИЕ     ,,,,95521.365222,,78303.16,,105499.68,,77629.34,,103598.96,,108688.0,,97689.0,,97060.64
СОРОЧКА МУЖСКАЯ,,,,58951.653066,,51736.98,,52257.11,,46255.08,,56015.61,,75245.0,,62363.0,,63514.08
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,151391.945826,,117956.04,,123829.86,,114114.9,,111036.01,,262653.0,,160814.0,,114685.56
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,475901.2686328391,,401006.0,,923010.0,,236180.0,,189155.24,,588627.0,,,,
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,87212.70568,,75832.46,,85438.26,,69931.5,,76878.05,,111237.0,,103059.0,,75710.72
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,53952.364195999995,,58673.48,,50187.5,,50170.76,,41917.15,,62157.0,,65120.0,,40613.92
МАЙКА МУЖСКАЯ,,,,11627.821376,,9557.8,,11612.51,,11680.56,,11599.62,,13365.0,,11396.0,,11636.96
ТРУСЫ МУЖСКИЕ,,,,11421.664292000001,,8974.04,,10655.58,,9116.96,,10856.96,,15252.0,,11908.0,,11939.52
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,34414.28853,,31354.48,,26033.69,,29143.94,,20390.78,,58802.0,,30064.0,,33121.12
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,5069.864048,,4396.2,,3857.19,,4037.08,,4753.66,,7841.0,,4727.0,,4757.2
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,5189.95413,,5253.6,,5197.05,,4822.38,,4991.45,,5055.0,,5600.0,,5472.72
ДУБЛЕНКА МУЖСКАЯ,,,,1586074.8306683954,,1185000.0,,1976348.0,,,,855679.77,,2280000.0,,1500000.0,,1322000.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,32788.431366,,32749.18,,31570.08,,32488.04,,33478.09,,35583.0,,30045.0,,32800.64
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,179284.66375600002,,157376.0,,175028.89,,174157.8,,146786.63,,258207.0,,130555.0,,181454.44
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,642067.4342991866,,499155.0,,712900.98,,,,575329.14,,687291.0,,674447.0,,692672.08
ДУБЛЕНКА ЖЕНСКАЯ,,,,1846376.449422557,,1515000.0,,1994067.0,,2040000.0,,1060311.23,,2228430.0,,,,1977500.0
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,438742.086396,,425371.02,,495234.13,,501501.18,,365782.39,,467458.0,,392545.0,,392903.0
КУРТКА ЖЕНСКАЯ,,,,215758.780698,,189821.8,,195467.36,,239619.5,,186896.54,,230173.0,,242275.0,,209967.4
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,292580.617292,,148048.16,,171745.86,,231757.04,,154392.19,,750000.0,,155283.0,,239074.68
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,130570.48190799999,,135778.76,,134465.83,,143730.36,,141499.54,,128445.0,,120404.0,,108270.08
