,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,8384.715167999999,,8095.06,,8364.94,,8717.06,,8304.41,,8236.0,,8724.0,,8227.72
РЫБА ЖИВАЯ,,,,12062.32673409385,,8200.0,,15955.67,,9183.02,,8451.87,,14930.0,,,,15137.6
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,20865.367442000002,,16668.82,,19330.15,,20000.52,,21367.44,,24520.0,,20518.0,,22925.68
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,24188.888536000002,,20595.98,,17853.6,,18885.06,,19833.5,,42050.0,,19237.0,,23599.12
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,42619.65969,,44633.28,,47882.52,,53632.98,,38202.44,,38277.0,,38553.0,,36522.0
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,70997.514934,,50288.14,,81170.33,,40150.0,,62147.42,,80573.0,,89194.0,,95626.2
ИКРА ЛОСОСЕВЫХ РЫБ,,,,307192.445408,,287836.58,,314224.65,,319575.26,,289036.96,,342947.0,,285624.0,,293506.44
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,9946.490136,,9881.72,,8415.13,,9355.12,,8129.58,,13226.0,,9209.0,,9759.8
СЕЛЬДЬ СОЛЕНАЯ,,,,16061.662896,,16925.84,,14691.66,,16073.44,,15744.76,,17517.0,,15943.0,,14500.92
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,19073.229779999998,,17057.12,,22077.12,,20820.64,,19847.26,,21364.0,,15157.0,,16457.56
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,8058.886498,,8100.76,,6819.18,,8338.18,,7384.57,,9439.0,,8100.0,,7320.84
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,16519.80889,,15002.92,,19608.59,,17449.54,,13971.33,,16215.0,,16864.0,,16322.92
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,7110.04524,,7005.48,,7224.44,,7489.32,,7154.37,,6989.0,,6753.0,,7239.68
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,1877.794688,,1860.22,,1757.33,,1846.62,,1671.64,,1973.0,,2013.0,,1943.12
КЕФИР,,,,1901.979926,,1864.2,,2011.03,,1828.42,,1787.48,,1911.0,,1949.0,,1960.4
СМЕТАНА ,,,,7709.573737999999,,7520.58,,7911.31,,6462.4,,7665.76,,8764.0,,7799.0,,7522.52
ТВОРОГ ЖИРНЫЙ,,,,10842.380672,,10255.28,,9111.48,,8932.88,,11830.14,,14243.0,,9651.0,,10924.88
ТВОРОГ НЕЖИРНЫЙ,,,,10771.735270541081,,11774.14,,7180.0,,,,11708.05,,13324.0,,8627.0,,11112.2
ЙОГУРТ (за 250 г),,,,2070.070044,,2515.52,,2006.98,,2215.72,,2151.33,,2286.0,,1510.0,,1664.44
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,1181.887812,,1091.1,,1234.39,,1202.82,,1093.35,,1227.0,,1077.0,,1358.72
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,2719.8861500000003,,2650.06,,3339.68,,2590.68,,2686.66,,2757.0,,2197.0,,2931.84
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,22264.473886000003,,20421.74,,21009.77,,17569.8,,20110.18,,31981.0,,21197.0,,19393.4
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,4770.537593999999,,4691.94,,4542.77,,5015.64,,4640.02,,4809.0,,4765.0,,4875.04
МОРОЖЕНОЕ,,,,24528.564886,,21945.26,,22927.71,,27945.36,,22367.65,,29127.0,,23710.0,,20593.44
СЫР  ТВЕРДЫЙ,,,,23037.571656,,22409.0,,23334.24,,24186.52,,22925.74,,24483.0,,20451.0,,23038.48
СЫР МЯГКИЙ ,,,,16733.50924,,15121.98,,16498.43,,19181.78,,15940.24,,20446.0,,13229.0,,14932.32
СЫР ПЛАВЛЕНЫЙ,,,,19768.956742000002,,17854.06,,21780.92,,17663.08,,18681.59,,20173.0,,22013.0,,20200.36
МАСЛО ЖИВОТНОЕ,,,,22809.736924,,21618.12,,22880.5,,22876.04,,22890.3,,24436.0,,21423.0,,23160.08
МАСЛО РАСТИТЕЛЬНОЕ ,,,,11902.133326,,11052.38,,10312.69,,11678.28,,10913.75,,13784.0,,13856.0,,10340.88
МАРГАРИН,,,,10169.620719999999,,9399.88,,9334.54,,10060.12,,9439.73,,11044.0,,11108.0,,10265.44
ЯЙЦА  КУРИНЫЕ,,,,4163.816018,,4171.92,,4182.86,,3981.46,,4065.49,,4102.0,,4204.0,,4520.04
САХАР-ПЕСОК,,,,4880.45521,,4791.74,,4804.03,,4814.4,,5000.0,,5000.0,,4906.0,,4815.96
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,108453.53523800001,,101712.84,,89565.91,,91393.9,,93976.8,,127974.0,,134211.0,,108713.16
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,102828.63216200001,,92415.58,,96987.66,,110388.84,,119691.08,,88350.0,,101569.0,,122222.12
КОФЕ РАСТВОРИМЫЙ,,,,223971.510142,,213884.54,,207414.57,,227902.92,,218157.96,,195690.0,,266096.0,,248792.84
МЁД  НАТУРАЛЬНЫЙ,,,,39130.587868,,36726.26,,39102.17,,41850.9,,33370.91,,46945.0,,36754.0,,34261.04
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,1194.7779260000002,,1176.0,,1159.9,,1328.38,,961.76,,1317.0,,915.0,,1468.56
МУКА ПШЕНИЧНАЯ ,,,,2154.4113859999998,,2020.88,,2131.74,,2095.7,,2203.88,,2248.0,,2042.0,,2368.64
ХЛЕБ РЖАНОЙ,,,,3089.3140496955734,,,,,,2187.32,,3048.68,,3914.0,,2968.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,2506.735696,,2469.38,,2573.8,,2149.5,,2181.33,,2980.0,,2263.0,,2789.96
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,4457.407026,,4056.86,,3695.05,,3919.12,,3729.52,,6024.0,,4774.0,,4206.68
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2764.2117,,2738.24,,3583.0,,2863.0,,2392.0,,2565.0,,2599.0,,2660.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,6902.727801999999,,6853.2,,4683.94,,8757.62,,5814.49,,6183.0,,8723.0,,6928.76
"СУХАРИ, СУШКИ, БАРАНКИ",,,,11145.46938,,9153.88,,11485.86,,12953.48,,10000.1,,11122.0,,11217.0,,11999.64
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,9626.712796000002,,8842.96,,9081.51,,9772.96,,9727.13,,10664.0,,9151.0,,9828.52
КРУПА МАННАЯ,,,,5408.684762,,4449.26,,7414.54,,7674.32,,3262.54,,5687.0,,2665.0,,6596.36
КРУПА ПШЕННАЯ,,,,13076.000888,,12570.04,,12084.56,,13022.64,,13377.34,,12114.0,,13069.0,,16239.36
КРУПА ГРЕЧНЕВАЯ,,,,23911.3517,,24117.56,,23603.7,,26712.08,,20976.09,,25665.0,,21321.0,,23599.96
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,5508.127934,,5165.0,,5139.8,,4743.62,,5652.96,,6225.0,,5629.0,,5865.56
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,10916.65696,,9339.12,,10372.72,,10898.84,,10920.24,,12319.0,,10714.0,,11476.24
КРУПА ПЕРЛОВАЯ,,,,3682.394734,,3321.3,,3631.52,,5796.44,,3132.71,,3417.0,,3002.0,,3286.28
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,20409.842754,,18675.14,,21080.47,,20071.48,,20436.15,,22801.0,,19453.0,,19523.28
"ГОРОХ, ФАСОЛЬ",,,,7859.159198,,6388.72,,6720.34,,8140.62,,5342.41,,12249.0,,7439.0,,6289.16
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,21460.00481,,14842.14,,20848.78,,18584.68,,18519.43,,27475.0,,15666.0,,34712.56
"МАКАРОНЫ, РОЖКИ",,,,5975.022432,,6209.4,,4846.46,,6270.0,,6015.99,,6908.0,,5191.0,,5967.72
"ВЕРМИШЕЛЬ, ЛАПША",,,,6358.911912,,6572.66,,5711.61,,6153.82,,6578.02,,6955.0,,5512.0,,6968.28
ВОДКА ,,,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0,,19040.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,27121.106154,,24717.68,,23288.34,,28275.82,,27534.51,,28578.0,,29275.0,,27338.84
КОНЬЯК,,,,79805.071008,,64443.64,,102386.55,,65809.88,,62463.44,,112090.0,,63322.0,,76670.0
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,23485.303465999998,,19421.0,,23389.45,,21273.14,,16717.24,,33963.0,,22936.0,,21451.68
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,22447.526057999996,,18172.1,,21982.71,,22283.56,,19397.08,,27276.0,,22810.0,,23066.08
ПИВО,,,,5447.11639,,4646.26,,4640.44,,4875.16,,5775.09,,6863.0,,5230.0,,5715.96
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,21800.057494,,22309.26,,21517.87,,21763.28,,21724.97,,21159.0,,21898.0,,22537.0
ВАФЛИ,,,,21150.394573999998,,19894.58,,20296.28,,22686.08,,19890.75,,21860.0,,20492.0,,22594.0
ПРЯНИКИ,,,,12785.958913999999,,10580.66,,12931.58,,11190.44,,10956.08,,15143.0,,15485.0,,11872.12
ПЕЧЕНЬЕ ,,,,12446.530184,,11198.2,,11454.22,,12916.2,,12478.35,,13108.0,,12738.0,,13021.76
ТОРТ,,,,29260.32408,,27690.74,,27397.92,,31344.94,,29411.44,,29617.0,,26190.0,,33862.84
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,2732.870502,,2699.4,,2475.16,,3205.62,,2248.87,,3044.0,,2574.0,,2600.88
ИРИС,,,,17583.94519,,14592.9,,20503.91,,17183.48,,14260.07,,18411.0,,17552.0,,20562.96
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,17027.888954,,16753.9,,18813.96,,16508.88,,14687.99,,17661.0,,16453.0,,18027.6
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,34099.368772,,31299.22,,34656.13,,34435.78,,29956.18,,35771.0,,35662.0,,35833.72
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,18373.59872,,18836.28,,18490.13,,19490.2,,17512.98,,18416.0,,17196.0,,18481.44
ШОКОЛАД,,,,60967.091138,,56020.44,,54224.64,,62497.18,,55248.17,,73109.0,,62135.0,,56558.56
ХАЛВА,,,,17217.650908,,17017.44,,15656.39,,16499.24,,13990.47,,21869.0,,16393.0,,16595.2
МАРМЕЛАД,,,,13462.194056000002,,12323.88,,12826.91,,14192.68,,12730.65,,12963.0,,13351.0,,16371.72
ЗЕФИР,,,,18822.184638000002,,20616.12,,18781.1,,16478.94,,16092.85,,21879.0,,20012.0,,15649.0
КАКАО - ПОРОШОК (за 200 г),,,,12495.366941999999,,8241.32,,16983.02,,14191.9,,9181.86,,19135.0,,6960.0,,9944.56
КАРТОФЕЛЬ,,,,3267.332886,,2620.34,,3729.57,,3627.16,,2886.83,,3723.0,,2942.0,,3131.84
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,6865.626751999999,,7331.28,,6927.64,,7047.16,,7329.71,,6622.0,,6531.0,,6350.24
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,1334.257314,,1158.76,,1926.06,,1104.02,,1253.5,,1273.0,,1428.0,,1256.52
ЛУК РЕПЧАТЫЙ,,,,4798.032948,,4590.06,,5253.44,,4959.66,,4639.4,,4749.0,,4570.0,,4873.16
СВЕКЛА,,,,3581.9035839999997,,3320.36,,2919.83,,4182.96,,3488.95,,3895.0,,3996.0,,2897.12
МОРКОВЬ,,,,4640.836506,,4382.08,,5444.77,,4427.18,,4494.01,,4250.0,,5201.0,,4421.4
ПОМИДОРЫ СВЕЖИЕ,,,,5802.935866,,4878.86,,6124.78,,6385.44,,6255.06,,5508.0,,6344.0,,5206.56
ОГУРЦЫ СВЕЖИЕ,,,,2787.3769759999996,,2587.62,,3128.94,,2592.7,,2335.45,,3649.0,,2544.0,,2226.76
ЧЕСНОК,,,,33788.34213,,30180.26,,32113.19,,32695.84,,32552.38,,42946.0,,31299.0,,30794.32
ПЕРЕЦ СЛАДКИЙ,,,,15019.030744,,14999.24,,18073.69,,14505.0,,19574.61,,13291.0,,12071.0,,14557.56
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,17105.953515999998,,17054.96,,15585.94,,15168.96,,12457.32,,23940.0,,16309.0,,15540.32
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,7663.457906000001,,6310.54,,8138.41,,7013.76,,8940.66,,7692.0,,8246.0,,7661.4
СОУС ТОМАТНЫЙ,,,,9049.569726,,8611.78,,9335.52,,9225.68,,8693.25,,9052.0,,8820.0,,9699.64
ЯБЛОКИ,,,,12720.82324,,10975.04,,11872.74,,12893.64,,9870.36,,15631.0,,12768.0,,13524.2
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,12648.162887999999,,11111.9,,11008.98,,12364.66,,14570.83,,14099.0,,12452.0,,12767.92
ВИНОГРАД,,,,21512.798238,,24382.82,,24976.74,,20239.12,,25655.54,,17118.0,,18400.0,,22988.84
БАНАНЫ,,,,7912.261964,,7745.4,,7712.7,,7760.32,,8134.07,,8072.0,,7868.0,,8122.52
СУХОФРУКТЫ,,,,26539.486510000002,,19618.34,,26580.76,,22422.6,,30764.16,,31551.0,,29490.0,,24387.48
ОРЕХИ,,,,39561.921949999996,,24360.02,,41676.63,,42809.72,,20847.48,,47351.0,,54146.0,,38659.92
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,15476.185866,,10906.1,,16562.73,,18172.12,,13349.5,,19428.0,,13838.0,,14128.52
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,13488.62011,,10504.74,,12786.9,,10869.56,,10533.79,,18786.0,,14641.0,,14045.28
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,5775.200272000001,,5292.8,,5803.81,,5967.36,,5721.69,,6240.0,,5574.0,,5640.76
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,2978.8310119999996,,2762.14,,2504.87,,2686.38,,3116.7,,3475.0,,3074.0,,3082.52
ВОДА МИНЕРАЛЬНАЯ ,,,,1970.029832,,1882.82,,1986.15,,2042.9,,2064.63,,1891.0,,1945.0,,2040.24
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,6497.601162,,7731.7,,7864.96,,5304.92,,5796.36,,6060.0,,5726.0,,7374.12
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,21460.018524,,20902.14,,25230.76,,29612.82,,16346.67,,15204.0,,15210.0,,30833.04
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,5190.759928,,3632.26,,3884.25,,4736.38,,2478.11,,10406.0,,4547.0,,3987.12
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1630.0417419999999,,1376.88,,1313.12,,1573.7,,1453.18,,2346.0,,1667.0,,1307.48
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,2256.486286,,1853.06,,2016.4,,2532.72,,1958.73,,3054.0,,1990.0,,1977.64
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,1180.0,,1180.0,,1180.0,,1180.0,,1180.0,,1180.0,,1180.0,,1180.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,8170.890608,,6023.84,,5949.87,,8495.0,,8136.52,,9542.0,,8823.0,,9875.0
МАЙОНЕЗ,,,,15369.369208,,14539.46,,16770.15,,11934.78,,17345.37,,14482.0,,15051.0,,19348.28
УКСУС ,,,,5878.567428,,6062.86,,5536.51,,6580.7,,5630.6,,5579.0,,5150.0,,6795.56
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1966.640236,,1741.86,,2107.37,,2073.14,,1806.96,,2125.0,,1906.0,,1925.04
СОДА ПИЩЕВАЯ,,,,12060.476804,,9728.88,,13307.97,,13049.68,,11369.15,,11596.0,,12255.0,,13544.08
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,2737.950754,,2702.36,,2699.2,,2486.58,,2824.69,,2904.0,,2655.0,,2902.08
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,8399.348748,,8153.36,,8375.32,,7747.0,,7154.2,,10215.0,,7181.0,,9353.08
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,28360.418938000003,,25802.64,,31331.81,,27435.5,,25733.64,,34967.0,,22378.0,,28759.6
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,14534.909871999998,,14276.32,,12867.22,,17705.08,,12107.21,,15939.0,,14266.0,,12935.68
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,18217.402896,,12393.0,,16132.01,,17159.04,,15317.96,,26219.0,,18632.0,,18274.72
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,14765.296005999997,,16188.92,,11274.87,,11255.34,,8843.29,,20100.0,,17157.0,,15221.32
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,309716.7144166157,,323140.0,,319200.0,,,,267024.5,,,,346950.0,,275280.0
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,381405.91581599996,,390333.24,,362299.1,,460200.0,,336553.77,,416213.0,,347100.0,,317744.0
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,209859.68709199998,,168006.0,,205485.34,,186718.24,,167258.0,,295579.0,,203314.0,,205081.6
КОСТЮМ МУЖСКОЙ,,,,345604.75775,,318862.12,,313553.93,,303249.9,,324857.99,,413828.0,,372459.0,,342501.6
ДЖИНСЫ МУЖСКИЕ,,,,155377.333526,,140261.08,,132448.24,,138216.3,,169996.73,,159236.0,,194745.0,,151171.84
БРЮКИ МУЖСКИЕ     ,,,,110539.69396,,85077.64,,114374.82,,82617.88,,109806.71,,146216.0,,110826.0,,116015.52
СОРОЧКА МУЖСКАЯ,,,,69161.440534,,59336.18,,62563.1,,53889.0,,62913.97,,92251.0,,71220.0,,73935.04
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,162817.375508,,149365.94,,136940.49,,127220.3,,124949.15,,218716.0,,206476.0,,142481.12
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,703764.1279008947,,,,1058966.8,,,,189155.24,,765850.0,,,,
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,91054.819802,,76770.8,,93681.78,,74058.98,,77206.65,,114274.0,,101764.0,,89411.64
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,58135.429961999995,,63538.26,,51093.67,,54218.28,,45053.2,,60338.0,,81986.0,,42414.72
МАЙКА МУЖСКАЯ,,,,12913.503686,,11553.7,,12514.39,,12833.28,,13071.53,,13896.0,,13316.0,,12881.16
ТРУСЫ МУЖСКИЕ,,,,13902.579748,,10725.46,,14470.83,,10452.94,,12498.79,,19444.0,,14492.0,,13174.6
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,39829.83053400001,,38365.32,,26323.88,,32474.46,,22344.86,,71709.0,,32988.0,,39049.48
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,5906.188328,,5308.06,,4227.01,,4934.58,,5709.08,,8818.0,,5517.0,,5648.36
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,5492.3308879999995,,6105.64,,5789.07,,4351.8,,5049.41,,6148.0,,5318.0,,5434.04
ДУБЛЕНКА МУЖСКАЯ,,,,1592997.7163079097,,1185000.0,,2377993.0,,,,857980.23,,2040000.0,,1500000.0,,1322000.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,36220.436202000004,,31029.28,,34044.19,,33866.78,,33649.9,,52213.0,,28068.0,,34663.16
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,190020.493212,,169984.26,,174136.24,,183124.98,,151274.5,,265443.0,,148888.0,,207327.96
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,666976.5203347871,,586260.0,,782778.65,,,,575329.14,,652704.0,,670490.0,,749192.84
ДУБЛЕНКА ЖЕНСКАЯ,,,,2268656.7858,,1515000.0,,3027240.0,,2040000.0,,1062611.0,,3327806.0,,2350000.0,,1977500.0
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,476207.19673400006,,491031.28,,561377.9,,518603.1,,375503.23,,534758.0,,405350.0,,397917.4
КУРТКА ЖЕНСКАЯ,,,,226081.37852600001,,197729.42,,205973.85,,243180.2,,189790.52,,260163.0,,249343.0,,210547.6
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,327318.298266,,150007.7,,188527.58,,247494.64,,154392.19,,900000.0,,148785.0,,254995.64
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,147786.273988,,144848.46,,128594.95,,181676.78,,141499.54,,140754.0,,110743.0,,194614.4
