,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
"СОСИСКИ, САРДЕЛЬКИ",,,,7.36,,6.82,,6.83,,6.99,,6.4,,8.39,,7.35,,7.28
"ИЗДЕЛИЯ ИЗ ГОВЯДИНЫ, СВИНИНЫ ВАРЕНЫЕ, ВАРЕНО-КОПЧЕНЫЕ: ВЕТЧИНА, БУЖЕНИНА, ОКОРОК И ПРОЧИЕ",,,,12.31,,12.51,,12.34,,11.78,,12.29,,13.29,,10.96,,11.84
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за 1 усл. банку весом 350 г),,,,3.6,,3.67,,3.62,,3.63,,3.74,,3.66,,3.6,,3.18
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за 1 усл. банку весом 350 г),,,,3.71,,3.49,,3.67,,3.74,,3.67,,3.84,,3.77,,3.63
КОНСЕРВЫ  МЯСНЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за 1 усл. банку весом 350 г),,,,7.68,,8.12,,7.3,,7.74,,7.47,,8.03,,7.27,,7.3
РЫБА ЖИВАЯ,,,,5.34,,4.85,,5.31,,5.85,,5.58,,5.0,,5.43,,5.91
РЫБА МОРОЖЕНАЯ НЕРАЗДЕЛАННАЯ (тресковые и скумбриевые),,,,4.35,,4.44,,4.21,,4.63,,4.38,,4.39,,4.17,,4.17
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,7.34,,6.0,,7.09,,6.92,,7.13,,8.33,,7.88,,6.58
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ (кроме сельди и рыбы деликатесной),,,,11.19,,11.83,,10.34,,10.55,,12.52,,10.87,,10.82,,12.31
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,41.85,,42.29,,38.43,,38.1,,45.8,,40.25,,44.95,,46.58
ИКРА ЛОСОСЕВЫХ РЫБ,,,,136.12,,126.35,,151.92,,140.69,,127.84,,134.69,,136.93,,135.09
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за 1 усл. банку весом  200 г),,,,3.81,,4.17,,3.41,,4.0,,3.77,,3.83,,3.5,,4.02
СЕЛЬДЬ СОЛЕНАЯ,,,,5.31,,5.72,,5.58,,5.29,,5.08,,5.32,,5.06,,5.09
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,7.58,,5.44,,7.76,,7.57,,7.03,,8.88,,7.72,,6.81
КОНСЕРВЫ РЫБНЫЕ (кроме деликатесных) (за 1 усл. банку весом 350г),,,,3.23,,3.11,,3.16,,2.92,,2.72,,3.75,,3.33,,2.86
КОНСЕРВЫ РЫБНЫЕ  ДЕЛИКАТЕСНЫЕ ( шпроты и лосось) (за  1 усл. банку весом 350 г),,,,5.15,,5.07,,5.02,,5.11,,5.19,,5.2,,5.18,,5.28
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) (за 1 усл. банку весом 250 г),,,,2.58,,2.38,,2.56,,2.58,,2.56,,2.65,,2.6,,2.59
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
** - с января 2014 года расчет средних цен производится по формуле средней геометрической величины,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СТЕРИЛИЗОВАННОЕ",,,,1.34,,1.31,,1.22,,1.29,,1.27,,1.34,,1.41,,1.58
КЕФИР (ПРОДУКТ КЕФИРНЫЙ),,,,1.34,,1.28,,1.29,,1.28,,1.33,,1.41,,1.34,,1.34
СМЕТАНА ,,,,4.87,,4.84,,4.75,,4.48,,4.81,,5.18,,4.7,,4.96
ТВОРОГ ЖИРНЫЙ,,,,6.2,,5.84,,6.23,,6.24,,5.78,,6.53,,5.93,,6.43
ТВОРОГ НЕЖИРНЫЙ,,,,5.49,,5.48,,5.52,,5.51,,5.36,,5.71,,4.95,,5.7
ЙОГУРТ (за 250 г),,,,1.17,,1.14,,1.14,,1.15,,1.25,,1.16,,1.19,,1.23
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,0.63,,0.59,,0.67,,0.59,,0.59,,0.67,,0.62,,0.66
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ, ПАСТА  (за 200 г)",,,,1.35,,1.44,,1.4,,1.33,,1.34,,1.27,,1.21,,1.59
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,6.61,,5.88,,6.77,,6.53,,6.34,,7.32,,6.44,,5.95
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,16.16,,18.6,,15.98,,16.6,,15.91,,14.08,,17.58,,16.85
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за 1 усл. банку весом 400 г),,,,2.32,,2.18,,2.43,,2.25,,2.32,,2.34,,2.37,,2.38
МОРОЖЕНОЕ,,,,13.21,,12.98,,11.71,,14.75,,12.44,,13.47,,13.59,,12.63
СЫР  ТВЕРДЫЙ,,,,12.76,,12.68,,12.47,,13.77,,12.34,,12.17,,13.64,,12.72
СЫР МЯГКИЙ ,,,,12.12,,10.08,,12.54,,9.99,,9.45,,15.24,,12.2,,11.05
СЫР ПЛАВЛЕНЫЙ,,,,10.37,,9.62,,11.41,,8.65,,8.34,,11.28,,11.8,,10.01
СЫР РАССОЛЬНЫЙ ,,,,11.84,,12.51,,12.72,,10.65,,10.68,,11.74,,12.2,,12.57
МАСЛО ЖИВОТНОЕ,,,,14.75,,13.7,,14.58,,14.41,,13.96,,15.61,,14.85,,14.99
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,2.79,,2.68,,2.91,,2.79,,2.83,,2.77,,2.77,,2.87
МАСЛО ОЛИВКОВОЕ (за 1 л),,,,24.2,,24.7,,25.49,,24.33,,22.9,,23.86,,24.98,,23.1
МАРГАРИН,,,,5.1,,4.96,,5.0,,5.11,,5.02,,5.36,,5.12,,4.73
ЖИР ЖИВОТНЫЙ,,,,2.11,,2.3,,1.39,,1.29,,2.51,,3.0,,1.67,,1.56
ЯЙЦА  КУРИНЫЕ (за 10 шт.),,,,2.03,,2.03,,2.03,,1.83,,2.0,,2.25,,1.95,,1.86
САХАР-ПЕСОК,,,,1.52,,1.51,,1.51,,1.51,,1.51,,1.54,,1.52,,1.52
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,34.56,,35.15,,36.12,,31.64,,35.0,,31.89,,39.99,,35.68
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,29.04,,28.96,,28.8,,26.46,,30.97,,26.6,,33.02,,32.34
КОФЕ РАСТВОРИМЫЙ,,,,70.61,,70.17,,69.56,,69.93,,73.33,,65.99,,74.89,,77.56
МЁД  НАТУРАЛЬНЫЙ,,,,13.8,,12.98,,11.97,,13.48,,14.06,,16.53,,12.83,,10.8
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,0.52,,0.51,,0.51,,0.53,,0.47,,0.56,,0.48,,0.51
МУКА ПШЕНИЧНАЯ ,,,,1.09,,1.1,,1.1,,1.05,,1.04,,1.11,,1.12,,1.1
"ХЛЕБ РЖАНОЙ, РЖАНО-ПШЕНИЧНЫЙ",,,,1.61,,1.61,,1.75,,1.51,,1.75,,1.52,,1.41,,1.96
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,2.6,,2.39,,2.37,,2.5,,2.36,,2.72,,2.81,,2.89
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,1.79,,1.66,,2.4,,1.83,,1.91,,1.5,,1.42,,2.34
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4.33,,4.9,,3.79,,4.8,,3.71,,3.82,,4.96,,4.75
"СУХАРИ, СУШКИ, БАРАНКИ",,,,5.15,,4.11,,5.3,,4.92,,4.81,,5.54,,5.59,,5.2
"РИС ШЛИФОВАННЫЙ,  ПОЛИРОВАННЫЙ",,,,2.38,,2.28,,2.44,,2.31,,2.3,,2.37,,2.46,,2.55
КРУПА МАННАЯ,,,,1.42,,1.37,,1.45,,1.42,,1.35,,1.46,,1.4,,1.41
КРУПА ПШЕННАЯ,,,,1.95,,1.78,,1.91,,1.95,,1.8,,2.1,,2.03,,1.83
КРУПА ГРЕЧНЕВАЯ,,,,1.65,,1.66,,1.62,,1.53,,1.68,,1.75,,1.51,,1.75
ХЛОПЬЯ  ОВСЯНЫЕ,,,,1.9,,1.65,,1.96,,1.9,,1.79,,1.61,,1.92,,3.04
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,6.79,,7.23,,5.12,,7.22,,7.02,,6.54,,6.82,,7.95
КРУПА ПЕРЛОВАЯ,,,,1.1,,1.1,,1.16,,1.1,,1.05,,1.09,,1.11,,1.14
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,12.84,,14.32,,12.11,,12.62,,11.18,,12.84,,14.35,,11.77
"ГОРОХ, ФАСОЛЬ",,,,2.48,,3.23,,2.34,,2.21,,2.24,,2.32,,2.7,,2.46
"МЮСЛИ,  ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП",,,,10.05,,10.11,,10.05,,8.42,,9.31,,11.48,,9.53,,9.7
"МАКАРОНЫ, РОЖКИ",,,,1.99,,1.98,,1.91,,1.69,,1.91,,2.02,,2.2,,2.21
"ВЕРМИШЕЛЬ, ЛАПША",,,,2.17,,1.98,,2.25,,1.76,,2.26,,1.97,,2.71,,2.61
ВОДКА ,,,,15.72,,15.43,,14.84,,14.55,,14.49,,14.66,,19.19,,18.19
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,16.45,,16.1,,15.86,,15.78,,15.72,,17.64,,15.96,,16.56
КОНЬЯК,,,,38.43,,34.07,,35.95,,34.09,,36.58,,44.46,,36.72,,40.03
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,11.67,,11.74,,10.35,,9.42,,9.92,,12.74,,12.18,,14.23
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,10.17,,8.77,,8.91,,10.78,,9.22,,11.14,,9.8,,11.31
ПИВО,,,,2.93,,2.99,,2.85,,2.62,,3.14,,2.98,,3.06,,2.87
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,10.93,,8.9,,10.57,,11.6,,10.56,,11.59,,10.89,,11.5
ВАФЛИ,,,,6.67,,6.33,,6.89,,6.56,,6.37,,6.98,,6.56,,6.52
ПРЯНИКИ,,,,4.62,,4.01,,4.83,,4.33,,4.18,,4.65,,5.05,,5.32
ПЕЧЕНЬЕ ,,,,5.29,,4.69,,5.29,,4.9,,5.54,,5.76,,4.99,,5.44
ТОРТ,,,,11.02,,11.04,,10.77,,11.93,,10.34,,11.5,,10.26,,10.45
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1.09,,1.07,,0.98,,1.1,,1.04,,1.23,,1.01,,1.02
ИРИС,,,,8.63,,8.1,,8.56,,8.44,,8.24,,8.55,,9.34,,9.27
"КОНФЕТЫ ""КАРАМЕЛЬ""",,,,5.7,,5.43,,5.77,,5.42,,5.61,,5.75,,5.76,,6.17
"КОНФЕТЫ, ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ",,,,13.24,,11.77,,12.12,,11.39,,12.42,,14.46,,13.89,,15.4
"КОНФЕТЫ, ГЛАЗИРОВАННЫЕ КОНДИТЕРСКОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,8.36,,7.69,,8.32,,8.52,,7.9,,8.78,,8.04,,8.75
ШОКОЛАД,,,,20.7,,20.37,,21.43,,20.04,,20.1,,20.71,,20.43,,22.06
ХАЛВА,,,,7.0,,7.25,,6.91,,6.69,,6.95,,7.01,,7.06,,7.09
МАРМЕЛАД,,,,7.53,,7.43,,7.8,,7.91,,7.95,,6.92,,7.49,,8.14
ЗЕФИР,,,,8.23,,7.78,,7.92,,8.24,,8.64,,8.32,,8.05,,8.72
КАКАО-ПОРОШОК (за 200 г),,,,3.14,,3.1,,3.16,,3.43,,3.1,,3.3,,2.89,,2.66
КАРТОФЕЛЬ,,,,0.57,,0.48,,0.56,,0.46,,0.47,,0.7,,0.59,,0.51
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,1.69,,1.85,,1.57,,1.58,,1.6,,1.74,,1.7,,1.69
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,0.61,,0.56,,0.59,,0.63,,0.52,,0.66,,0.6,,0.58
ЛУК РЕПЧАТЫЙ,,,,0.87,,0.84,,0.89,,0.75,,0.74,,0.99,,0.86,,0.86
СВЕКЛА,,,,0.73,,0.66,,0.74,,0.66,,0.63,,0.86,,0.7,,0.68
МОРКОВЬ,,,,0.79,,0.77,,0.75,,0.74,,0.75,,0.88,,0.78,,0.69
ПОМИДОРЫ СВЕЖИЕ,,,,2.64,,2.56,,2.44,,2.75,,2.64,,2.7,,2.52,,2.78
ОГУРЦЫ СВЕЖИЕ,,,,2.8,,2.85,,2.74,,2.9,,2.98,,2.71,,2.83,,2.71
ЧЕСНОК,,,,4.52,,4.19,,4.72,,4.45,,4.31,,4.76,,4.5,,4.34
ПЕРЕЦ СЛАДКИЙ,,,,4.41,,4.08,,4.86,,3.6,,4.74,,4.9,,4.15,,4.03
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,4.74,,4.28,,4.89,,5.04,,4.55,,5.07,,4.36,,4.49
ОВОЩИ КОНСЕРВИРОВАННЫЕ (включая стоимость посуды),,,,4.66,,4.25,,4.59,,4.54,,4.66,,4.38,,5.29,,5.36
СОУС ТОМАТНЫЙ  (включая стоимость посуды),,,,3.96,,4.14,,3.83,,3.8,,3.68,,4.15,,3.92,,3.87
ЯБЛОКИ,,,,1.15,,1.11,,1.19,,1.12,,1.0,,1.09,,1.2,,1.44
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,3.5,,3.44,,3.98,,3.78,,3.49,,3.39,,3.33,,3.19
ВИНОГРАД,,,,3.76,,3.78,,3.94,,3.9,,4.18,,3.28,,3.65,,4.42
БАНАНЫ,,,,1.93,,1.9,,1.99,,2.06,,2.04,,1.86,,1.87,,1.83
СУХОФРУКТЫ,,,,8.63,,7.41,,8.37,,7.39,,9.1,,8.74,,10.27,,9.1
ОРЕХИ,,,,17.06,,15.58,,19.27,,15.24,,12.05,,17.53,,15.71,,24.37
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,6.1,,5.71,,6.34,,6.24,,5.94,,6.0,,5.83,,6.88
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ (включая стоимость посуды),,,,9.88,,9.23,,9.07,,9.09,,8.08,,11.28,,9.89,,10.56
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ (за 1 л)",,,,2.18,,2.16,,1.98,,2.03,,1.98,,2.57,,2.03,,1.98
"СОК, НЕКТАР ОВОЩНОЙ, ПЛОДООВОЩНОЙ  (за 1 л)",,,,2.04,,2.19,,2.14,,2.09,,2.07,,1.9,,2.12,,1.92
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1.38,,1.22,,1.23,,1.27,,1.33,,1.61,,1.43,,1.26
ВОДА МИНЕРАЛЬНАЯ ,,,,1.03,,0.81,,1.01,,0.77,,0.94,,1.07,,1.07,,1.62
КВАС (за 1 л),,,,1.17,,1.1,,1.14,,1.22,,1.17,,1.19,,1.18,,1.18
ОБЕД В СТОЛОВОЙ (из четырех блюд) (для 1 человека),,,,3.05,,2.83,,2.99,,2.78,,2.7,,3.6,,2.95,,2.77
ОБЕД  В  РЕСТОРАНЕ    (заказной  из   четырех  блюд)  (для       1 человека ) ,,,,10.46,,12.2,,11.37,,13.8,,8.28,,9.62,,7.02,,11.87
"КОФЕ В ОРГАНИЗАЦИЯХ  БЫСТРОГО                                              ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3.54,,2.66,,2.55,,2.98,,2.16,,6.37,,2.16,,1.97
"СОК  В ОРГАНИЗАЦИЯХ  БЫСТРОГО                                               ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,0.91,,0.82,,0.98,,1.01,,0.69,,1.09,,0.74,,0.77
СИГАРЕТЫ С  ФИЛЬТРОМ  ОТЕЧЕСТВЕННЫЕ                          (за 1 пачку  20 шт.),,,,1.39,,1.32,,1.36,,1.46,,1.31,,1.51,,1.26,,1.32
СИГАРЕТЫ БЕЗ  ФИЛЬТРА  ОТЕЧЕСТВЕННЫЕ                              (за 1 пачку  20 шт.),,,,0.79,,0.76,,0.77,,0.79,,0.78,,0.83,,0.81,,0.74
СИГАРЕТЫ  С  ФИЛЬТРОМ  ИМПОРТНЫЕ                                     (за 1 пачку  20 шт.),,,,2.82,,2.84,,2.67,,2.85,,2.67,,2.82,,2.9,,2.99
МАЙОНЕЗ,,,,5.19,,5.23,,5.35,,5.23,,5.18,,5.18,,5.3,,4.84
УКСУС  (за 1 л),,,,1.41,,1.21,,1.47,,1.39,,1.3,,1.5,,1.42,,1.41
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,0.75,,0.73,,0.72,,0.85,,0.67,,0.82,,0.66,,0.74
СОДА ПИЩЕВАЯ,,,,2.46,,2.31,,2.62,,2.61,,2.48,,2.38,,2.5,,2.38
"ПЕРЕЦ ЧЕРНЫЙ, КРАСНЫЙ, ДУШИСТЫЙ (молотый, горошек)  (за 50 г)",,,,4.31,,4.55,,4.07,,4.36,,4.51,,4.17,,4.09,,4.68
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за 1 упаковку 10 шт.),,,,0.95,,0.89,,0.91,,0.93,,0.94,,1.03,,0.93,,0.94
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  (ширина 90 см) (за 1 пог. м),,,,3.7,,3.54,,3.93,,3.39,,2.91,,3.4,,5.13,,3.74
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ  (ширина 150 см)            (за 1 пог. м),,,,22.94,,22.86,,23.61,,21.01,,18.97,,24.7,,20.29,,27.58
ТКАНЬ ЛЬНЯНАЯ (ширина 150 см) (за 1 пог. м),,,,12.3,,10.46,,12.09,,11.77,,11.48,,14.64,,11.39,,11.06
ТКАНЬ ШЕЛКОВАЯ (ширина 100 см)  (за 1 пог.  м),,,,8.46,,7.07,,7.33,,7.49,,7.85,,10.53,,8.3,,7.87
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,5.96,,5.62,,5.66,,5.79,,4.96,,7.18,,5.53,,5.13
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,185.33,,153.23,,149.9,,186.08,,208.52,,204.26,,197.83,,171.97
ПАЛЬТО (ПОЛУПАЛЬТО) ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,204.38,,185.22,,189.97,,170.04,,204.07,,248.02,,194.76,,183.71
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ (типа ветровки) МУЖСКАЯ  ,,,,95.71,,78.11,,74.57,,99.19,,71.97,,124.54,,92.36,,85.64
КОСТЮМ МУЖСКОЙ,,,,213.51,,203.77,,198.18,,191.1,,194.53,,258.52,,181.61,,210.95
ДЖИНСЫ МУЖСКИЕ,,,,60.27,,57.06,,58.96,,60.08,,55.29,,65.2,,57.28,,61.33
БРЮКИ МУЖСКИЕ     ,,,,60.08,,55.08,,51.82,,57.51,,55.53,,70.95,,55.4,,60.01
СОРОЧКА ВЕРХНЯЯ МУЖСКАЯ,,,,40.58,,34.91,,34.57,,38.41,,39.7,,44.52,,41.75,,45.75
КОСТЮМ СПОРТИВНЫЙ  МУЖСКОЙ ,,,,77.33,,70.92,,77.17,,72.99,,72.7,,88.16,,71.35,,74.1
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,209.27,,243.92,,154.28,,164.29,,245.78,,244.57,,150.41,,235.17
"СВИТЕР, ДЖЕМПЕР  ИЗ  ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,54.67,,45.62,,44.34,,48.1,,44.54,,73.56,,52.28,,47.72
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ИЛИ СМЕСОВОЙ ПРЯЖИ МУЖСКОЙ",,,,36.07,,32.01,,35.43,,36.09,,39.08,,36.3,,35.7,,38.6
МАЙКА МУЖСКАЯ,,,,7.5,,6.76,,8.36,,7.24,,7.94,,7.83,,7.1,,6.94
ТРУСЫ МУЖСКИЕ,,,,7.03,,7.13,,7.49,,7.38,,7.34,,6.27,,7.38,,7.24
"ФУФАЙКА, ТЕННИСКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ",,,,15.14,,14.07,,15.0,,15.11,,15.46,,15.86,,14.55,,15.14
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,2.09,,2.2,,2.04,,2.13,,2.08,,2.04,,2.29,,1.87
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,3.02,,3.33,,3.27,,2.89,,2.76,,3.1,,3.13,,2.46
ДУБЛЕНКА МУЖСКАЯ,,,,757.77,,739.7,,615.62,,721.84,,973.33,,719.95,,,,878.42
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,28.38,,20.77,,23.38,,32.82,,21.16,,37.2,,22.39,,28.41
"ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ, СИНТЕТИЧЕСКОЙ ИЛИ СМЕСОВОЙ ТКАНИ МУЖСКОЙ ",,,,135.24,,136.12,,132.35,,121.27,,119.21,,154.49,,128.97,,127.71
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,307.37,,257.32,,302.76,,296.2,,318.89,,297.17,,321.04,,387.15
ДУБЛЕНКА ЖЕНСКАЯ,,,,722.5,,740.57,,657.35,,784.86,,1001.18,,566.41,,,,840.82
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,200.18,,178.4,,187.52,,215.95,,171.23,,208.01,,238.23,,176.6
КУРТКА ЖЕНСКАЯ,,,,107.65,,91.25,,96.33,,106.6,,98.75,,114.87,,121.96,,111.99
"КОСТЮМ  ИЗ ПОЛУШЕРСТЯНОЙ, СМЕСОВОЙ ИЛИ СИНТЕТИЧЕСКОЙ ТКАНИ ЖЕНСКИЙ ",,,,137.0,,112.51,,108.19,,123.78,,113.74,,168.83,,151.37,,134.18
КОСТЮМ ИЗ ТРИКОТАЖНОГО ПОЛОТНА  ЖЕНСКИЙ ,,,,80.33,,79.13,,67.09,,72.7,,79.37,,85.66,,86.55,,85.18
ПИДЖАК (ЖАКЕТ) ЖЕНСКИЙ,,,,80.62,,61.95,,64.85,,73.83,,64.28,,98.22,,97.95,,75.4
ЮБКА ЖЕНСКАЯ ,,,,50.44,,53.44,,47.34,,48.02,,49.47,,50.66,,50.0,,54.53
ДЖИНСЫ ЖЕНСКИЕ,,,,57.81,,54.01,,53.3,,53.28,,51.44,,63.18,,61.36,,60.53
БЛУЗКА ЖЕНСКАЯ,,,,51.35,,46.96,,41.47,,44.37,,42.42,,60.6,,57.8,,52.21
