,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
СЫР  ТВЕРДЫЙ,,,,42950.400116000004,,42260.26,,42685.28,,45284.34,,37694.51,,49168.0,,39677.0,,40015.36
СЫР МЯГКИЙ ,,,,31745.606706000002,,31866.32,,32605.51,,29238.94,,25958.18,,39697.0,,27552.0,,31685.04
СЫР ПЛАВЛЕНЫЙ,,,,36063.762367999996,,35435.84,,39641.25,,34654.04,,34041.62,,33555.0,,35736.0,,41319.32
МАСЛО ЖИВОТНОЕ,,,,42133.557184,,39483.12,,45999.51,,44074.76,,37025.83,,44628.0,,42375.0,,39119.36
МАСЛО РАСТИТЕЛЬНОЕ ,,,,20739.984468,,21495.34,,20875.84,,19768.82,,20619.23,,19647.0,,22309.0,,20814.08
МАРГАРИН,,,,20524.641336,,20069.56,,19794.56,,19699.28,,16948.31,,23589.0,,22170.0,,19232.08
ЯЙЦА  КУРИНЫЕ,,,,9357.694978,,9578.08,,8880.59,,8735.38,,9755.35,,9586.0,,9622.0,,9315.44
САХАР-ПЕСОК,,,,6841.56448,,6688.0,,6705.9,,6721.6,,7000.0,,7000.0,,6920.0,,6825.6
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,132853.09604399998,,137922.74,,115976.67,,123000.7,,116838.93,,127594.0,,174350.0,,128911.84
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,141613.24021,,124355.2,,160436.04,,148878.1,,166547.96,,117790.0,,144420.0,,144920.84
КОФЕ РАСТВОРИМЫЙ,,,,326898.577982,,331302.36,,289180.84,,303234.22,,312073.7,,330673.0,,354742.0,,366848.92
МЁД  НАТУРАЛЬНЫЙ,,,,58681.166056,,55124.76,,56326.34,,63917.72,,46390.98,,75557.0,,51179.0,,52425.12
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,1528.767866,,1384.18,,1565.83,,1656.84,,1387.33,,1719.0,,1281.0,,1644.48
МУКА ПШЕНИЧНАЯ ,,,,3377.17371,,3112.0,,3290.25,,3235.7,,3272.11,,3778.0,,3257.0,,3586.56
ХЛЕБ РЖАНОЙ,,,,4308.829553188546,,,,,,3172.12,,4769.35,,5071.0,,4427.0,,3921.0
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,3794.46893,,3709.62,,3439.31,,3107.92,,3233.88,,5124.0,,3257.0,,4220.88
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,6722.752726000001,,7167.0,,6965.58,,5496.98,,6048.96,,7560.0,,6698.0,,6780.52
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,4306.33833,,4379.98,,5706.05,,4202.0,,5295.0,,3379.0,,3761.0,,4073.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,10351.14285,,11104.36,,8072.12,,13316.9,,9206.56,,8120.0,,11973.0,,10806.0
"СУХАРИ, СУШКИ, БАРАНКИ",,,,17282.285306,,15461.84,,18309.51,,21075.14,,15364.87,,14612.0,,19310.0,,17190.68
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,12053.21391,,10905.1,,12429.87,,12013.88,,11852.81,,13147.0,,11545.0,,12170.72
КРУПА МАННАЯ,,,,5938.953235999999,,6285.58,,6576.85,,8293.5,,4615.07,,5223.0,,3900.0,,6825.4
КРУПА ПШЕННАЯ,,,,12029.902637999998,,11678.56,,13507.04,,12334.7,,13763.71,,8739.0,,12219.0,,14000.88
КРУПА ГРЕЧНЕВАЯ,,,,21719.497934000003,,20492.84,,23050.08,,23260.22,,21264.01,,20705.0,,20636.0,,23322.32
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,9483.369084,,9664.66,,9467.46,,8482.22,,9521.63,,9983.0,,10077.0,,8939.4
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,22284.30602,,16835.26,,16607.73,,15997.02,,17469.95,,44570.0,,17717.0,,17142.84
КРУПА ПЕРЛОВАЯ,,,,4279.201722,,4188.32,,4323.78,,5599.66,,3512.78,,4138.0,,3831.0,,4176.64
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,34733.8586,,33872.5,,36720.82,,30675.42,,30384.49,,43389.0,,33216.0,,30638.96
"ГОРОХ, ФАСОЛЬ",,,,9797.163239999998,,7773.46,,8356.77,,9158.54,,6917.45,,13909.0,,11882.0,,8053.6
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,32780.53701,,27825.9,,38070.0,,26932.92,,33348.28,,39949.0,,25212.0,,38112.56
"МАКАРОНЫ, РОЖКИ",,,,7091.346992000001,,7298.7,,6613.85,,7067.26,,6636.11,,8047.0,,6699.0,,6745.16
"ВЕРМИШЕЛЬ, ЛАПША",,,,7510.213933999999,,7735.34,,7847.58,,7172.84,,6578.15,,8364.0,,6958.0,,7482.84
ВОДКА ,,,,42043.311852000006,,42532.02,,42668.43,,43634.94,,42781.39,,39540.0,,43068.0,,40768.92
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,47361.47045,,42452.46,,46245.73,,43779.52,,48172.15,,48812.0,,51608.0,,50870.44
КОНЬЯК,,,,139671.957324,,120650.26,,163702.28,,122170.82,,132602.11,,170822.0,,128477.0,,129186.92
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,34882.158859999996,,29361.86,,38006.02,,31267.82,,29960.25,,45901.0,,33425.0,,31400.12
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,35065.703362,,25230.94,,30468.92,,28566.88,,26516.05,,56857.0,,31971.0,,37177.72
ПИВО,,,,7717.265388000001,,7719.94,,6971.79,,6890.78,,9245.32,,8143.0,,7499.0,,7713.16
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,32247.233676000003,,31090.94,,31627.4,,31045.18,,32042.88,,34061.0,,32984.0,,32204.08
ВАФЛИ,,,,30017.47322,,28839.94,,30974.09,,30568.14,,29994.2,,31342.0,,28666.0,,29278.04
ПРЯНИКИ,,,,19506.5821,,16054.02,,19968.74,,20024.06,,17068.84,,21208.0,,21582.0,,19557.96
ПЕЧЕНЬЕ ,,,,19971.480435999998,,19637.2,,19168.2,,19018.24,,21048.27,,20053.0,,22038.0,,18681.76
ТОРТ,,,,45884.552396,,44201.1,,49195.58,,49670.98,,44799.09,,44693.0,,40719.0,,49105.8
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,4222.9097,,4060.22,,4438.0,,4886.06,,3825.56,,4478.0,,3729.0,,3918.4
ИРИС,,,,26765.541606,,22784.02,,28037.3,,25487.0,,21996.29,,31161.0,,26196.0,,30143.32
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,25463.34965,,24221.7,,26713.06,,23530.96,,24669.0,,25970.0,,25577.0,,27970.96
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,56227.329139999994,,52414.42,,62994.7,,55148.7,,55092.89,,61100.0,,53678.0,,51155.44
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,31977.991786,,31507.38,,32587.03,,32698.52,,31823.39,,29686.0,,34654.0,,31470.36
ШОКОЛАД,,,,95084.551738,,89210.74,,94559.97,,92985.64,,92108.61,,95400.0,,100142.0,,101771.4
ХАЛВА,,,,25189.563600000005,,24413.7,,25420.81,,22786.74,,22095.46,,29179.0,,24657.0,,26107.64
МАРМЕЛАД,,,,19845.725476,,18342.18,,18415.75,,20090.54,,18721.6,,20350.0,,18954.0,,24469.64
ЗЕФИР,,,,29843.123758,,35681.8,,29059.42,,25010.86,,28483.68,,31711.0,,28482.0,,29574.8
КАКАО - ПОРОШОК (за 200 г),,,,23133.585028,,21133.68,,23947.35,,25448.12,,26829.67,,26543.0,,18229.0,,18758.44
КАРТОФЕЛЬ,,,,1700.484934,,1550.16,,2062.9,,1451.78,,1518.18,,2001.0,,1716.0,,1466.32
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,9832.083162,,9155.52,,9722.98,,8258.22,,10914.67,,10804.0,,9931.0,,10072.52
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,1207.014876,,1019.74,,1580.46,,925.82,,995.62,,1525.0,,1292.0,,959.4
ЛУК РЕПЧАТЫЙ,,,,3341.579338,,3296.22,,4143.06,,2594.84,,3382.09,,3443.0,,3344.0,,3268.16
СВЕКЛА,,,,1803.492606,,1744.98,,2173.95,,1702.68,,1768.69,,1861.0,,1834.0,,1492.24
МОРКОВЬ,,,,2430.384452,,2179.82,,3127.17,,2158.7,,2436.59,,2657.0,,2384.0,,1998.64
ПОМИДОРЫ СВЕЖИЕ,,,,16320.081117999998,,11481.76,,16510.27,,16913.14,,15173.92,,20442.0,,17383.0,,14337.56
ОГУРЦЫ СВЕЖИЕ,,,,26723.350618,,24699.74,,28225.53,,28277.04,,27001.04,,28340.0,,24000.0,,26130.0
ЧЕСНОК,,,,24549.74723,,27485.04,,24068.3,,25240.78,,24903.82,,23225.0,,23981.0,,23040.64
ПЕРЕЦ СЛАДКИЙ,,,,22881.647861999998,,20765.88,,24202.35,,20124.54,,24607.1,,27130.0,,20515.0,,21985.52
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,24789.167731999998,,25448.08,,22900.59,,26205.96,,20972.59,,32669.0,,19841.0,,21135.92
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,11662.184282,,10259.22,,13835.28,,10894.12,,13000.48,,9522.0,,14762.0,,10281.48
СОУС ТОМАТНЫЙ,,,,14139.76107,,13831.02,,14228.33,,13857.24,,13930.68,,14375.0,,14045.0,,14740.2
ЯБЛОКИ,,,,11168.8154,,9623.02,,11814.98,,10840.02,,9812.56,,13098.0,,10799.0,,11422.2
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,17813.707192,,17328.32,,17723.77,,17584.68,,18394.02,,16667.0,,18916.0,,18763.44
ВИНОГРАД,,,,20633.627854,,21197.34,,22390.16,,19123.28,,23643.02,,21113.0,,17190.0,,20647.68
БАНАНЫ,,,,10801.693921999999,,10924.68,,11195.7,,10322.86,,10841.67,,10173.0,,11255.0,,11259.32
СУХОФРУКТЫ,,,,45802.538135999996,,40277.98,,47726.26,,35165.42,,57549.1,,49102.0,,50422.0,,41672.48
ОРЕХИ,,,,63032.20239,,36721.58,,93368.03,,56201.56,,37005.15,,77268.0,,65910.0,,69420.4
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,24490.710164,,19684.5,,30480.88,,24848.86,,25414.43,,29310.0,,19740.0,,20608.0
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,20320.118704,,16621.4,,14798.85,,17207.76,,15681.9,,29351.0,,24692.0,,19057.16
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,8304.534208,,7799.68,,9247.94,,8596.6,,7782.8,,8698.0,,8219.0,,7466.12
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,4115.269195999999,,3660.5,,3560.04,,3740.9,,4444.72,,5147.0,,4188.0,,3665.08
ВОДА МИНЕРАЛЬНАЯ ,,,,2510.075572,,2434.98,,2939.12,,2508.62,,2602.9,,2237.0,,2553.0,,2437.48
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,9467.957518000001,,11399.6,,10694.56,,8012.34,,7744.94,,9712.0,,8515.0,,10047.16
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,33168.771408,,32391.22,,43115.8,,43008.98,,22727.57,,25890.0,,23560.0,,44952.08
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,8084.443782,,5744.58,,7327.57,,6881.28,,4145.59,,15726.0,,6154.0,,7046.16
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,2566.499554,,2041.58,,2158.12,,2845.32,,2034.98,,3742.0,,2443.0,,2037.32
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,3054.130556,,2640.82,,2780.33,,3347.58,,2613.82,,4169.0,,2631.0,,2613.28
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0,,1500.0
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,12937.133946,,11571.54,,10295.88,,12363.48,,13222.49,,14264.0,,14128.0,,14356.8
МАЙОНЕЗ,,,,21203.911939999998,,20414.08,,21484.87,,20903.04,,22795.57,,20444.0,,20239.0,,23267.12
УКСУС ,,,,6951.912504,,7218.72,,7234.05,,7013.16,,6676.43,,7043.0,,6126.0,,7402.24
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,2572.106086,,2704.72,,2854.94,,2608.9,,2464.73,,2497.0,,2454.0,,2420.44
СОДА ПИЩЕВАЯ,,,,12873.868488,,12578.3,,13027.79,,13094.5,,13074.71,,12252.0,,13359.0,,13006.08
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,4355.425804,,4440.66,,4309.28,,4311.26,,4268.9,,4307.0,,4233.0,,4681.52
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,12648.38097,,12974.0,,12314.36,,12049.06,,12609.57,,12601.0,,12743.0,,13391.08
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,48783.733334,,37657.52,,50399.57,,45122.06,,47574.65,,65471.0,,43383.0,,46206.2
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,21440.833362,,19642.56,,20978.65,,25255.62,,17908.54,,23730.0,,22546.0,,17417.28
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,28142.252876,,16079.68,,21713.7,,25877.52,,23961.45,,45238.0,,29245.0,,27746.56
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,29066.232352,,30975.52,,29160.56,,22076.32,,19917.68,,34620.0,,34596.0,,28163.64
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,760402.183576,,767559.2,,786114.79,,579015.48,,669411.9,,1020682.0,,635101.0,,775901.28
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,942541.9040679999,,992664.5,,705540.86,,906981.42,,829828.58,,1465210.0,,691200.0,,750879.12
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,269434.06974333536,,325112.06,,256169.2,,225555.86,,223631.17,,,,229475.0,,367623.2
КОСТЮМ МУЖСКОЙ,,,,575321.808362,,544800.9,,512883.64,,509462.2,,596555.77,,672568.0,,575046.0,,587593.36
ДЖИНСЫ МУЖСКИЕ,,,,247813.40063400002,,234250.94,,202979.24,,213330.52,,239450.61,,257503.0,,305308.0,,278225.44
БРЮКИ МУЖСКИЕ     ,,,,179275.082878,,143044.78,,182619.24,,149350.24,,175314.14,,234979.0,,173692.0,,178876.12
СОРОЧКА МУЖСКАЯ,,,,123636.31857599999,,107119.16,,121178.24,,95590.6,,118030.99,,179346.0,,112942.0,,110292.4
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,256883.686632,,212553.96,,255880.65,,188230.8,,224957.08,,312803.0,,373580.0,,190866.04
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,1004593.580086,,971883.8,,1685981.35,,988331.34,,733495.33,,963590.0,,864955.0,,817109.12
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,178319.068222,,132332.88,,190634.71,,146398.22,,171981.12,,207412.0,,219220.0,,169567.48
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,102574.60367000001,,109028.16,,103891.79,,92477.02,,108811.63,,77570.0,,157806.0,,70247.44
МАЙКА МУЖСКАЯ,,,,24281.096288,,25629.86,,24105.46,,21981.26,,27036.76,,23524.0,,25303.0,,23025.76
ТРУСЫ МУЖСКИЕ,,,,25582.963667999997,,23073.7,,24244.28,,20600.9,,24752.76,,35074.0,,25763.0,,21499.36
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,55172.533625,,53805.61,,51239.55,,48042.42,,43088.17,,72465.0,,58426.0,,49295.4
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,9424.452098,,8994.42,,7773.08,,7359.52,,10180.23,,13164.0,,8925.0,,8179.76
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,11228.488603999998,,12061.28,,10877.95,,10724.24,,10769.66,,11383.0,,9880.0,,13162.64
ДУБЛЕНКА МУЖСКАЯ,,,,3544269.9011739995,,4118586.94,,2554905.14,,3760810.0,,2517191.33,,3080000.0,,4142333.0,,4645150.28
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,78012.268054,,67299.98,,73010.1,,82930.2,,62723.37,,85784.0,,79158.0,,91306.84
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,275703.5548,,284892.66,,218130.47,,219939.02,,306878.54,,376586.0,,205107.0,,293902.96
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,1421255.7456119999,,1494895.44,,1531728.8,,1247544.36,,1453208.7,,1654625.0,,1163101.0,,1343628.8
ДУБЛЕНКА ЖЕНСКАЯ,,,,4430963.878366,,4648813.42,,4676580.0,,3747100.0,,3078303.5,,4541599.0,,5241000.0,,4862277.08
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,881721.947752,,838372.84,,915288.61,,884961.76,,756029.48,,1231371.0,,684314.0,,687496.8
КУРТКА ЖЕНСКАЯ,,,,538877.9486619999,,436201.76,,498052.87,,430251.42,,592373.49,,726927.0,,491435.0,,552721.12
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,469575.468796,,186090.42,,231625.0,,350143.22,,181621.4,,1320000.0,,191367.0,,472545.76
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,229886.136811,,213315.49,,170322.15,,230489.08,,358088.25,,219104.0,,208840.0,,237246.8
