,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,63820.4370696143,,62625.66,,70863.98,,63289.0,,45350.0,,63855.0,,,,76559.54
ГОВЯДИНА БЕСКОСТНАЯ,,,,105172.951103,,94165.38,,92642.49,,114382.88,,87789.45,,119415.0,,102126.0,,107399.04
СВИНИНА (кроме бескостного мяса),,,,70264.233011,,74928.23,,57454.82,,68176.64,,60535.39,,71769.0,,77012.0,,78354.3
СВИНИНА БЕСКОСТНАЯ,,,,102562.02642699998,,93688.0,,98172.37,,95603.84,,98369.41,,106542.0,,111032.0,,108984.96
ФАРШ МЯСНОЙ (без добавок),,,,70824.141726,,73737.06,,61764.97,,61334.36,,70609.48,,83088.0,,65075.0,,67632.1
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,31961.938814,,31158.14,,32111.37,,32218.4,,31679.24,,32114.0,,32080.0,,32155.6
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,47896.091742000004,,47984.94,,47139.28,,48014.76,,49174.34,,47072.0,,47761.0,,49396.04
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,28720.418509000003,,24526.76,,26032.46,,30568.84,,26627.37,,33191.0,,24406.0,,31494.0
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,5767.334602,,6412.77,,4326.41,,6265.56,,5707.76,,6653.0,,5116.0,,4812.92
ПЕЛЬМЕНИ МЯСНЫЕ,,,,42952.284011,,41924.51,,41293.54,,44033.48,,40756.35,,46219.0,,43096.0,,38684.32
САЛО,,,,77934.65978700001,,66624.82,,75657.81,,71926.12,,72591.65,,83396.0,,83286.0,,85559.22
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,55277.721099999995,,57194.56,,54169.49,,57568.88,,55850.22,,55968.0,,49711.0,,56974.7
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,39118.340793999996,,42768.2,,36340.62,,36351.28,,36343.58,,36166.0,,49183.0,,37329.96
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,33613.562707000005,,39771.93,,35996.28,,27192.4,,30641.43,,33318.0,,35122.0,,33425.18
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,84657.77617,,82540.73,,77104.54,,86491.36,,81080.98,,93131.0,,82242.0,,79526.64
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,158214.20279500002,,144101.64,,153152.1,,152332.48,,141644.75,,175386.0,,152370.0,,170416.08
"ПАШТЕТ, ЗЕЛЬЦ",,,,25895.670050999997,,25524.8,,24917.89,,23225.4,,19689.21,,30939.0,,27497.0,,22435.16
