,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,64532.98669802446,,65892.0,,62248.78,,66626.0,,46392.0,,66420.0,,,,76559.54
ГОВЯДИНА БЕСКОСТНАЯ,,,,108455.467107,,91564.64,,98547.43,,118083.32,,87675.33,,127246.0,,108354.0,,102266.8
СВИНИНА (кроме бескостного мяса),,,,73111.96960899999,,75228.09,,71738.86,,70893.16,,64570.41,,72579.0,,78403.0,,77440.2
СВИНИНА БЕСКОСТНАЯ,,,,106228.81400200001,,92286.16,,103191.93,,97619.16,,107210.28,,115921.0,,108480.0,,108619.32
ФАРШ МЯСНОЙ (без добавок),,,,73442.338508,,78518.66,,60756.34,,64468.64,,75939.8,,83319.0,,69779.0,,71303.66
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,32002.099905999996,,31839.07,,32232.12,,32268.96,,31725.7,,31868.0,,32061.0,,32127.22
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,48063.288270000005,,44598.18,,47052.18,,48798.0,,49498.62,,48115.0,,47925.0,,50898.1
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,29648.432600000004,,27440.31,,28131.26,,32959.92,,27464.92,,30382.0,,27300.0,,33467.14
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,5960.938784000001,,6559.64,,4454.55,,6489.6,,5783.7,,7054.0,,5320.0,,4693.72
ПЕЛЬМЕНИ МЯСНЫЕ,,,,43995.194628,,43408.1,,37370.1,,44372.48,,41299.76,,49948.0,,43787.0,,40043.68
САЛО,,,,93594.38291300001,,77771.4,,93133.78,,78617.64,,81445.61,,114209.0,,102213.0,,80889.22
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,57798.039405999996,,57575.04,,55945.36,,61021.4,,57332.98,,59083.0,,54860.0,,57555.52
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,42986.915097,,42123.07,,39275.11,,37610.6,,37392.07,,47705.0,,50452.0,,38461.12
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,34362.820345,,39228.79,,34241.93,,28271.0,,33912.79,,35026.0,,34911.0,,34501.06
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,87262.269444,,94340.59,,83524.18,,91403.08,,81783.28,,93307.0,,80059.0,,78946.4
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,162027.111723,,148971.24,,154926.14,,156760.08,,155717.07,,178769.0,,152474.0,,170412.8
"ПАШТЕТ, ЗЕЛЬЦ",,,,26853.540284,,26558.08,,24866.53,,26658.0,,19777.54,,28288.0,,32605.0,,25224.44
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,17384.441178,,16837.05,,16514.8,,21404.0,,14165.34,,15930.0,,21087.0,,15604.2
СОСИСКИ,,,,58107.015997,,55175.45,,54871.2,,56863.2,,55034.21,,61574.0,,57504.0,,62108.2
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,93886.852407,,104449.69,,78630.13,,83171.88,,100518.57,,113500.0,,68635.0,,92710.12
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,28792.301268,,26898.38,,30042.51,,29929.72,,26877.9,,30338.0,,28495.0,,26758.82
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,28259.413020000004,,28830.88,,25884.85,,30631.8,,26172.86,,31685.0,,25525.0,,24862.88
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,40705.476729,,37076.99,,39916.66,,41438.44,,35546.33,,42637.0,,45824.0,,38190.88
РЫБА ЖИВАЯ,,,,38765.639882999996,,36372.17,,34700.94,,35553.6,,41589.91,,41664.0,,39420.0,,39197.28
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,32490.306071,,26803.1,,27011.43,,32970.64,,27102.65,,36810.0,,35480.0,,35251.14
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,45050.92723,,39289.88,,36839.78,,43447.24,,45529.38,,57904.0,,39136.0,,39256.34
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,85633.619283,,71146.33,,93529.23,,110486.32,,86556.49,,76968.0,,85128.0,,83694.34
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,176462.63081,,181481.26,,184362.89,,122270.76,,177604.04,,158286.0,,237846.0,,186449.28
ИКРА ЛОСОСЕВЫХ РЫБ,,,,957930.293433,,931072.19,,934170.13,,1037827.56,,979081.27,,978469.0,,934818.0,,877167.62
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,25767.143860999997,,24594.55,,21772.64,,26246.32,,28615.69,,30684.0,,22666.0,,20439.3
СЕЛЬДЬ СОЛЕНАЯ,,,,38635.933158,,41893.3,,36840.82,,38318.96,,40894.42,,38626.0,,38260.0,,35532.6
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,45119.914898,,45149.97,,40365.83,,45179.2,,41366.64,,51066.0,,42672.0,,42988.6
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,14548.968978,,15932.29,,10962.65,,13610.88,,15334.64,,16240.0,,12946.0,,15418.22
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,30184.139982999997,,25598.09,,31861.86,,30741.0,,28510.39,,32001.0,,32384.0,,27112.08
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,18503.809821999996,,18754.77,,17809.7,,18880.6,,18166.5,,19903.0,,16903.0,,17683.28
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
** - с января 2014 года расчет средних цен производится по формуле средней геометрической величины,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,8428.435868,,7576.32,,8909.81,,8664.52,,8625.58,,8052.0,,8506.0,,9197.04
КЕФИР,,,,8558.007367,,8358.42,,8908.9,,9608.16,,9220.59,,7737.0,,8439.0,,8597.82
СМЕТАНА ,,,,31504.537051,,30360.39,,34511.13,,30667.52,,31521.85,,30407.0,,32838.0,,31325.04
ТВОРОГ ЖИРНЫЙ,,,,46934.504859,,45027.21,,43052.21,,45288.76,,44399.05,,48954.0,,47794.0,,51909.98
ТВОРОГ НЕЖИРНЫЙ,,,,42299.02441800001,,41825.14,,40907.45,,42040.76,,40223.36,,41899.0,,41555.0,,48813.66
ЙОГУРТ (за 250 г),,,,7681.717140000001,,7649.72,,7287.58,,8874.72,,8070.28,,8428.0,,7393.0,,4869.58
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,4218.483074,,4033.3,,4074.88,,4257.44,,4248.14,,4216.0,,4245.0,,4482.38
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,9081.894196000001,,11176.91,,8964.46,,9273.68,,9333.64,,8800.0,,8485.0,,7822.4
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,48768.303961,,44422.94,,45594.75,,51404.92,,44656.19,,52764.0,,46803.0,,51183.24
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,66927.105993,,71728.46,,66210.47,,57167.68,,61998.07,,72121.0,,61005.0,,74860.36
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,15482.011274,,15149.28,,15232.53,,15207.96,,15654.68,,15189.0,,16272.0,,15918.64
МОРОЖЕНОЕ,,,,79913.787887,,78101.86,,71369.33,,93340.48,,72355.01,,80431.0,,86478.0,,71995.94
СЫР  ТВЕРДЫЙ,,,,97527.323199,,99050.69,,86801.21,,99628.2,,96578.77,,98615.0,,99672.0,,100356.22
СЫР МЯГКИЙ ,,,,82532.71794100001,,71926.55,,69024.74,,70009.12,,68246.29,,108162.0,,79526.0,,81403.62
СЫР ПЛАВЛЕНЫЙ,,,,65016.37001900001,,59068.59,,61752.7,,59849.36,,55985.19,,80392.0,,58706.0,,62349.12
СЫР РАССОЛЬНЫЙ,,,,77607.63078,,70440.02,,73815.11,,69429.8,,71555.46,,88738.0,,79143.0,,77049.08
МАСЛО ЖИВОТНОЕ,,,,91178.23621700001,,88061.65,,89700.19,,94064.44,,88852.55,,95698.0,,85584.0,,91983.16
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,16923.049977000002,,15692.72,,17312.46,,18089.04,,17001.53,,17539.0,,16371.0,,15658.12
МАСЛО ОЛИВКОВОЕ,,,,116691.433025,,102715.84,,109165.95,,126277.64,,97714.39,,125816.0,,107877.0,,138472.7
МАРГАРИН,,,,31550.708705,,31551.13,,28894.53,,29701.64,,30460.03,,33849.0,,32310.0,,31221.96
ЖИР ЖИВОТНЫЙ,,,,18312.532997,,16475.11,,10879.45,,12796.2,,16805.43,,30000.0,,18182.0,,8727.84
ЯЙЦА  КУРИНЫЕ,,,,14780.761685999998,,14498.59,,14045.9,,13066.4,,14626.86,,15972.0,,15060.0,,14908.36
САХАР-ПЕСОК,,,,10475.785618999998,,10341.19,,10387.64,,10627.0,,10270.63,,10913.0,,10086.0,,10227.24
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,179349.529489,,183991.62,,162005.82,,162589.04,,169390.21,,179281.0,,228958.0,,154829.74
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,152441.34118199997,,172428.36,,145331.97,,146477.56,,154286.16,,155981.0,,151731.0,,135138.6
КОФЕ РАСТВОРИМЫЙ,,,,354208.638122,,391756.65,,326207.88,,318429.32,,330338.7,,367062.0,,362523.0,,367317.78
МЁД  НАТУРАЛЬНЫЙ,,,,86239.1998,,83767.99,,84867.81,,88545.96,,78513.94,,105884.0,,66981.0,,74572.42
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,3671.0445110000005,,3719.15,,3436.76,,3646.04,,3735.51,,3983.0,,2981.0,,4045.7
МУКА ПШЕНИЧНАЯ ,,,,8695.712073,,8298.88,,8465.37,,8744.12,,8458.67,,9284.0,,8121.0,,8957.62
"ХЛЕБ РЖАНОЙ,РЖАНО-ПШЕНИЧНЫЙ",,,,10860.360855,,11055.9,,10810.84,,11302.28,,10062.55,,11085.0,,10477.0,,10932.8
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,17319.076826,,19718.65,,14740.3,,18313.16,,16187.02,,17484.0,,17341.0,,16879.56
