,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,Минская,Минская,,Могилевская
СЫР  ТВЕРДЫЙ,,,,20092.727918,,19967.56,,18978.01,,21183.06,,19840.44,,21331.0,,17821.0,,21190.44
СЫР МЯГКИЙ ,,,,13669.434729999999,,11209.82,,13910.79,,12322.68,,13696.35,,18246.0,,11695.0,,13172.8
СЫР ПЛАВЛЕНЫЙ,,,,16913.805224,,15018.3,,17000.06,,15486.7,,16816.25,,18025.0,,18683.0,,17053.04
МАСЛО ЖИВОТНОЕ,,,,20283.289533999996,,18488.36,,20585.78,,20020.98,,20181.35,,21584.0,,19308.0,,21769.0
МАСЛО РАСТИТЕЛЬНОЕ ,,,,6384.655548,,6182.06,,6337.59,,6392.26,,6434.4,,6456.0,,6504.0,,6363.36
МАРГАРИН,,,,7732.271946000001,,7346.48,,7454.55,,7277.5,,7078.6,,8356.0,,8325.0,,7959.68
ЯЙЦА  КУРИНЫЕ,,,,3694.154084,,3720.08,,3570.35,,3582.32,,3668.48,,3664.0,,3857.0,,3811.68
САХАР-ПЕСОК,,,,3490.0011019999997,,3438.54,,3342.0,,3456.16,,3600.0,,3600.0,,3517.0,,3439.4
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,44946.535864000005,,47376.68,,39029.82,,37341.72,,37627.41,,47034.0,,58176.0,,44974.6
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,40883.42378,,39081.38,,42156.75,,39336.02,,50194.48,,36640.0,,37311.0,,46448.76
КОФЕ РАСТВОРИМЫЙ,,,,97493.216056,,104371.22,,87731.8,,94061.1,,97741.57,,84389.0,,111942.0,,107179.8
МЁД  НАТУРАЛЬНЫЙ,,,,29774.692755999997,,27147.06,,29643.55,,27420.38,,27145.21,,35700.0,,31246.0,,27096.96
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,785.445946,,790.42,,786.33,,797.8,,691.89,,811.0,,789.0,,805.88
МУКА ПШЕНИЧНАЯ ,,,,1906.380072,,1827.02,,1938.12,,1764.94,,1973.07,,2040.0,,1884.0,,1897.88
ХЛЕБ РЖАНОЙ,,,,2008.4667664966269,,,,,,1990.02,,1380.4,,2343.0,,2068.0,,
ХЛЕБ РЖАНО-ПШЕНИЧНЫЙ,,,,2105.7264,,2076.74,,1931.55,,1782.58,,1890.34,,2458.0,,2116.0,,2370.16
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,3408.4799120000002,,3506.9,,3371.52,,2932.82,,2785.05,,3737.0,,4009.0,,3228.68
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,2186.0791,,2280.16,,1700.0,,2371.0,,2760.0,,1829.0,,2249.0,,2325.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,4971.692446,,5071.62,,3955.27,,6394.64,,4812.23,,3890.0,,5906.0,,4872.36
"СУХАРИ, СУШКИ, БАРАНКИ",,,,7817.833326000001,,6165.7,,7876.27,,9562.04,,6950.83,,6632.0,,9151.0,,8678.96
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,4464.696368,,4473.38,,4487.23,,4342.46,,4366.33,,4563.0,,4510.0,,4461.52
КРУПА МАННАЯ,,,,2232.211782,,2305.7,,2235.52,,2200.96,,2317.14,,2207.0,,2165.0,,2222.08
КРУПА ПШЕННАЯ,,,,3454.41502,,3355.22,,3219.88,,3630.42,,3001.24,,3635.0,,3510.0,,3681.68
КРУПА ГРЕЧНЕВАЯ,,,,12842.470295189933,,12613.86,,10189.08,,15662.58,,8549.26,,15251.0,,,,12564.8
"ОВСЯНЫЕ ХЛОПЬЯ ""ГЕРКУЛЕС""",,,,3079.7067800000004,,2814.24,,2894.9,,2605.6,,3657.37,,3162.0,,3503.0,,2997.92
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,7727.45273,,7120.8,,9457.88,,7506.7,,7314.84,,7216.0,,8013.0,,7740.2
КРУПА ПЕРЛОВАЯ,,,,1565.5749939999998,,1577.06,,1373.18,,1800.12,,1550.97,,1617.0,,1477.0,,1501.48
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,19138.912785999997,,18091.7,,20011.7,,19522.44,,18703.71,,20944.0,,18840.0,,16775.4
"ГОРОХ, ФАСОЛЬ",,,,3347.5355219999997,,2753.14,,2725.23,,3083.96,,2832.02,,4027.0,,4743.0,,2705.88
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,11651.721308,,10552.46,,12761.27,,10701.02,,10323.2,,13283.0,,10196.0,,13515.36
"МАКАРОНЫ, РОЖКИ",,,,3209.399736,,3043.16,,3180.99,,2941.36,,3101.16,,3430.0,,3245.0,,3496.36
"ВЕРМИШЕЛЬ, ЛАПША",,,,3247.6958339999996,,3163.7,,3159.32,,2938.72,,3087.82,,3388.0,,3325.0,,3681.96
ВОДКА ,,,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0,,17300.0
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,23990.692728,,22622.1,,20222.52,,20893.98,,25795.28,,25931.0,,27056.0,,25050.68
КОНЬЯК,,,,57990.660014,,52852.86,,52770.33,,50871.76,,51520.93,,84253.0,,47604.0,,55536.0
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,16935.15812,,14148.96,,14982.65,,14509.36,,13841.3,,26274.0,,15690.0,,14854.64
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,17130.663102,,13538.24,,15037.64,,14094.7,,14192.62,,27169.0,,14763.0,,17175.16
ПИВО,,,,3516.3460839999993,,3330.34,,3242.08,,3208.78,,3669.68,,4035.0,,3471.0,,3505.68
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,16504.52655,,17155.3,,16070.09,,16408.4,,16448.21,,16239.0,,16693.0,,16542.84
ВАФЛИ,,,,12053.910867999999,,11786.62,,12067.27,,11900.62,,11748.09,,12473.0,,12110.0,,12105.6
ПРЯНИКИ,,,,7674.989162,,6718.22,,7766.0,,7243.76,,7079.13,,7647.0,,9103.0,,8140.28
ПЕЧЕНЬЕ ,,,,7644.701304,,7249.18,,7625.55,,7593.86,,7646.48,,7711.0,,8060.0,,7586.84
ТОРТ,,,,19610.786954,,18211.82,,19672.15,,20755.88,,18620.63,,21721.0,,17318.0,,20229.52
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,1782.1720420000001,,1744.14,,1740.81,,1904.24,,2066.9,,1828.0,,1654.0,,1527.44
ИРИС,,,,8723.067766,,8177.4,,9277.63,,9062.78,,8188.61,,9149.0,,8224.0,,8806.92
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,8354.486923999999,,8327.06,,9121.54,,8040.02,,7607.92,,7597.0,,8816.0,,9344.4
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,19542.818,,18155.28,,20575.51,,19350.16,,19202.61,,20054.0,,19628.0,,19775.12
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,9888.896811999999,,9955.26,,9664.37,,10588.7,,9825.36,,9156.0,,9991.0,,10295.56
ШОКОЛАД,,,,34706.984721999994,,33735.82,,33754.59,,34414.24,,35060.51,,35850.0,,35014.0,,34742.36
ХАЛВА,,,,9601.261176000002,,9253.6,,9086.17,,9284.72,,8679.56,,11152.0,,9344.0,,9674.76
МАРМЕЛАД,,,,8632.797412,,8295.56,,8671.11,,8924.64,,8006.45,,8745.0,,7657.0,,10330.04
ЗЕФИР,,,,10354.225502,,12537.58,,9893.8,,9444.0,,10481.57,,10133.0,,9952.0,,10044.88
КАКАО - ПОРОШОК (за 200 г),,,,4985.605796,,3866.34,,5081.56,,6058.54,,5226.86,,5116.0,,4256.0,,5390.72
КАРТОФЕЛЬ,,,,2008.763798,,1640.98,,1715.28,,2075.52,,1808.52,,2625.0,,1989.0,,1908.6
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,3243.399778,,3334.44,,3444.62,,2773.82,,3505.2,,3153.0,,3091.0,,3612.36
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,2548.061526,,2383.52,,2407.41,,2720.14,,2157.02,,3178.0,,2614.0,,1929.48
ЛУК РЕПЧАТЫЙ,,,,2658.3778439999996,,2376.94,,2560.04,,2670.62,,2351.96,,3087.0,,2718.0,,2615.84
СВЕКЛА,,,,1687.600326,,1485.52,,1589.54,,1761.5,,1541.99,,2208.0,,1510.0,,1458.6
МОРКОВЬ,,,,2139.170266,,1877.1,,2075.87,,2181.32,,1783.19,,2732.0,,2129.0,,1856.44
ПОМИДОРЫ СВЕЖИЕ,,,,9418.928687999998,,9308.12,,8853.82,,9432.52,,9273.83,,9952.0,,9600.0,,9190.04
ОГУРЦЫ СВЕЖИЕ,,,,11231.927366,,10243.38,,9464.48,,11379.04,,11478.61,,11419.0,,13577.0,,10689.16
ЧЕСНОК,,,,17707.046384,,16563.26,,17711.54,,17044.1,,17044.32,,19831.0,,17226.0,,17745.92
ПЕРЕЦ СЛАДКИЙ,,,,16512.776535999998,,15592.06,,17899.88,,16208.5,,17345.26,,14559.0,,17586.0,,17603.8
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,9979.997727999998,,9343.96,,8969.22,,10379.8,,9320.96,,11513.0,,10329.0,,9021.84
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,5266.531618,,4667.16,,5190.16,,5017.7,,4985.36,,4931.0,,6382.0,,5836.92
СОУС ТОМАТНЫЙ,,,,6256.853282,,5960.54,,6272.06,,5869.16,,5941.93,,6526.0,,6719.0,,6385.4
ЯБЛОКИ,,,,4537.02387,,3921.18,,4692.35,,4364.28,,4150.22,,5272.0,,4192.0,,4970.84
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,5839.259260000001,,5768.78,,5583.61,,5735.1,,6243.2,,5871.0,,5948.0,,5764.12
ВИНОГРАД,,,,16958.174204,,15412.04,,17402.84,,16556.96,,17011.75,,17282.0,,17144.0,,18128.04
БАНАНЫ,,,,5760.906912,,5791.22,,5382.24,,5707.54,,5859.7,,5850.0,,5826.0,,5887.4
СУХОФРУКТЫ,,,,14688.554470000001,,11586.3,,14747.5,,14929.88,,15063.35,,13694.0,,17610.0,,15783.72
ОРЕХИ,,,,20571.452707999997,,12217.1,,23873.37,,26550.86,,13650.33,,21711.0,,21394.0,,23473.6
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,8956.317219999999,,7668.92,,9709.69,,8850.96,,8584.85,,9346.0,,9826.0,,8474.92
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,9116.831658,,8422.88,,10594.67,,8184.46,,8182.3,,9651.0,,9580.0,,8986.52
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,3695.4577599999993,,3524.1,,3736.0,,3746.54,,3544.95,,3972.0,,3529.0,,3701.16
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,1910.1869860000002,,1797.28,,1817.08,,1585.3,,2123.16,,2176.0,,2016.0,,1794.8
ВОДА МИНЕРАЛЬНАЯ ,,,,1250.0320460000003,,1204.76,,1299.23,,1257.38,,1306.49,,1201.0,,1265.0,,1250.6
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,4697.090577999999,,5207.18,,5790.58,,3736.2,,4338.76,,4696.0,,4313.0,,4930.96
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,15413.234102,,14475.38,,18505.77,,21315.44,,11601.82,,11908.0,,10206.0,,21749.08
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,3497.165716,,2325.44,,2955.15,,2458.56,,1619.77,,7753.0,,2816.0,,2549.84
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,1181.585484,,918.78,,927.95,,1136.22,,964.5,,1874.0,,1105.0,,1012.2
"СИГАРЕТЫ  С  ФИЛЬТРОМ   ОТЕЧЕСТВЕННЫЕ                      (за 1 пачку, 20 штук)",,,,1446.885142,,1203.2,,1284.53,,1612.86,,1260.71,,1871.0,,1391.0,,1265.52
"СИГАРЕТЫ  БЕЗ  ФИЛЬТРА   ОТЕЧЕСТВЕННЫЕ                       (за 1 пачку, 20 штук)",,,,789.254874,,785.46,,789.91,,778.68,,800.0,,800.0,,782.0,,788.16
"СИГАРЕТЫ   С   ФИЛЬТРОМ    ИМПОРТНЫЕ                                 (за 1 пачку, 20 штук)",,,,4242.432746,,3692.5,,3999.15,,4603.08,,4151.62,,4258.0,,4338.0,,4683.92
МАЙОНЕЗ,,,,8337.834116,,7954.7,,8256.84,,8802.86,,8558.45,,8135.0,,8322.0,,8452.4
УКСУС ,,,,3483.103234,,3344.06,,3549.34,,3590.04,,3497.81,,3560.0,,3391.0,,3421.92
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,1125.17266,,1114.22,,1224.06,,1070.34,,1139.62,,1129.0,,1119.0,,1087.6
СОДА ПИЩЕВАЯ,,,,3878.6019240000005,,3715.86,,3890.52,,3665.34,,4385.29,,3313.0,,4603.0,,3866.96
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,1420.115778,,1484.44,,1417.7,,1289.42,,1420.38,,1406.0,,1456.0,,1489.4
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,4867.636799999999,,5006.74,,4872.48,,4017.5,,4598.59,,5290.0,,4851.0,,5379.2
ТКАНЬ ШЕРСТЯНАЯ И ПОЛУШЕРСТЯНАЯ (за 1 м),,,,25251.785226,,25554.6,,22011.29,,25239.78,,23755.07,,30457.0,,21886.0,,25621.6
ТКАНЬ  ЛЬНЯНАЯ  (за 1 м),,,,10698.14478,,9113.58,,9107.88,,9710.22,,9788.29,,13449.0,,10678.0,,12113.48
ТКАНЬ ШЕЛКОВАЯ  (за 1 м),,,,14174.539892,,9365.6,,10542.49,,14564.72,,11510.01,,19725.0,,16722.0,,13879.68
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,9567.662295999999,,10050.3,,8943.11,,8736.62,,7694.05,,10501.0,,9727.0,,10806.48
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,277845.97515,,252072.88,,284846.04,,244408.94,,260759.99,,300677.0,,274831.0,,329300.48
ПАЛЬТО ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,336407.201994,,298326.74,,316985.31,,316925.32,,306830.64,,360435.0,,405551.0,,331419.16
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ МУЖСКАЯ  ,,,,153181.3962231866,,152898.64,,169686.73,,175307.74,,155355.9,,,,113160.0,,155715.84
КОСТЮМ МУЖСКОЙ,,,,270401.48393,,245367.42,,266220.97,,245409.16,,256858.12,,322033.0,,267806.0,,269977.8
ДЖИНСЫ МУЖСКИЕ,,,,103060.543008,,94840.64,,86929.58,,107563.72,,108629.0,,101568.0,,113023.0,,109911.08
БРЮКИ МУЖСКИЕ     ,,,,80634.072128,,66179.66,,89627.35,,70815.38,,86151.45,,90022.0,,82039.0,,78956.56
СОРОЧКА МУЖСКАЯ,,,,46286.131036,,43808.16,,46988.96,,40270.16,,48527.12,,50196.0,,44901.0,,49628.56
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,109709.65178,,97303.44,,116146.36,,98848.96,,96736.39,,119769.0,,128886.0,,103542.0
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,294404.169124,,290154.74,,368072.38,,360370.98,,205911.89,,296721.0,,282714.0,,228048.84
"СВИТЕР, ДЖЕМПЕР  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКОЙ",,,,76609.169386,,71278.74,,74657.48,,67623.32,,70662.88,,77515.0,,89953.0,,84423.6
"СВИТЕР, ДЖЕМПЕР ИЗ СИНТЕТИЧЕСКОЙ ПРЯЖИ МУЖСКОЙ",,,,43116.893726,,48778.48,,45625.3,,43979.1,,38366.41,,37088.0,,50700.0,,36834.64
МАЙКА МУЖСКАЯ,,,,10065.850396000002,,8033.3,,10804.67,,9736.26,,10093.5,,11998.0,,9295.0,,10000.36
ТРУСЫ МУЖСКИЕ,,,,9023.643596,,7566.96,,8549.55,,8132.8,,9320.77,,10033.0,,10164.0,,9127.0
ФУТБОЛКА ИЗ ХЛОПЧАТОБУМАЖНОГО ИЛИ СМЕСОВОГО ТРИКОТАЖНОГО ПОЛОТНА МУЖСКАЯ,,,,23391.4897,,25520.86,,21732.29,,20457.22,,18569.1,,23525.0,,25329.0,,28375.56
НОСКИ ИЗ ХЛОПЧАТОБУМАЖНОЙ И СМЕСОВОЙ ПРЯЖИ МУЖСКИЕ ,,,,4136.555002,,3776.9,,3657.01,,3514.44,,4367.93,,4972.0,,4280.0,,4139.52
НОСКИ ИЗ ПОЛУШЕРСТЯНОЙ ПРЯЖИ МУЖСКИЕ ,,,,5635.992548,,4954.86,,4844.19,,5106.22,,5215.24,,7464.0,,5901.0,,5093.64
ДУБЛЕНКА МУЖСКАЯ,,,,1043131.3408780001,,1032960.0,,944577.56,,1202974.22,,906116.01,,928164.0,,1272000.0,,986400.0
ШЛЯПА ИЛИ КЕПКА  МУЖСКАЯ,,,,34504.18268,,30100.72,,35280.24,,33181.56,,33146.2,,41433.0,,29366.0,,37379.32
ПИДЖАК  ИЗ ПОЛУШЕРСТЯНОЙ ТКАНИ МУЖСКОЙ ,,,,157554.1836,,146526.26,,150076.57,,161824.3,,128360.18,,192667.0,,140376.0,,166393.32
ПАЛЬТО ЗИМНЕЕ ЖЕНСКОЕ,,,,584976.161454,,558105.42,,670485.44,,550573.92,,571861.89,,571876.0,,564783.0,,629571.12
ДУБЛЕНКА ЖЕНСКАЯ,,,,1236517.1592700002,,1340226.84,,1055775.48,,1456126.22,,1150586.0,,1320978.0,,1162857.0,,1055866.44
ПАЛЬТО ДЕМИСЕЗОННОЕ ЖЕНСКОЕ,,,,382923.82875600003,,359270.94,,398697.85,,365474.22,,353520.4,,438718.0,,369989.0,,370323.76
КУРТКА ЖЕНСКАЯ,,,,214011.079368,,190038.64,,196489.24,,212326.76,,183616.97,,242913.0,,235450.0,,219990.28
КОСТЮМ  ИЗ ШЕРСТЯНОЙ ИЛИ ПОЛУШЕРСТЯНОЙ ТКАНИ ЖЕНСКИЙ ,,,,217813.496636,,146413.56,,168573.3,,201511.72,,154392.19,,406000.0,,144275.0,,227662.0
КОСТЮМ ВЯЗАНЫЙ ЖЕНСКИЙ ,,,,128912.768292,,127736.9,,129124.17,,138125.5,,139329.54,,121621.0,,128143.0,,121097.24
