,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,68049.567887,,72319.52,,69166.20999999999,,66636.26000000001,,56835.5,,72519,,64691,,67678.55
ГОВЯДИНА БЕСКОСТНАЯ,,,,107664.018061,,94281.04,,102398.89,,96584.26,,91218.78,,127501,,115100,,97868.5
СВИНИНА (кроме бескостного мяса),,,,56327.896864,,57315.88,,55912.7,,57942.240000000005,,52211.740000000005,,56901,,54730,,58443.100000000006
СВИНИНА БЕСКОСТНАЯ,,,,86943.90866,,83327.72,,90685.43999999999,,92288.4,,87699.08,,83149,,84183,,93240.5
ФАРШ МЯСНОЙ ,,,,70994.4032,,69783.48000000001,,67921.10999999999,,68242.71,,70107.2,,78827,,65786,,67085.55
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,34827.438204000005,,33367.44,,35839.42,,34634.479999999996,,34284.22,,34970,,35230,,35277.5
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,46116.001672,,45554.68,,47967.78,,45127.58,,45450.64,,47486,,44656,,45008.6
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,33367.490332999994,,32378.92,,30140.92,,33953.47,,33245.74,,32915,,35837,,35458.1
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,6045.393813000001,,5666.52,,5348.969999999999,,6287.96,,5994.5,,6771,,5608,,5731.45
ПЕЛЬМЕНИ МЯСНЫЕ,,,,49524.262943999995,,43937.72,,44136.63,,49060.13,,46302.9,,57527,,47709,,47737.05
"САЛО, ГРУДИНКА",,,,89901.845314,,73549.2,,91411.59,,86096.07,,84244.44,,99319,,91951,,90812
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,62123.895538,,61594.4,,60820.42999999999,,65364.17,,59266.62,,61723,,61719,,64581.7
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,45220.311974,,45155.88,,41161.899999999994,,43520.2,,43032.840000000004,,49171,,46795,,41695.3
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА И БЕССОРТОВАЯ ,,,,36799.75687899999,,36372.16,,35967.759999999995,,34898.55,,37419.020000000004,,39445,,36732,,33152.05
"КОЛБАСА ПОЛУКОПЧЕНАЯ, ВАРЕНО-КОПЧЕНАЯ",,,,93191.242224,,86782.88,,89573.2,,89603.44,,88975,,106225,,91697,,81343.6
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,175563.944039,,165502.56,,180525.61,,182402.18,,160961.78000000003,,189262,,159845,,173397.25
"ПАШТЕТ, ЗЕЛЬЦ, САЛЬТИСОН",,,,36474.861668,,30484.92,,33552.82,,36023.86,,29697.5,,39211,,42267,,39207.55
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,20760.538947,,20320.84,,22749.35,,24698.92,,18066.84,,18611,,21811,,20646.6
"СОСИСКИ, САРДЕЛЬКИ",,,,63971.96291999999,,54709.8,,59025.049999999996,,62605.01,,61418.16,,72307,,65165,,61468.55
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,99049.18727699999,,107381.68,,96325.87999999999,,98952.48999999999,,116000.52000000002,,100574,,82918,,93815.8
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,31749.343832000002,,27683.36,,36102.28999999999,,31320.730000000003,,31010.739999999998,,34019,,30579,,28399.3
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,34124.962225,,33046.04,,34837.63,,34321.96,,35885.420000000006,,36743,,31353,,29372.7
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,62087.533744,,69589.92,,61890.18,,58543.08,,59281.26,,63268,,55291,,67492.2
РЫБА ЖИВАЯ,,,,49234.04473678054,,43746.72,,41900,,47589.99,,46214.020000000004,,53942,,,,57487
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,41506.209617,,41365.8,,43550.81999999999,,46593.95,,40875.020000000004,,35318,,38835,,53759.85
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,70854.27057699999,,69692.79999999999,,65709.87,,69842.32,,63239.72,,85916,,55632,,68862.95
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,110387.975251,,119288.72,,108502.45,,119029.08000000002,,105390.9,,105047,,120748,,94329
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,310411.448649,,341052.07999999996,,294276,,272261.35,,329291.62,,271742,,355574,,364498
ИКРА ЛОСОСЕВЫХ РЫБ,,,,868973.708524,,813117.24,,987677.9199999999,,873564.3200000001,,849533.6400000001,,884868,,849411,,793851.8
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,33205.98567,,34492.56,,30349.019999999997,,33785.54,,33216.48,,34749,,32626,,30865.75
СЕЛЬДЬ СОЛЕНАЯ,,,,59593.970299,,63068.56,,61830.95999999999,,56896.55,,59579.8,,60242,,56016,,59737.1
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,76716.103552,,68569.28,,76752.88,,75153.34,,66612.34,,89813,,75247,,65761.4
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,23444.455672999997,,27283.36,,22722.85,,22636,,24424.72,,23399,,21408,,22720.8
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,44474.084728999995,,41745.88,,43459.049999999996,,44046.24,,44409.92,,49584,,41039,,40778
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,25902.237359000002,,23291.760000000002,,25896.559999999998,,27019.43,,27264.72,,26457,,24847,,26232.8
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
** - с января 2014 года расчет средних цен производится по формуле средней геометрической величины,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СТЕРИЛИЗОВАННОЕ",,,,10618.586946,,9719.08,,11154.369999999999,,9769.189999999999,,10257.82,,10158,,12091,,11747.2
КЕФИР (ПРОДУКТ КЕФИРНЫЙ),,,,10445.280774,,10185.28,,10656.199999999999,,9853.2,,10335.54,,10646,,10827,,10334.5
СМЕТАНА ,,,,37982.841573,,37310.08,,39939.439999999995,,33455.57,,34904.12,,40100,,37623,,40624.4
ТВОРОГ ЖИРНЫЙ,,,,51776.548628,,49977.96,,53698.149999999994,,50680.55,,45923.840000000004,,54895,,51471,,51207.85
ТВОРОГ НЕЖИРНЫЙ,,,,45691.288975,,45533.200000000004,,45772.549999999996,,43944.259999999995,,46028.62,,45186,,46363,,48249.100000000006
ЙОГУРТ (за 250 г),,,,9233.294473999998,,9471.64,,8223.369999999999,,9523.09,,10042.02,,10067,,8609,,7541.25
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,4808.373196999999,,4907.6,,5305.57,,4627.0599999999995,,4803.12,,4719,,4794,,4603.15
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,10828.918086999998,,11359,,11080.72,,10732.49,,10820.58,,10969,,10277,,10427
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,58140.588982999994,,52729.28,,56767.59,,58534.08,,53692.64,,63607,,57731,,56268.1
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,126857.376131,,131142.64,,129493.29,,106894.34,,132710.16,,128178,,136952,,121274.40000000001
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,19630.194597000005,,18322.32,,20569.61,,17704.4,,20220.420000000002,,20311,,20374,,19203.55
МОРОЖЕНОЕ,,,,106960.218105,,108469.16,,92097.42,,111218.84999999999,,98607.28,,110357,,116698,,102353.45
СЫР  ТВЕРДЫЙ,,,,111359.236584,,104659.64,,107228.76999999999,,112894.99,,105093.04000000001,,113224,,119525,,112083.5
СЫР МЯГКИЙ ,,,,88803.179332,,80115.64,,79744.79999999999,,76451,,74134.42,,105320,,97242,,85282.75
СЫР ПЛАВЛЕНЫЙ,,,,77343.842091,,74765.44,,79606.69,,76720.86,,70998.16,,82431,,78371,,69837.9
"СЫР РАССОЛЬНЫЙ (БРЫНЗА, СУЛУГУНИ И ПРОЧИЕ)",,,,101543.26249499999,,98379.56,,102273.92,,94717.19,,89975.84000000001,,100530,,111905,,113703.70000000001
МАСЛО ЖИВОТНОЕ,,,,99813.032066,,95496.68,,102739.51999999999,,96876.57999999999,,95852.06,,100487,,101719,,105203.75
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,29939.870975000005,,28759.719999999998,,30457.940000000002,,29668.27,,29718.24,,30625,,29351,,30375.35
МАСЛО ОЛИВКОВОЕ,,,,187335.92771099997,,195219.64,,195657.38999999998,,178923.6,,189069.34000000003,,182140,,183716,,196748.55
МАРГАРИН,,,,44379.129139,,42722.76,,44851.659999999996,,42210.49,,40893.7,,45549,,46312,,46463.25
ЖИР ЖИВОТНЫЙ,,,,18879.792783,,17715.04,,10379.71,,11262.48,,19792.54,,29580,,17246,,13204.95
ЯЙЦА  КУРИНЫЕ (за 10 шт.),,,,16650.78928,,15861.2,,18258.8,,13899.74,,16005.880000000001,,18802,,16114,,15033.85
САХАР-ПЕСОК,,,,16104.641434000001,,15941.96,,16059.46,,16140.12,,15914.36,,16358,,15996,,15976.400000000001
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,321127.823861,,331644.88,,279851.76999999996,,308858.52,,305378.46,,335129,,352432,,307064.95
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,248356.13254599998,,242904.6,,261598.06,,233860.27999999997,,245572.94,,260070,,237774,,245354.25
КОФЕ РАСТВОРИМЫЙ,,,,559393.174276,,591871.2000000001,,599482.11,,549741.63,,573930.96,,498352,,556340,,640380.35
МЁД  НАТУРАЛЬНЫЙ,,,,101295.83207799999,,89007.44,,101522.81,,106241.03,,103277.88,,111079,,93915,,91452.75
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,4667.94694,,5112.8,,4767.25,,4752.83,,4336.780000000001,,4937,,3921,,4576.95
МУКА ПШЕНИЧНАЯ ,,,,9094.928819,,8772.68,,9146.25,,8762.42,,9090.28,,9643,,8819,,8798.400000000001
"ХЛЕБ РЖАНОЙ,РЖАНО-ПШЕНИЧНЫЙ",,,,13985.021111,,13310.08,,14248.07,,13476.64,,12547.04,,15232,,12432,,15567.2
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,21089.795519,,18750.92,,18745.079999999998,,22282.07,,18403.46,,22993,,21227,,22595.25
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,14707.232982000001,,14469,,16572.469999999998,,16414.77,,14913.58,,13729,,12687,,15822
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,33271.549913,,41698.72,,29418.47,,36825.479999999996,,27786.460000000003,,26755,,40042,,36209.4
"СУХАРИ, СУШКИ, БАРАНКИ",,,,47924.563149999994,,41747.76,,45275.97,,49208.729999999996,,44412.92,,50662,,52010,,47252.2
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,21738.115997,,20434.239999999998,,23100.8,,19886.329999999998,,20625.86,,23140,,21899,,21345.35
КРУПА МАННАЯ,,,,12652.219557,,12345.32,,13096.909999999998,,13472.48,,12360.880000000001,,12735,,11870,,12590.05
КРУПА ПШЕННАЯ,,,,14527.447666999999,,13151.84,,15253.599999999999,,14835.81,,14605.7,,15000,,14711,,13292.7
КРУПА ГРЕЧНЕВАЯ,,,,34646.142953999995,,34182.76,,36966.759999999995,,35126.94,,30520.880000000005,,36894,,32504,,33028.4
ХЛОПЬЯ  ОВСЯНЫЕ,,,,16938.268063,,15663.720000000001,,16543.719999999998,,15119.65,,16984.280000000002,,18390,,16481,,18153.65
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,54966.975893999996,,58102.44,,50308.92,,55347.88,,53052.96000000001,,58524,,49840,,55923.05
КРУПА ПЕРЛОВАЯ,,,,9216.151681,,9178.04,,9285.84,,10061.59,,8416.060000000001,,9672,,8406,,8786.3
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,97213.389503,,98557.31999999999,,100238.31999999999,,78021.63,,96712.26,,106498,,91228,,102127.15
"ГОРОХ, ФАСОЛЬ",,,,25506.802337,,25747.6,,25349.82,,23445.65,,23100,,25761,,28845,,25160.050000000003
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,80399.129621,,80192.92,,81870.34999999999,,70577.84,,73077.88,,89191,,77648,,79956.15
"МАКАРОНЫ, РОЖКИ",,,,15745.290205,,14682.48,,14928.56,,13349.31,,17004.56,,16343,,15863,,18237.95
"ВЕРМИШЕЛЬ, ЛАПША",,,,16294.092854999999,,15917.960000000001,,16526.32,,12914.130000000001,,18177.08,,17437,,15639,,16996.25
ВОДКА ,,,,131788.12179,,134458.04,,132749.97999999998,,130021.90000000001,,126553.14000000001,,130654,,136057,,132044.5
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,147576.741371,,152704.52,,144080.6,,152638.49,,149056.40000000002,,140876,,152928,,147434.55
КОНЬЯК,,,,359757.32427,,340427.12,,416465.74,,296344.94,,323518.98,,397894,,357873,,338475.5
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,113246.844469,,98188.48000000001,,96079.09999999999,,95112.61,,90427.02,,157845,,92589,,109575.4
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,104648.49495799998,,86999.32,,113516.31999999999,,64525.82000000001,,70697.78,,151886,,91839,,95826.75
ПИВО,,,,25298.094333999998,,25179.6,,24557.84,,23991.739999999998,,26742.56,,25508,,26030,,24985.4
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,87709.48387099999,,80542.36,,91895.43,,87214.28,,78655.84,,87450,,86076,,104850.29999999999
ВАФЛИ,,,,58724.640564,,55894.28,,59918.6,,57061.34,,57968.880000000005,,61932,,57991,,56166.15
ПРЯНИКИ,,,,42205.790774,,37284.96,,39967.31,,41783.630000000005,,39016.8,,45543,,40977,,47627.6
ПЕЧЕНЬЕ ,,,,44305.665513,,41220.8,,43157.28,,43422.57,,45052.840000000004,,46370,,43670,,45255.6
ТОРТ,,,,95651.624852,,94213.88,,95513.23,,101477.85,,93739.56,,97248,,88424,,97799.4
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,9744.909143,,8609.8,,8583.529999999999,,10518.7,,8661.400000000001,,11572,,9272,,8314.7
ИРИС,,,,71026.741391,,66744,,70146.20999999999,,75706.4,,73693.92000000001,,71252,,69078,,70449.35
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,51324.882834000004,,50064.92,,49986.229999999996,,48392.17,,51040.66,,53148,,52643,,51924.8
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,110577.93105099999,,110025.72,,106786.79999999999,,104156.93,,109288.14,,114970,,109124,,116139
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ КОНДИТЕРСКОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,74675.237429,,71429.84,,69510.97,,74123.08,,69884.32,,80982,,72017,,77346
ШОКОЛАД,,,,190672.219427,,183051.64,,189161.84999999998,,186603.03999999998,,190788.30000000002,,203979,,182363,,183163.5
ХАЛВА,,,,64996.832629,,64432.08,,63885.3,,67060.75,,62592.920000000006,,67279,,67843,,56276.7
МАРМЕЛАД,,,,63848.505136,,63321.6,,60860.66,,60710.9,,66976.64,,68657,,57812,,64835
ЗЕФИР,,,,77799.310969,,77629.95999999999,,77624.41,,73801.14,,78704.62,,82039,,71702,,80088
КАКАО - ПОРОШОК (за 200 г),,,,29005.626819,,30708,,31655.239999999998,,27598.21,,28473.18,,30304,,26223,,26674.9
КАРТОФЕЛЬ,,,,7283.935834999998,,7089.12,,6927.69,,8053.26,,6830.02,,7217,,8198,,6216.75
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,14626.346837999998,,13711.44,,15586.56,,13347.9,,14972.760000000002,,15252,,14761,,14090.3
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,8279.451887,,7641.44,,8067.299999999999,,8066.97,,7808.98,,8005,,10659,,7383.25
ЛУК РЕПЧАТЫЙ,,,,10098.335945,,9477.36,,10061.22,,10303.650000000001,,10015.18,,9260,,12390,,9665.1
СВЕКЛА,,,,8014.702584999999,,7833.959999999999,,8440.47,,9667.92,,7907.26,,6526,,9277,,7794.400000000001
МОРКОВЬ,,,,9713.915769,,8341.2,,11011.89,,10465.98,,9852.1,,8955,,10971,,8915.1
ПОМИДОРЫ СВЕЖИЕ,,,,24698.103043999996,,22575.56,,23989.16,,23788.04,,21615.440000000002,,27914,,23220,,26025.5
ОГУРЦЫ СВЕЖИЕ,,,,10251.392131,,8403.32,,10751.8,,9877.27,,9451.18,,11582,,10070,,9919.35
ЧЕСНОК,,,,88542.377009,,82992.04000000001,,84498.22,,88578.23,,90791.24,,90593,,92932,,85918.6
ПЕРЕЦ СЛАДКИЙ,,,,56938.305366,,53601.72,,71155.34999999999,,46505.850000000006,,57709.32000000001,,59418,,54458,,54269.05
ОВОЩИ ЗАМОРОЖЕННЫЕ,,,,43760.254097,,43322.880000000005,,44868.13,,47437.1,,40998.740000000005,,43705,,43536,,41261.3
ОВОЩИ КОНСЕРВИРОВАННЫЕ,,,,38631.816193,,39094,,38718.67999999999,,34341.03,,35283.98,,43734,,37875,,34461.6
СОУС ТОМАТНЫЙ,,,,36431.341944,,33960.44,,37956.81999999999,,39743.58,,34017.12,,36769,,35683,,35797.9
ЯБЛОКИ,,,,16015.737404000001,,14806.2,,16808.64,,16625.46,,14406.54,,15917,,15550,,18362.3
"ПЛОДЫ ЦИТРУСОВЫЕ  (апельсины, лимоны, мандарины)",,,,35585.818177,,39367.68,,34763.979999999996,,31008.55,,38012.82,,36687,,33775,,35258.85
ВИНОГРАД,,,,49434.76826899999,,50615.48,,57018.7,,53208.369999999995,,50461.32000000001,,41046,,50628,,53771.15
БАНАНЫ,,,,25090.851635,,24196.52,,27636.690000000002,,26403.340000000004,,25600.980000000003,,24295,,24415,,23954.85
СУХОФРУКТЫ,,,,112726.126698,,89398.87999999999,,104537.69,,93039.04999999999,,106821.16,,127875,,131334,,116250.9
ОРЕХИ,,,,161527.546042,,146244.91999999998,,231085.66,,98800.36,,126006.44,,151229,,175924,,227048.4
ФРУКТЫ КОНСЕРВИРОВАННЫЕ,,,,61233.43467799999,,55983.92,,59304.92,,54412.979999999996,,53530.92,,73040,,61295,,55077.5
КОНСЕРВЫ  ФРУКТОВЫЕ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО  ПИТАНИЯ,,,,71322.430501,,65714.40000000001,,61089.759999999995,,51925.23,,60094.66,,89490,,61249,,94109.4
"СОК, НЕКТАР ФРУКТОВЫЙ,  ЯГОДНЫЙ",,,,18185.714774000004,,17050.16,,17901.76,,18010.36,,16623.300000000003,,20652,,17117,,16619.300000000003
"СОК, НЕКТАР ОВОЩНОЙ, ПЛОДООВОЩНОЙ (л)",,,,18615.536075999997,,19914.440000000002,,19632.739999999998,,17929.239999999998,,18320.420000000002,,19470,,17347,,16525.8
НАПИТКИ БЕЗАЛКОГОЛЬНЫЕ ,,,,10869.689986,,9653.6,,9005.91,,10600.61,,10980.9,,12588,,10929,,10099.9
ВОДА МИНЕРАЛЬНАЯ ,,,,7339.718725,,6057.16,,8488.92,,6512.290000000001,,6713.14,,6551,,8772,,9410.85
КВАС (л),,,,10444.058762999999,,10641.84,,10432.009999999998,,10421.58,,10751.800000000001,,10507,,10440,,9753.7
"ОБЕД В СТОЛОВОЙ (для 1 человека, из 4-х блюд)",,,,28472.634731,,26130.16,,27890.43,,27198.6,,26818.08,,34602,,24727,,24254.1
"ОБЕД В РЕСТОРАНЕ    (заказной, для 1 человека,                  из   4-х блюд) ",,,,96451.822051,,94226.44,,100640.48999999999,,139280.02000000002,,75359.1,,80291,,92199,,107776.35
"КОФЕ  В   ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ  (за 0,2л)",,,,24005.161741999997,,14120.800000000001,,14527.22,,19260.26,,11147.740000000002,,45463,,15560,,21300.7
"СОК   В  ОРГАНИЗАЦИЯХ   БЫСТРОГО  ОБСЛУЖИВАНИЯ   (за 0,2л)",,,,7305.410271,,6408.88,,6306.219999999999,,6816.75,,4767.18,,10770,,5293,,6402.2
МАЙОНЕЗ,,,,43856.88131499999,,42080.12,,45538.28999999999,,43916.62,,44122.8,,43818,,44340,,43076.799999999996
УКСУС ,,,,14536.283387,,12408.279999999999,,16149.279999999999,,13395.130000000001,,12334.7,,16070,,13817,,15958.3
ГОРЧИЦА ПИЩЕВАЯ (за 100 г),,,,5928.316697,,6149.56,,5974.639999999999,,5472.950000000001,,5874.380000000001,,6169,,5552,,6170.6
СОДА ПИЩЕВАЯ,,,,22725.24686,,22439.32,,23173.14,,21432.94,,25047.32,,22650,,22489,,22446.8
"ПЕРЕЦ ЧЕРНЫЙ, КРАСНЫЙ, ДУШИСТЫЙ (молотый, горошек)  (50 г)",,,,38395.857263000005,,42850.72,,34481.369999999995,,45664.759999999995,,35586.4,,39372,,34478,,33553.95
ЖЕВАТЕЛЬНАЯ  РЕЗИНКА  (за упаковку 10 штук),,,,7134.926835,,6698.639999999999,,7892.23,,6627.76,,6975.640000000001,,7505,,6970,,6853.1
НЕПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ТКАНЬ ХЛОПЧАТОБУМАЖНАЯ  ПЛАТЕЛЬНАЯ (за 1 м)  ,,,,29717.704915000002,,30400.04,,24750.579999999998,,27775.97,,23884.5,,27998,,44288,,27019.15
ТКАНЬ  ШЕРСТЯНАЯ  И  ПОЛУШЕРСТЯНАЯ                 (ширина 150 см) - за 1 м,,,,162576.495287,,206926.47999999998,,130827.62999999999,,169313.72,,144073.12,,173802,,134521,,166005
ТКАНЬ ЛЬНЯНАЯ (ширина 150 см) - за 1 м,,,,80717.950897,,95755.31999999999,,67649.01,,70788.58,,72697.66,,94354,,65807,,84261.8
ТКАНЬ ШЕЛКОВАЯ (ширина 100 см) - за 1  м,,,,69367.585003,,66308.52,,60244.369999999995,,66140.14,,64558.68,,90302,,55528,,56540.5
ПРЯЖА ШЕРСТЯНАЯ ИЛИ ПОЛУШЕРСТЯНАЯ (за 100 г),,,,51910.878008,,53727.68,,48691.03999999999,,52208.6,,48452.020000000004,,54368,,51554,,50525.65
КУРТКА ЗИМНЯЯ МУЖСКАЯ  ,,,,1755632.1350089274,,2699705,,1000000,,1416709,,2000000,,,,1451250,,2150000
ПАЛЬТО (ПОЛУПАЛЬТО) ДЕМИСЕЗОННОЕ МУЖСКОЕ,,,,1497691.6421535502,,1365512.68,,1648436.2799999998,,1396693.92,,1431443.8599999999,,,,1642755,,1475862.95
КУРТКА   ИЗ ПЛАЩЕВОЙ ТКАНИ (типа ветровки) МУЖСКАЯ  ,,,,873447.746883,,752894.32,,1048722.3199999998,,962260.5700000001,,909140.18,,921680,,754140,,694317
КОСТЮМ МУЖСКОЙ,,,,1696586.329794,,1477421.6,,1467238.89,,1608440.71,,1533572.46,,2191958,,1399544,,1615980.5
ДЖИНСЫ МУЖСКИЕ,,,,586472.480087,,637845.2,,487237.92,,600406.61,,506458.12,,620629,,587338,,611975.25
БРЮКИ МУЖСКИЕ     ,,,,501088.1346579999,,434269.72,,488289.6699999999,,473418.87,,448431,,592600,,458368,,504693.9
СОРОЧКА ВЕРХНЯЯ МУЖСКАЯ,,,,363677.4765219999,,342028.84,,346859.55,,331093.01,,370630.96,,409052,,338000,,361849.85
КОСТЮМ СПОРТИВНЫЙ МУЖСКОЙ ,,,,689968.7222780001,,621892.12,,531856.62,,640490.06,,668922.02,,843783,,664791,,671615.3999999999
ШАПКА МЕХОВАЯ МУЖСКАЯ,,,,1705299.5865704769,,875000,,2184901,,1817614,,1937212,,2294184,,642899,,
