,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,51164.13767490671,,54000.0,,59178.9,,52675.0,,40835.0,,45141.0,,,,62140.0
ГОВЯДИНА БЕСКОСТНАЯ,,,,84749.91768199998,,77091.85,,78885.1,,79568.0,,80520.28,,99060.0,,82676.0,,77707.74
СВИНИНА (кроме бескостного мяса),,,,44257.031064,,46475.08,,44595.4,,44804.16,,39545.74,,41675.0,,46698.0,,48300.0
СВИНИНА БЕСКОСТНАЯ,,,,66101.541482,,64067.77,,64809.6,,66575.92,,66663.03,,65675.0,,65454.0,,70960.26
ФАРШ МЯСНОЙ (без добавок),,,,54392.42756599999,,56543.12,,48273.2,,48677.12,,55891.03,,61893.0,,50235.0,,51144.72
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,26621.712580000003,,26410.55,,26958.1,,26080.4,,26147.02,,26934.0,,26817.0,,26605.64
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,37458.712792,,36703.21,,36940.5,,35974.24,,37706.49,,37345.0,,37350.0,,41207.1
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,20062.427841999997,,19430.51,,19344.4,,20535.12,,18219.63,,20057.0,,20324.0,,22490.06
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,4210.388018,,3974.52,,3357.3,,4251.0,,4734.07,,4783.0,,3938.0,,3804.46
ПЕЛЬМЕНИ МЯСНЫЕ,,,,29744.332022000002,,28042.18,,26438.5,,30578.56,,28437.4,,31860.0,,30458.0,,29317.64
САЛО,,,,50472.11121,,41115.81,,52184.7,,48278.56,,49992.14,,55468.0,,48793.0,,52937.54
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,45634.578756,,46281.95,,44362.1,,44710.8,,45629.66,,46480.0,,46488.0,,44147.16
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,33797.138358,,36638.58,,34300.4,,33767.84,,31410.12,,33375.0,,37538.0,,27945.3
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,27829.023932,,32932.1,,31838.7,,21794.28,,26413.28,,26133.0,,33706.0,,22623.02
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,74148.020592,,63262.84,,70675.9,,74255.44,,66716.65,,84643.0,,70028.0,,77184.12
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,123409.836626,,119982.98,,122614.4,,121608.16,,113259.68,,136520.0,,118526.0,,113468.06
"ПАШТЕТ, ЗЕЛЬЦ",,,,19139.240814,,20147.47,,17727.0,,13245.76,,16526.06,,22344.0,,21423.0,,18455.84
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,12331.857869999998,,13025.75,,12102.2,,13003.84,,10828.62,,11775.0,,13376.0,,12293.28
СОСИСКИ,,,,44943.110776,,46752.6,,42867.3,,47178.16,,44157.04,,42511.0,,45723.0,,48085.38
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,65655.900666,,72327.68,,67208.2,,60437.76,,64146.73,,66702.0,,56866.0,,73438.76
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,27870.402815999998,,22034.31,,28408.5,,26773.56,,22511.35,,29994.0,,33771.0,,27555.1
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,22315.077232,,20203.88,,21195.1,,22584.04,,22621.57,,22435.0,,23149.0,,24121.56
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,25940.856608000002,,24746.47,,24938.9,,26450.72,,24719.33,,27417.0,,26118.0,,24994.5
РЫБА ЖИВАЯ,,,,28788.234310000003,,26411.69,,26146.0,,30278.12,,29611.3,,30748.0,,28291.0,,27569.52
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,29189.521256000004,,22729.49,,26770.3,,26515.76,,26284.14,,34607.0,,30025.0,,31202.48
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,39147.25531400001,,42028.34,,28207.7,,28818.32,,38060.36,,53500.0,,31513.0,,36182.8
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,71326.472354,,67622.01,,76390.7,,88011.2,,79848.65,,56000.0,,79673.0,,67832.76
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,134535.913608,,166270.28,,124782.5,,88649.28,,128874.22,,115340.0,,172504.0,,170849.34
ИКРА ЛОСОСЕВЫХ РЫБ,,,,728029.445672,,695384.31,,694036.4,,736806.52,,714107.24,,789773.0,,719738.0,,660074.98
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,17160.456728,,14970.16,,15947.9,,17051.64,,14322.49,,21152.0,,16511.0,,14690.04
СЕЛЬДЬ СОЛЕНАЯ,,,,32382.061966000005,,33895.59,,29233.4,,32083.52,,32544.16,,32764.0,,31475.0,,34607.08
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,34593.593528,,35304.15,,37239.2,,37018.08,,33173.67,,32658.0,,36381.0,,31357.24
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,14603.822574,,13075.56,,11123.4,,14959.92,,12792.78,,18817.0,,12307.0,,13985.74
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,26350.130535999997,,25096.07,,26242.3,,26763.2,,25468.57,,28300.0,,24196.0,,26239.58
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,14260.66855,,14125.33,,13613.9,,15078.04,,14714.04,,14682.0,,13282.0,,13886.02
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,6037.417106000001,,5986.87,,6086.5,,5768.24,,6177.55,,6290.0,,5935.0,,5752.88
КЕФИР,,,,6174.135485999999,,6220.66,,6128.0,,5811.84,,6100.57,,6299.0,,6409.0,,6077.52
СМЕТАНА ,,,,23326.949744,,23672.02,,24870.1,,20762.52,,23218.01,,22668.0,,24179.0,,25221.4
ТВОРОГ ЖИРНЫЙ,,,,31431.360188,,31052.19,,30035.3,,29942.6,,29391.97,,36516.0,,24870.0,,33310.46
ТВОРОГ НЕЖИРНЫЙ,,,,28869.555238,,29799.18,,31747.6,,27608.0,,29420.77,,28799.0,,26834.0,,28558.96
ЙОГУРТ (за 250 г),,,,5557.607238,,5754.54,,5162.1,,5630.0,,5558.31,,5850.0,,5613.0,,4827.34
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,3231.343992,,2977.08,,3086.9,,3278.72,,3231.89,,3255.0,,3227.0,,3596.08
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,6504.797348,,6819.26,,7363.5,,6041.56,,6922.87,,6100.0,,6254.0,,6743.92
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,30867.485276000003,,27895.12,,29220.0,,30218.04,,27953.25,,34605.0,,31189.0,,29999.38
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,62889.26166800001,,58203.07,,50194.3,,51058.8,,56607.44,,81203.0,,58720.0,,63376.2
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,11978.112258000001,,11717.61,,11405.1,,12208.72,,11503.78,,12271.0,,12247.0,,11978.1
МОРОЖЕНОЕ,,,,52612.198432,,49911.76,,47970.4,,52538.76,,51378.48,,56111.0,,55991.0,,48825.6
СЫР  ТВЕРДЫЙ,,,,63646.9918,,60817.01,,61003.0,,64460.88,,61586.6,,67344.0,,60495.0,,65856.18
СЫР МЯГКИЙ ,,,,58019.843541999995,,46898.27,,46202.5,,36544.4,,38131.68,,87312.0,,48537.0,,70502.34
СЫР ПЛАВЛЕНЫЙ,,,,48254.718658,,44950.0,,49933.8,,47441.12,,43891.32,,50970.0,,49049.0,,47625.18
СЫР РАССОЛЬНЫЙ,,,,53951.28602,,50266.35,,48698.0,,50083.12,,52096.74,,53070.0,,72153.0,,48738.1
МАСЛО ЖИВОТНОЕ,,,,61263.750737999995,,60740.69,,59755.9,,56018.64,,60251.58,,63565.0,,65570.0,,59737.22
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,17129.888592,,16555.0,,17362.0,,16901.2,,17363.03,,17227.0,,17504.0,,16893.54
МАСЛО ОЛИВКОВОЕ,,,,103227.872296,,88756.19,,94103.6,,98765.08,,102846.83,,119549.0,,102840.0,,96175.88
