,,,,Беларусь,,Брестская,,Витебская,,Гомельская,,Гродненская,,г. Минск,,Минская,,Могилевская
ПРОДОВОЛЬСТВЕННЫЕ ТОВАРЫ,,,,,,,,,,,,,,,,,,
ГОВЯДИНА  (кроме бескостного мяса),,,,66928.08070422534,,74492.48,,63388.13,,68176.0,,50068.44,,68871.0,,,,72986.7
ГОВЯДИНА БЕСКОСТНАЯ,,,,103358.374528,,91462.84,,95712.47,,108116.66,,88615.64,,112096.0,,105842.0,,110100.1
СВИНИНА (кроме бескостного мяса),,,,62854.922568,,61415.72,,64859.33,,62730.08,,57394.76,,60819.0,,66446.0,,68347.55
СВИНИНА БЕСКОСТНАЯ,,,,95301.05876,,86552.72,,96157.23,,96612.06,,96641.5,,98656.0,,89197.0,,102117.5
ФАРШ МЯСНОЙ (без добавок),,,,69900.25644,,71585.2,,62462.18,,63385.66,,74447.44,,79251.0,,59757.0,,70626.65
"КУРЫ (ЦЫПЛЯТА, ВКЛЮЧАЯ БРОЙЛЕРОВ)",,,,29195.35732,,27286.84,,31418.08,,29298.2,,30127.52,,29305.0,,28671.0,,28325.7
ПОЛУФАБРИКАТЫ ИЗ МЯСА ПТИЦЫ,,,,42913.62258,,41203.2,,44482.91,,42295.9,,45977.7,,42815.0,,41770.0,,42667.5
СУБПРОДУКТЫ ИЗ ПТИЦЫ,,,,29348.321044000004,,26712.48,,27532.05,,33317.61,,30281.42,,29256.0,,27535.0,,31375.45
КОТЛЕТЫ МЯСНЫЕ (за 1 шт. весом 100 г),,,,5670.704244,,5623.48,,4656.19,,6098.62,,5898.96,,6192.0,,5332.0,,5240.75
ПЕЛЬМЕНИ МЯСНЫЕ,,,,46183.340484,,42906.44,,39787.86,,46885.27,,45287.84,,49981.0,,48856.0,,43943.45
САЛО,,,,89962.976352,,75425.52,,87933.85,,90295.34,,93088.24,,96239.0,,91894.0,,87411.0
КОЛБАСА ВАРЕНАЯ ВЫСШЕГО СОРТА,,,,58781.507675999994,,58355.36,,57029.0,,61290.21,,58990.38,,59140.0,,57108.0,,59325.8
КОЛБАСА ВАРЕНАЯ ПЕРВОГО СОРТА,,,,45421.138632,,44637.64,,41215.3,,39547.01,,39349.18,,49965.0,,52290.0,,43679.45
КОЛБАСА ВАРЕНАЯ ВТОРОГО СОРТА ,,,,33355.594836,,37634.8,,35923.45,,29050.12,,34873.54,,32756.0,,32390.0,,32088.15
КОЛБАСА ПОЛУКОПЧЕНАЯ,,,,88390.78349999998,,88064.84,,84895.89,,87772.95,,79941.02,,103367.0,,79117.0,,77320.75
КОЛБАСА СЫРОКОПЧЕНАЯ,,,,162361.903432,,147944.2,,155924.59,,168421.35,,159134.42,,179243.0,,146893.0,,161812.6
"ПАШТЕТ, ЗЕЛЬЦ",,,,28884.84244,,28831.24,,28120.57,,26604.52,,21603.4,,31273.0,,34183.0,,26703.45
КОЛБАСА ЛИВЕРНАЯ И КРОВЯНАЯ,,,,19027.863568,,17672.16,,18513.14,,22463.97,,16498.54,,17604.0,,22940.0,,17496.65
СОСИСКИ,,,,58137.033127999995,,53670.12,,52782.45,,57995.94,,57450.1,,59957.0,,58302.0,,65800.9
"ВЕТЧИНА, БУЖЕНИНА, ОКОРОК",,,,91114.643324,,100663.6,,82504.54,,79253.48,,105712.46,,99089.0,,74832.0,,92279.55
ГОВЯДИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,29888.344075999998,,26587.48,,33412.71,,32833.99,,30395.36,,30304.0,,26625.0,,29139.75
СВИНИНА ТУШЕНАЯ КОНСЕРВИРОВАННАЯ (за условную банку весом 350 г),,,,32277.776528000002,,28448.16,,33055.54,,35463.13,,35605.98,,31688.0,,30073.0,,33107.85
КОНСЕРВЫ  МЯСНЫЕ ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ (за условную банку весом 350 г),,,,49841.795955999994,,49875.12,,50845.24,,50162.32,,53301.0,,47862.0,,52643.0,,45598.65
РЫБА ЖИВАЯ,,,,39566.825000000004,,36491.56,,34163.97,,43064.86,,41146.32,,38971.0,,43725.0,,38852.85
РЫБА МОРОЖЕНАЯ (тресковые и скумбриевые),,,,43313.026228,,39000.08,,38168.84,,43620.79,,38231.28,,49406.0,,43655.0,,43314.45
РЫБА МОРОЖЕНАЯ (филе и разделанная),,,,59840.684488,,53680.16,,48632.32,,54036.84,,58794.72,,79735.0,,50024.0,,51847.85
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ,,,,102573.48685199999,,94729.08,,101473.09,,123496.82,,101884.34,,92096.0,,112801.0,,99130.4
РЫБА СОЛЕНАЯ И КОПЧЕНАЯ ДЕЛИКАТЕСНАЯ,,,,232057.588164,,249343.36,,255144.2,,166289.44,,212222.48,,221832.0,,283125.0,,243687.75
ИКРА ЛОСОСЕВЫХ РЫБ,,,,1076286.473424,,1071284.68,,1041823.09,,1080174.17,,951891.56,,1230179.0,,962017.0,,1017013.55
ПРОЧИЕ   ВИДЫ   ИКРЫ   РЫБ   (за условную банку весом      200 г),,,,29901.220224000004,,27244.8,,26575.05,,31370.18,,31802.56,,32728.0,,30309.0,,25163.55
СЕЛЬДЬ СОЛЕНАЯ,,,,49064.207224,,52658.68,,49295.39,,45533.43,,49463.8,,51404.0,,46413.0,,46354.9
"ПОЛУФАБРИКАТЫ РЫБНЫЕ (котлеты, палочки рыбные , фарш)",,,,54491.20394000001,,44983.52,,45393.15,,52271.85,,49572.06,,68889.0,,53912.0,,48439.0
КОНСЕРВЫ РЫБНЫЕ (за условную банку весом 350г),,,,17319.223432,,17157.96,,11540.5,,15549.8,,16318.8,,22319.0,,14285.0,,19043.0
КОНСЕРВЫ РЫБНЫЕ ДЕЛИКАТЕСНЫЕ (шпроты и лосось) - за условную банку весом 350 г,,,,33187.036572,,33464.0,,32118.21,,34155.11,,29488.86,,37345.0,,30207.0,,30309.8
ПРЕСЕРВЫ РЫБНЫЕ (филе сельди в различных соусах и заливках) - за условную банку весом 250 г,,,,23013.059308,,24988.72,,21694.02,,23031.02,,21790.52,,25004.0,,20439.0,,21962.35
,,,,,,,,,,,,,,,,,,
"* - на уровень средней цены, кроме ценовых факторов, оказывают влияние также структурные сдвиги, среди  которых особо следует  ",,,,,,,,,,,,,,,,,,
"выделить многообразные ассортиментные изменения: появление новых товаров, исчезновение старых, изменение  доли  отдельных",,,,,,,,,,,,,,,,,,
"товаров  с  различным уровнем  цен,  территориальные  сдвиги  в  размещении товаров с  региональной  дифференциацией  цен,  ",,,,,,,,,,,,,,,,,,
сезонные  колебания цен и прочее.  Поэтому средние цены не всегда могут быть использованы для характеристики динамики цен.,,,,,,,,,,,,,,,,,,
** - с января 2014 года расчет средних цен производится по формуле средней геометрической величины,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"МОЛОКО ЦЕЛЬНОЕ ПАСТЕРИЗОВАННОЕ, СЫРОЕ",,,,9292.89772,,8929.32,,8883.7,,8773.78,,9010.58,,9254.0,,10041.0,,10210.1
КЕФИР,,,,9138.548832,,9053.6,,9492.37,,9346.67,,9861.4,,9078.0,,8640.0,,8671.85
СМЕТАНА ,,,,31947.748536,,31976.2,,34095.52,,31673.1,,32272.66,,31467.0,,30578.0,,32674.05
ТВОРОГ ЖИРНЫЙ,,,,46985.539408000004,,46833.76,,45846.3,,46242.94,,45305.22,,47921.0,,45616.0,,50817.3
ТВОРОГ НЕЖИРНЫЙ,,,,41867.564487999996,,42764.88,,43281.66,,42842.67,,42771.8,,40523.0,,39098.0,,44385.85
ЙОГУРТ (за 250 г),,,,7861.297488,,7525.52,,6836.94,,8536.49,,8337.4,,8858.0,,8075.0,,5178.1
СЫРОК ГЛАЗИРОВАННЫЙ  (за 50 г),,,,4339.714788,,4272.32,,4399.04,,4328.35,,4305.94,,4355.0,,4282.0,,4449.15
"ТВОРОЖНЫЙ ДЕСЕРТ, КРЕМ, ПУДИНГ  (за 200 г)",,,,9516.86138,,10595.04,,9476.59,,9476.66,,10216.96,,9509.0,,8613.0,,8873.85
"ПОЛУФАБРИКАТЫ ИЗ ТВОРОГА (вареники, блинчики)",,,,51137.058443999995,,47505.44,,48413.09,,51376.16,,48410.9,,55437.0,,50465.0,,51194.8
СУХИЕ МОЛОЧНЫЕ СМЕСИ  ДЛЯ  ДЕТСКОГО  И  ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,78461.92053199999,,102565.88,,76172.55,,57631.4,,65037.66,,78919.0,,85772.0,,81192.35
МОЛОКО СГУЩЕНОЕ С САХАРОМ (за условную банку весом 400 г),,,,15542.675528,,15066.56,,15690.29,,14723.77,,15501.04,,15792.0,,16061.0,,15677.95
МОРОЖЕНОЕ,,,,82420.507612,,83094.6,,70218.8,,96682.44,,73339.28,,81762.0,,90065.0,,77307.0
СЫР  ТВЕРДЫЙ,,,,101042.91836800001,,101124.32,,86610.57,,100929.2,,98621.74,,101383.0,,111577.0,,104200.35
СЫР МЯГКИЙ ,,,,86609.94217200001,,73936.8,,81125.28,,73377.02,,72098.5,,110683.0,,85443.0,,80718.55
СЫР ПЛАВЛЕНЫЙ,,,,66547.242692,,67445.76,,63829.84,,71038.71,,58182.44,,73859.0,,61766.0,,59612.5
СЫР РАССОЛЬНЫЙ,,,,94948.852472,,89140.08,,84776.98,,85862.23,,87261.68,,105836.0,,100411.0,,97846.4
МАСЛО ЖИВОТНОЕ,,,,91423.400632,,92010.24,,91595.46,,87764.88,,91971.06,,96439.0,,84150.0,,92277.1
МАСЛО РАСТИТЕЛЬНОЕ (кроме оливкового),,,,21405.365123999996,,19873.92,,21272.91,,21205.77,,21791.48,,22738.0,,21314.0,,19978.3
МАСЛО ОЛИВКОВОЕ,,,,128860.30504400001,,120906.8,,116004.7,,138405.94,,109916.0,,143618.0,,126862.0,,125889.85
МАРГАРИН,,,,33014.173448,,32170.96,,30689.96,,31776.62,,30573.74,,36047.0,,34148.0,,31463.6
ЖИР ЖИВОТНЫЙ,,,,21147.086084000002,,16077.32,,11493.51,,13588.0,,18121.3,,37417.0,,19761.0,,11570.05
ЯЙЦА  КУРИНЫЕ,,,,15249.777428000001,,15008.52,,15389.33,,13661.15,,15212.94,,16813.0,,14961.0,,13877.15
САХАР-ПЕСОК,,,,10882.785392,,10896.48,,10813.42,,10930.17,,10791.44,,11140.0,,10629.0,,10683.6
ЧАЙ ЧЕРНЫЙ БАЙХОВЫЙ,,,,221422.600904,,240985.36,,174207.51,,212935.6,,204660.92,,226264.0,,276318.0,,188710.75
КОФЕ НАТУРАЛЬНЫЙ МОЛОТЫЙ,,,,178836.51742400002,,191331.76,,172178.96,,169831.56,,182195.36,,175871.0,,180073.0,,185242.65
КОФЕ РАСТВОРИМЫЙ,,,,397971.048252,,448263.48,,339502.27,,363144.0,,347954.46,,399019.0,,435232.0,,445724.65
МЁД  НАТУРАЛЬНЫЙ,,,,90846.85476799999,,87013.08,,92451.11,,91149.21,,81549.66,,113081.0,,70507.0,,75162.0
СОЛЬ  ПОВАРЕННАЯ  ПИЩЕВАЯ,,,,3737.77094,,3759.0,,3629.63,,3598.09,,3851.16,,3877.0,,3448.0,,3958.9
МУКА ПШЕНИЧНАЯ ,,,,8639.283924,,8241.44,,8423.35,,8550.82,,8491.74,,9313.0,,8130.0,,8646.9
"ХЛЕБ РЖАНОЙ,РЖАНО-ПШЕНИЧНЫЙ",,,,11123.330172,,10701.88,,11093.67,,11565.69,,10523.92,,11490.0,,10359.0,,11895.45
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ВЫСШЕГО СОРТА",,,,17179.299508,,17260.32,,14631.2,,18014.13,,16843.06,,17275.0,,17110.0,,19144.55
"ХЛЕБ, ИЗДЕЛИЯ БУЛОЧНЫЕ (БАТОН) ИЗ  МУКИ ПШЕНИЧНОЙ ПЕРВОГО СОРТА",,,,12369.273752000001,,12558.48,,14925.71,,11116.0,,14777.26,,12690.0,,9332.0,,11833.0
ИЗДЕЛИЯ БУЛОЧНЫЕ СДОБНЫЕ ИЗ МУКИ  ПШЕНИЧНОЙ ВЫСШЕГО СОРТА,,,,25893.743992,,32624.08,,19974.36,,31816.64,,23942.82,,17960.0,,31902.0,,30591.15
"СУХАРИ, СУШКИ, БАРАНКИ",,,,40156.02535999999,,35331.04,,38035.9,,44340.26,,37039.86,,40874.0,,46095.0,,35915.75
РИС ШЛИФОВАННЫЙ И ПОЛИРОВАННЫЙ,,,,18197.261612,,18393.2,,18794.99,,18746.97,,16010.6,,17990.0,,18781.0,,18562.1
КРУПА МАННАЯ,,,,10749.83476,,10328.68,,10599.17,,11124.73,,9673.36,,11334.0,,10612.0,,10785.7
КРУПА ПШЕННАЯ,,,,12462.64576,,10508.16,,12720.65,,13793.98,,10066.2,,14143.0,,11898.0,,11849.0
КРУПА ГРЕЧНЕВАЯ,,,,16201.728184000001,,15737.48,,15572.36,,14641.9,,14640.48,,18257.0,,14969.0,,17674.4
ОВСЯНЫЕ ХЛОПЬЯ ,,,,13572.379260000002,,13214.52,,13301.7,,11991.23,,13863.88,,14601.0,,14020.0,,12774.35
ХЛОПЬЯ КУКУРУЗНЫЕ ,,,,45376.31413200001,,53349.64,,39843.25,,42303.19,,48105.0,,44473.0,,43878.0,,47584.2
КРУПА ПЕРЛОВАЯ,,,,8240.869348,,7894.2,,7360.67,,8533.27,,7821.66,,8965.0,,8124.0,,8044.35
КАШИ ДЛЯ ДЕТСКОГО И ДИЕТИЧЕСКОГО ПИТАНИЯ,,,,69557.03578800001,,72697.84,,69938.57,,61388.09,,63108.06,,71675.0,,78114.0,,64911.2
"ГОРОХ, ФАСОЛЬ",,,,18588.075144,,20684.0,,17472.3,,17178.85,,15030.94,,21111.0,,20504.0,,13616.7
МЮСЛИ И ПРОЧИЕ СУХИЕ ЗАВТРАКИ ИЗ РАЗЛИЧНЫХ КРУП,,,,65275.71484399999,,63175.68,,76389.02,,52011.81,,56330.72,,80397.0,,55332.0,,57179.9
"МАКАРОНЫ, РОЖКИ",,,,12673.35244,,13947.44,,11554.02,,10730.6,,13911.42,,13551.0,,12755.0,,11233.7
"ВЕРМИШЕЛЬ, ЛАПША",,,,12788.991712000001,,15376.24,,11406.8,,10735.01,,12754.28,,13955.0,,12796.0,,10897.65
ВОДКА ,,,,123094.919448,,126208.92,,123458.03,,119703.26,,122980.48,,123038.0,,127752.0,,116791.6
НАСТОЙКИ ГОРЬКИЕ КРЕПКИЕ,,,,139639.335744,,138220.04,,137323.82,,140225.95,,138262.76,,139825.0,,140153.0,,143538.4
КОНЬЯК,,,,268174.04084000003,,249084.84,,277703.41,,229914.83,,276441.94,,307243.0,,244594.0,,255039.9
ВИНО ВИНОГРАДНОЕ КРЕПЛЕНОЕ,,,,89935.69495599999,,82560.64,,82552.13,,91267.32,,75686.06,,110698.0,,81481.0,,79503.15
ВИНО ВИНОГРАДНОЕ СТОЛОВОЕ,,,,81687.284768,,79073.4,,73482.23,,53645.15,,49455.78,,123201.0,,69097.0,,76227.7
ПИВО,,,,21346.839504,,22595.8,,19573.05,,18892.83,,22368.46,,22531.0,,21884.0,,20140.8
ВИНО ИГРИСТОЕ  (ШАМПАНСКОЕ),,,,66340.905672,,62302.52,,67737.75,,65740.53,,61503.5,,69799.0,,67274.0,,65330.8
ВАФЛИ,,,,45855.679504,,44874.92,,46644.19,,45439.23,,44413.42,,46370.0,,47458.0,,44576.55
ПРЯНИКИ,,,,35937.411668,,31070.76,,35610.86,,33599.41,,32206.3,,39474.0,,38984.0,,35769.95
ПЕЧЕНЬЕ ,,,,34048.622012,,32741.36,,32945.1,,34039.42,,34272.18,,35840.0,,33764.0,,32485.0
ТОРТ,,,,83317.28012400001,,80530.56,,84663.25,,92064.22,,76266.9,,86342.0,,77309.0,,82130.45
ПИРОЖНЫЕ (за 1 шт. весом 100 г),,,,8100.369724,,7233.8,,7663.63,,8912.71,,7213.88,,9053.0,,7491.0,,7971.0
ИРИС,,,,50249.52876,,50582.44,,51524.81,,49242.85,,52951.42,,51157.0,,46832.0,,49414.9
" КОНФЕТЫ ""КАРАМЕЛЬ""",,,,41257.514164,,39722.68,,40525.24,,38459.03,,38936.6,,42325.0,,44790.0,,42243.15
КОНФЕТЫ ГЛАЗИРОВАННЫЕ ШОКОЛАДНОЙ ГЛАЗУРЬЮ,,,,89362.36909600001,,87210.8,,92062.8,,86785.77,,87424.24,,92194.0,,89559.0,,86711.2
"КОНФЕТЫ ГЛАЗИРОВАННЫЕ ЖИРОВОЙ   ГЛАЗУРЬЮ (типа ""Лимонные"", ""Осенние"")",,,,56640.082452,,54692.76,,50859.33,,52184.07,,53029.98,,61850.0,,57433.0,,60767.5
ШОКОЛАД,,,,135633.939876,,137016.32,,133454.55,,129808.43,,131177.64,,142824.0,,139087.0,,125199.6
ХАЛВА,,,,46319.761768,,43649.8,,44223.07,,44992.4,,41141.28,,48699.0,,52408.0,,44293.55
МАРМЕЛАД,,,,45415.422704,,40312.68,,44152.36,,52960.27,,45555.66,,45632.0,,43996.0,,44632.2
ЗЕФИР,,,,53718.087144000005,,59122.84,,55220.07,,48777.54,,55533.82,,55478.0,,48970.0,,52190.45
КАКАО - ПОРОШОК (за 200 г),,,,23444.73858,,20769.96,,24139.34,,26450.21,,26841.12,,21666.0,,20471.0,,27305.1
КАРТОФЕЛЬ,,,,5467.71714,,4924.24,,5262.14,,5450.26,,4592.56,,6344.0,,5215.0,,5427.75
ЧИПСЫ  КАРТОФЕЛЬНЫЕ (за 100 г),,,,13436.805712,,13602.16,,12667.31,,10874.2,,13090.0,,16149.0,,12265.0,,12526.8
КАПУСТА  БЕЛОКОЧАННАЯ  СВЕЖАЯ,,,,6954.18668,,6977.16,,5793.28,,7422.4,,5817.08,,7460.0,,7579.0,,6650.05
ЛУК РЕПЧАТЫЙ,,,,7411.790812,,7147.76,,7129.57,,6981.31,,6504.64,,8358.0,,7526.0,,6977.7
СВЕКЛА,,,,5567.699708,,5551.24,,4910.07,,5971.42,,4848.38,,6340.0,,5112.0,,5247.4
